;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
608;609;Thelonious Monk Trio;Thelonious;1953;Hard Bop;3.67;1,197;14
609;610;Big John Patton;Let 'Em Roll;April 1967;Soul Jazz;3.69;301;7
610;611;Ike Quebec;Blue & Sentimental;June 1963;Hard Bop, Soul Jazz;3.68;467;9
611;612;Chet Baker;Diane;1985;Cool Jazz;3.69;375;6
612;613;Jaubi;Nafs at Peace;28 May 2021;Spiritual Jazz, Jazz Fusion, Indo Jazz;3.66;2,655;9
613;614; Mulatu Astatke [ሙላቱ አስታጥቄ];Inspiration Information;14 April 2009;Jazz-Funk, Ethio-Jazz;3.67;1,106;22
614;615;Roland Kirk;We Free Kings;1 January 1962;Hard Bop, Post-Bop;3.67;724;15
615;616;Al Di Meola;The Guitar Trio;15 October 1996;Flamenco Jazz;3.68;611;9
616;617;Frank Sinatra;September of My Years;August 1965;Standards, Vocal Jazz;3.67;1,006;32
617;618;Art Blakey;Art Blakey's Jazz Messengers With Thelonious Monk;May 1958;Hard Bop;3.67;935;14
618;619;Freddie Hubbard;Blue Spirits;February 1967;Hard Bop, Modal Jazz;3.68;451;10
619;620;Donald Byrd;Royal Flush;September 1962;Hard Bop;3.69;335;6
620;621;Oliver Nelson Sextet;Screamin' the Blues;January 1961;Hard Bop;3.69;319;3
621;622;Denny Zeitlin;Cathexis;May 1964;Post-Bop;3.69;293;5
622;623;Manu Dibango;O Boso;1972;Makossa, Jazz-Funk;3.67;979;16
623;624;John Greaves;Kew. Rhone.;March 1977;Avant-Prog, Rock in Opposition, Avant-Garde Jazz;3.66;834;26
624;625;Pat Metheny;Bright Size Life;March 1976;Jazz Fusion;3.66;1,841;34
625;626;Gil Scott-Heron;Reflections;September 1981;Soul, Soul Jazz;3.68;660;5
626;627;Donald Byrd;Electric Byrd;October 1970;Jazz Fusion;3.68;549;15
627;628;Donald Byrd;Byrd in Hand;January 1960;Hard Bop;3.68;434;6
628;629;Bruford;One of a Kind;May 1979;Jazz Fusion;3.67;872;30
629;630;Masada;א (Alef);17 December 1994;Avant-Garde Jazz, Klezmer;3.67;703;11
630;631;The Horace Silver Quintet;The Tokyo Blues;November 1962;Hard Bop;3.68;462;1
631;632;Johnny Griffin;A Blowin' Session;October 1957;Hard Bop;3.68;462;12
632;633;Ludwig van Beethoven;Voice;7 June 2011;Jazz Fusion;3.68;442;9
633;634;Donald Byrd;Fuego;July 1960;Hard Bop;3.69;356;6
634;635;Pat Metheny Group;Offramp;3 May 1982;Jazz Fusion, ECM Style Jazz;3.66;974;19
635;636;Bill Evans;Intermodulation;September 1966;Modal Jazz, Post-Bop, Cool Jazz;3.67;609;5
636;637;Stan Getz;Sweet Rain;July 1967;Cool Jazz;3.68;444;6
637;638;Sonny Rollins;Sonny Meets Hawk!;October 1963;Hard Bop;3.69;365;7
638;639;The Comet Is Coming;Trust in the Lifeforce of the Deep Mystery;15 March 2019;Jazz Fusion, Nu Jazz;3.62;8,125;67
639;640;John Surman;How Many Clouds Can You See?;1970;Free Jazz, Avant-Garde Jazz;3.68;287;3
640;641;The Horace Silver Quintet;Silver's Serenade;August 1963;Bebop, Hard Bop;3.71;286;4
641;642;Freddie Hubbard;First Light;12 October 1971;Jazz Fusion;3.68;476;16
642;643;Laura Nyro;More Than a New Discovery;January 1967;Pop Soul, Singer-Songwriter, Vocal Jazz;3.67;882;34
643;644;Anthony Williams;Life Time;January 1965;Avant-Garde Jazz, Post-Bop;3.67;731;15
644;645;Jackie McLean;Demon's Dance;October 1970;Post-Bop;3.69;348;12
645;646;One Shot;Ewaz Vader;2006;Jazz Fusion, Zeuhl;3.69;282;10
646;647;Archie Shepp;Mama Too Tight;May 1967;Free Jazz, Avant-Garde Jazz;3.66;824;16
647;648;Ornette Coleman;Body Meta;1978;Avant-Garde Jazz;3.67;618;7
648;649;Tomasz Stanko Quartet;Suspended Night;2 February 2004;ECM Style Jazz;3.68;414;3
649;650;Albert Ayler Quartet;Ghosts;1965;Free Jazz;3.66;905;9
650;651;Paul Chambers Quartet;Bass on Top;October 1957;Hard Bop;3.68;439;8
651;652;Joe Harriott;Hum Dono;1969;Post-Bop;3.69;267;3
652;653;Kenny Wheeler;Gnu High;February 1976;ECM Style Jazz;3.67;486;10
653;654;Tomasz Stanko;Balladyna;April 1976;Avant-Garde Jazz, ECM Style Jazz;3.67;471;6
654;655;Perigeo;Abbiamo tutti un blues da piangere;1973;Jazz Fusion;3.68;341;10
655;656;Brigitte Fontaine;Comme à la radio;1970;Chamber Jazz;3.64;2,610;27
656;657;Count Basie;Basie;January 1958;Big Band, Swing;3.65;2,198;39
657;658;Frank Sinatra;A Swingin' Affair!;6 May 1957;Standards, Vocal Jazz;3.66;833;14
658;659;Donald Byrd;Street Lady;March 1974;Jazz-Funk;3.67;523;11
659;660;Vijay Iyer Trio;Historicity;28 August 2009;Post-Bop;3.68;347;5
660;661;Naked City;Radio;10 December 1993;Avant-Garde Jazz, Jazz-Rock;3.66;1,131;15
661;662;Duke Ellington;Duke Ellington Meets Coleman Hawkins;February 1963;Jazz;3.67;532;9
662;663;Jukka Tolonen;Tolonen!;December 1971;Jazz-Rock, Progressive Rock, Jazz Fusion;3.68;419;11
663;664;Portico Quartet;Isla;19 October 2009;ECM Style Jazz;3.65;1,406;14
664;665;Sonny Rollins Quartet;Tenor Madness;November 1956;Hard Bop;3.66;949;17
665;666;The Incredible Jimmy Smith;The Cat;September 1964;Soul Jazz, Big Band;3.67;476;14
666;667;Jimmy Smith;Jimmy & Wes: The Dynamic Duo;May 1967;Soul Jazz, Big Band;3.68;393;10
667;668;Bill Evans Trio;How My Heart Sings!;January 1964;Cool Jazz, Modal Jazz;3.68;370;5
668;669;Calvin Keys;Shawn-Neeq;1971;Soul Jazz;3.68;284;6
669;670;Freddie Hubbard;Sing Me a Song of Songmy;July 1971;Avant-Garde Jazz, Electroacoustic;3.66;754;10
670;671;Lonnie Liston Smith & The Cosmic Echoes;Visions of a New World;1975;Jazz-Funk, Jazz Fusion;3.67;514;3
671;672;Gerry Mulligan;Gerry Mulligan Meets Ben Webster;February 1960;Cool Jazz;3.68;305;3
672;673;John Coltrane;Om;January 1968;Free Jazz, Spiritual Jazz;3.64;2,206;51
673;674;Pat Metheny Group;Imaginary Day;7 October 1997;Jazz Fusion;3.66;633;8
674;675;Sun Ra;Cosmos;1976;Avant-Garde Jazz;3.67;568;7
675;676;Freddie Hubbard;Hub Cap;November 1961;Hard Bop;3.67;391;7
676;677;Stanley Clarke;The Rite of Strings;1 August 1995;Jazz Fusion;3.67;388;5
677;678;Gerry Mulligan;Night Lights;1963;Cool Jazz;3.65;1,472;10
678;679;Iceberg;Sentiments;1977;Jazz Fusion, Jazz-Rock;3.68;311;13
679;680;Albert Ayler;Love Cry;February 1968;Free Jazz;3.65;932;8
680;681;Wayne Shorter;Schizophrenia;March 1969;Post-Bop;3.66;835;8
681;682;Brötzmann / Van Hove / Bennink;Brötzmann / Van Hove / Bennink;1973;European Free Jazz;3.65;756;5
682;683;Charles Mingus;Changes Two;1 October 1975;Post-Bop;3.67;563;8
683;684;Lee Morgan;The Rumproller;January 1966;Hard Bop;3.67;455;10
684;685;Tenorio Jr.;Embalo;1964;Samba-jazz;3.68;278;5
685;686;Idris Muhammad;Power of Soul;15 April 1974;Soul Jazz, Jazz-Funk;3.66;674;9
686;687;Johnny Dyani;Witchdoctor's Son;1978;Avant-Garde Jazz, Cape Jazz;3.66;629;8
687;688;Derek BaileyJamaaladeen TacumaCalvin Weston;Mirakle;28 March 2000;Free Jazz, Jazz-Funk;3.66;466;10
688;689;Donald Byrd;Free Form;October 1966;Modal Jazz;3.67;400;8
689;690;Allan Holdsworth;The Sixteen Men of Tain;2000;Jazz Fusion;3.67;380;9
690;691;Herbie Hancock;Man-Child;October 1975;Jazz Fusion, Jazz-Funk;3.65;1,415;22
691;692;Keith Jarrett;My Song;31 May 1978;ECM Style Jazz;3.66;635;8
692;693;Yusef Lateef;The Centaur and the Phoenix;1960;Hard Bop;3.67;330;5
693;694;Schlippenbach Trio;Pakistani Pomade;1973;European Free Jazz;3.63;1,443;19
694;695;Joe Zawinul;Zawinul;May 1971;Jazz Fusion;3.66;717;17
695;696;Batsumi;Batsumi;1974;Spiritual Jazz, Afro-Jazz;3.66;801;9
696;697;Guthrie Govan;Erotic Cakes;August 2006;Jazz Fusion;3.63;867;18
697;698;Jackie McLean;New and Old Gospel;January 1968;Avant-Garde Jazz;3.67;334;7
698;699;John Zorn;The Big Gundown;1986;Avant-Garde Jazz;3.64;1,201;22
699;700; Masayoshi Takanaka [高中正義];On Guitar;1978;Jazz Fusion;3.66;784;4
700;701;Yusef Lateef;Yusef Lateef's Detroit: Latitude 42° 30' Longitude 83°;June 1969;Jazz-Funk;3.66;479;10
701;702;Milt Jackson;Bags Meets Wes!;1962;Hard Bop, Cool Jazz;3.67;364;5
702;703;Frank Sinatra;In the Wee Small Hours;25 April 1955;Standards, Vocal Jazz;3.60;6,983;155
703;704; Masayoshi Takanaka [高中正義];An Insatiable High;1 December 1977;Jazz Fusion, City Pop;3.64;1,944;10
704;705;Rashied Ali;Duo Exchange;1973;Free Jazz;3.66;508;11
705;706;Joseph Jarman;Song For;1967;Free Jazz, Modern Creative;3.67;365;3
706;707;Charles Mingus;Changes One;1 October 1975;Post-Bop;3.66;688;11
707;708;Nina Simone;Nina Simone and Piano!;24 January 1969;Vocal Jazz, Soul;3.66;599;8
708;709;Dizzy Gillespie;Diz and Getz;1955;Bebop;3.67;422;7
709;710;Casiopea;Asian Dreamer;16 December 1994;Jazz Fusion;3.67;332;5
710;711;Claude Debussy;Grand Guignol;1992;Avant-Garde Jazz, Grindcore, Avant-Garde Metal;3.64;1,639;30
711;712;Lonnie Smith with Lee Morgan and David Newman;Think!;December 1968;Soul Jazz;3.67;294;4
712;713;The Red Garland Trio;Red Garland's Piano;June 1957;Hard Bop;3.70;275;4
713;714;Shabaka and The Ancestors;Wisdom of Elders;16 September 2016;Spiritual Jazz;3.64;1,433;11
714;715;Weather Report;Sweetnighter;27 April 1973;Jazz Fusion, Jazz-Funk;3.64;1,217;29
715;716;Portico Quartet;Knee-Deep in the North Sea;5 November 2007;Chamber Jazz, ECM Style Jazz;3.65;779;9
716;717;Hizuru;飛鶴 -Hizuru-;25 October 2017;Chamber Jazz, Japanese Folk Music;3.66;540;1
717;718;Sonny Rollins;Sonny Rollins;March 1957;Hard Bop;3.67;413;8
718;719;Duke Ellington;Back to Back: Duke Ellington and Johnny Hodges Play the Blues;1959;Big Band;3.67;387;8
719;720;Sunbirds;Sunbirds;1971;Jazz Fusion;3.67;343;10
720;721;Weather Report;Mysterious Traveller;May 1974;Jazz Fusion;3.64;1,699;35
721;722;Esbjörn Svensson Trio;Seven Days of Falling;22 September 2003;ECM Style Jazz;3.65;590;10
722;723;Larry Coryell;Barefoot Boy;June 1971;Jazz Fusion, Jazz-Rock;3.65;462;10
723;724;"Nat ""King"" Cole";Love Is the Thing;March 1957;Traditional Pop, Vocal Jazz, Standards;3.66;360;8
724;725;Moondog;Sax Pax for a Sax;11 November 1997;Third Stream;3.66;454;11
725;726;Joe Henderson;Canyon Lady;March 1975;Post-Bop, Latin Jazz;3.73;270;4
726;727;Neptunian Maximalism;Éons;26 June 2020;Avant-Garde Jazz, Drone Metal;3.61;4,185;53
727;728;Herbie Hancock;Speak Like a Child;August 1968;Post-Bop, Hard Bop;3.65;1,020;24
728;729;Otomo Yoshihide's New Jazz Ensemble;Dreams;26 March 2002;Avant-Garde Jazz;3.65;967;10
729;730;Art Ensemble of Chicago;People in Sorrow;1969;Avant-Garde Jazz, Modern Creative;3.63;898;11
730;731;Allen Toussaint;The Bright Mississippi;21 April 2009;Jazz, New Orleans R&B, Dixieland;3.66;378;6
731;732;The Incredible Jimmy Smith;Midnight Special;November 1961;Soul Jazz;3.66;334;6
732;733;The Wes Montgomery Trio;The Wes Montgomery Trio;February 1960;Hard Bop, Soul Jazz, Cool Jazz;3.66;302;8
733;734;Charles Tolliver;The Ringer;1970;Post-Bop, Modal Jazz;3.78;249;5
734;735;Yussef Dayes;Black Focus;4 November 2016;Jazz Fusion, Jazz-Funk;3.63;2,204;15
735;736;Stan Getz;Focus;January 1962;Cool Jazz, Avant-Garde Jazz, Third Stream;3.64;829;19
736;737;Archie Shepp;Four for Trane;November 1964;Avant-Garde Jazz;3.64;791;6
737;738;The RH Factor;Hard Groove;20 May 2003;Jazz-Funk;3.66;363;7
738;739;The Peter Brötzmann Sextet/Quartet;Nipples;1969;European Free Jazz;3.63;1,085;12
739;740;John Abercrombie, Dave Holland & Jack DeJohnette;Gateway;October 1975;ECM Style Jazz;3.64;797;20
740;741;Quincy Jones;Big Band Bossa Nova;October 1962;Big Band, Bossa nova;3.65;717;11
741;742;Esbjörn Svensson Trio;Viaticum;24 January 2005;ECM Style Jazz, Jazz Fusion;3.65;710;10
742;743;Dorothy Ashby;The Rubáiyát of Dorothy Ashby;July 1970;Soul Jazz, Vocal Jazz;3.65;654;8
743;744;Passport;Cross-Collateral;1975;Jazz Fusion, Jazz-Rock;3.66;396;11
744;745;Mal Waldron;The Call;1971;Jazz Fusion;3.66;357;9
745;746;Jackie McLean;It's Time!;July 1965;Post-Bop;3.66;305;5
746;747;Frank Lowe;Black Beings;1973;Free Jazz;3.65;299;3
747;748;Hermeto Pascoal;Slaves Mass;February 1977;Jazz Fusion;3.64;721;16
748;749;Neil Ardley;A Symphony of Amaranths;1972;Third Stream, Experimental Big Band;3.66;307;4
749;750;Eberhard Weber;Later That Evening;4 October 1982;ECM Style Jazz, Chamber Jazz;3.66;309;3
750;751;Oregon;Out of the Woods;September 1978;ECM Style Jazz, Jazz Fusion, Chamber Jazz;3.65;540;12
751;752;;Lost in the Stars: The Music of Kurt Weill;1985;Cabaret, Jazz;3.66;384;12
752;753;Archie Shepp;Fire Music;August 1965;Avant-Garde Jazz;3.64;998;9
753;754;Brand X;Moroccan Roll;April 1977;Jazz Fusion, Jazz-Rock;3.64;837;24
754;755;John McLaughlin;Devotion;July 1970;Jazz-Rock, Jazz Fusion;3.64;682;24
755;756;Spring Heel Jack;Amassed;2002;Avant-Garde Jazz;3.64;607;6
756;757; Salah Ragab [صلاح رجب];Egyptian Jazz;2006;Arabic Jazz, Big Band;3.66;391;6
757;758;Mary Lou Williams;Mary Lou Williams;1964;Jazz;3.64;577;12
758;759;Keith Jarrett, Gary Peacock & Jack DeJohnette;Standards, Vol. 1;September 1983;Post-Bop, ECM Style Jazz;3.64;461;7
759;760;Anouar Brahem;The Astounding Eyes of Rita;25 September 2009;Chamber Jazz, Arabic Jazz;3.66;427;3
760;761;The Chico Hamilton Quintet;Gongs East!;1959;Cool Jazz;3.66;324;7
761;762;Terje Rypdal;Bleak House;1968;Jazz-Rock, Jazz Fusion;3.65;422;11
762;763;Ana Mazzotti;Ana Mazzotti;1974;Samba-jazz, Jazz Fusion;3.66;323;3
763;764;Enrico Rava;The Pilgrim and the Stars;1 November 1975;Post-Bop, Jazz Fusion;3.66;316;5
764;765;Mélanie de Biasio;No Deal;18 March 2013;Vocal Jazz;3.64;757;8
765;766;Allan Holdsworth;i.o.u.;1982;Jazz Fusion;3.64;563;10
766;767;Dexter Gordon;Gettin' Around;August 1966;Hard Bop;3.66;348;6
767;768;Milt Jackson;Bags & Trane;July 1961;Bebop, Cool Jazz;3.63;1,687;23
768;769;Sun Ra and His Myth Science Arkestra;Angels and Demons at Play;1965;Avant-Garde Jazz, Third Stream;3.64;1,210;15
769;770;Sunny Murray;Sunny Murray;1966;Free Jazz;3.65;352;6
770;771;Art Ensemble of Chicago;Certain Blacks;1970;Avant-Garde Jazz;3.66;317;3
771;772;The Red Garland Quintet;All Mornin' Long;March 1958;Hard Bop;3.68;277;7
772;773;Makaya McCraven;Universal Beings;26 October 2018;Jazz Fusion, Nu Jazz;3.64;954;9
773;774;Ahmed Abdul-Malik;East Meets West;February 1960;Arabic Jazz;3.64;876;13
774;775;Billy Cobham;Crosswinds;April 1974;Jazz Fusion;3.64;699;12
775;776; Hailu Mergia [ኃይሉ መርጊያ];Tezeta;1975;Ethio-Jazz;3.65;362;1
776;777;Wadada Leo Smith;Ten Freedom Summers;22 May 2012;Avant-Garde Jazz, Third Stream, Modern Creative;3.63;370;8
777;778;Stan Getz;Stan Getz & Bill Evans;1973;Post-Bop, Jazz, Cool Jazz;3.66;319;4
778;779;Joe Pass;Virtuoso;1974;Bebop;3.64;629;13
779;780;Maisha;There Is a Place;9 November 2018;Spiritual Jazz;3.65;541;6
780;781;Grover Washington, Jr.;Mister Magic;7 February 1975;Jazz-Funk, Jazz Fusion;3.64;906;12
781;782;GoGo Penguin;v2.0;17 March 2014;Jazz, Jazz Fusion;3.64;775;11
782;783;Hiromi;Spiral;17 January 2006;Post-Bop;3.64;503;10
