;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
4137;4138;Arve Henriksen;The Height of the Reeds;31 August 2018;Third Stream, Ambient;3.48;103;1
4138;4139;Maria Bethânia;Noturno;30 July 2021;MPB, Vocal Jazz;3.49;105;
4139;4140;Michel Petrucciani;Music;1989;Jazz, Jazz Fusion;3.83;79;4
4140;4141;Steps Ahead;Modern Times;1984;Jazz Fusion, Smooth Jazz;3.32;139;2
4141;4142;Lee Konitz;The Lee Konitz Duets;November 1968;Post-Bop, Avant-Garde Jazz;3.62;99;1
4142;4143;Chris Potter Underground Orchestra;Imaginary Cities;19 January 2015;ECM Style Jazz;3.28;130;2
4143;4144;Idris Muhammad;Peace and Rhythm (Salam Wa Nagama);1971;Soul Jazz, Jazz-Funk;3.45;105;3
4144;4145;Krzysztof Sadowski;Three Thousands Points;1975;Jazz Fusion, Avant-Garde Jazz;3.63;90;4
4145;4146;Aki Takase Japanic;Thema Prima;11 March 2019;Avant-Garde Jazz;3.49;104;1
4146;4147;The Modern Jazz Quartet;Modern Jazz Quartet;July 1957;Cool Jazz;3.58;103;3
4147;4148;John Klemmer;Blowin' Gold;May 1969;Jazz Fusion;3.56;96;3
4148;4149;Lenny White;Big City;February 1977;Jazz Fusion, Jazz-Funk;3.34;125;3
4149;4150;Bill Frisell;Music IS;16 March 2018;Jazz Fusion, ECM Style Jazz;3.27;123;2
4150;4151;Diana Krall;Only Trust Your Heart;14 February 1995;Vocal Jazz;3.42;131;2
4151;4152;Art Lande;Red Lanta;May 1974;ECM Style Jazz;3.38;115;1
4152;4153; Ziad Rahbani [زياد الرحباني];هدوء نسبي (Houdou Nisbi);1985;Arabic Jazz, Arabic Pop, Jazz Pop;3.43;110;3
4153;4154; Akira Sakata [坂田明];Mitochondria;21 January 2022;Free Jazz;3.46;107;
4154;4155;George Braith;Extension;February 1967;Soul Jazz, Post-Bop;3.55;95;1
4155;4156;Carla Bley;European Tour 1977;1978;Experimental Big Band;3.60;103;1
4156;4157;Adam Makowicz;Unit;1973;Avant-Garde Jazz;3.34;121;1
4157;4158;Tom Scott;Tom Scott and the L.A. Express;February 1974;Jazz-Rock, Jazz Fusion;3.54;94;2
4158;4159;Scorch Trio;Scorch Trio;18 March 2002;Avant-Garde Jazz, European Free Jazz;3.55;113;2
4159;4160;Roy Haynes;Cracklin';August 1963;Cool Jazz, Hard Bop;3.67;91;1
4160;4161;Jimmy McGriff;Groove Grease;November 1971;Soul Jazz, Jazz-Funk;3.36;130;6
4161;4162;Nate Wooley;Seven Storey Mountain VI;16 October 2020;Experimental Big Band;3.40;106;
4162;4163;Mary Halvorson Quartet;Paimon: Book of Angels Volume 32;20 October 2017;Avant-Garde Jazz;3.54;89;3
4163;4164;François Tusques;Intercommunal Music;1971;European Free Jazz;3.64;88;1
4164;4165;Fabiano do Nascimento;Lendas;19 January 2023;MPB, Chamber Jazz;3.38;109;2
4165;4166;Stomu Yamash'ta;Raindog;1975;Jazz-Rock, Progressive Rock, Jazz Fusion;3.58;93;4
4166;4167;Herbie Mann;Muscle Shoals Nitty Gritty;15 July 1970;Soul Jazz, Jazz-Funk;3.60;92;7
4167;4168;Oscar Peterson;Plays the George Gershwin Song Book;1959;Cool Jazz, Jazz, Standards;3.76;83;1
4168;4169;Paul Anka;Rock Swings;28 February 2005;Swing, Lounge, Traditional Pop;2.97;220;16
4169;4170;Bob James & David Sanborn;Double Vision;1986;Smooth Jazz;3.31;133;5
4170;4171;Sam Wilkes;Perform the Compositions of Sam Wilkes & Jacob Mann;23 September 2022;Nu Jazz, Jazz Fusion;3.57;92;3
4171;4172;Sabú Martínez;Sabu's Jazz Espagnole;May 1961;Afro-Cuban Jazz, Latin Jazz;3.68;79;1
4172;4173;Jorge López Ruiz;El grito: Suite para Orquesta de Jazz;1967;Post-Bop, Modal Jazz;3.67;81;2
4173;4174;Nathan Davis;Makatuka;1971;Post-Bop;3.88;66;2
4174;4175;The Brian Setzer Orchestra;Guitar Slinger;1996;Swing Revival, Rockabilly;3.43;129;4
4175;4176;Hank Mobley Quartet;Hank Mobley Quartet;October 1955;Hard Bop, Jazz;3.58;98;1
4176;4177;Chico Hamilton;Peregrinations;October 1975;Jazz Fusion, Jazz-Funk;3.55;100;1
4177;4178;Grant Green;Iron City!;1972;Soul Jazz, Cool Jazz;3.58;102;5
4178;4179;Dino Saluzzi;Cité de la musique;1997;Tango nuevo, ECM Style Jazz;3.59;103;1
4179;4180;The 360 Degree Music Experience;In: Sanity;1977;Avant-Garde Jazz;3.59;93;5
4180;4181;Harold Land Quintet;The Peace-Maker;October 1968;Hard Bop;3.73;80;3
4181;4182;The Prestige All Stars;All Night Long;March 1957;Hard Bop, Jazz;3.61;96;2
4182;4183;Miles Davis;You're Under Arrest;April 1985;Jazz Fusion, Smooth Jazz;2.61;919;27
4183;4184;Frank Sinatra;She Shot Me Down;13 November 1981;Vocal Jazz;3.32;139;6
4184;4185;Dancing Fantasy;Worldwide;1993;New Age, Smooth Jazz;3.44;96;2
4185;4186;Steve Lacy Seven;Prospectus;1984;Avant-Garde Jazz;3.86;71;2
4186;4187;Hampton Hawes;Trio Vol. 1;1955;Bebop, Stride;3.58;103;2
4187;4188;Buck Jam Tonic;Buck Jam Tonic;2003;Avant-Garde Jazz, Experimental Rock, Jazz-Rock;3.73;80;2
4188;4189;Calibro 35;Ogni riferimento a persone esistenti o a fatti realmente accaduti è puramente casuale;7 February 2012;Psychedelic Rock, Jazz-Funk;3.36;124;4
4189;4190;Ray Charles;Doing His Thing;July 1969;Southern Soul, Soul Jazz;3.70;95;3
4190;4191;Ron Carter;Uptown Conversation;1970;Post-Bop;3.45;104;3
4191;4192;The Bob James Trio;Bold Conceptions;1963;Post-Bop;3.61;92;2
4192;4193;Jacques Loussier Trio;"Satie: Gymnopédies; Gnossiennes";1 July 1998;Third Stream;3.77;86;2
4193;4194;Zara McFarlane;Arise;29 September 2017;Vocal Jazz;3.50;91;1
4194;4195;Leroy Jenkins;For Players Only;1975;Free Jazz, Modern Creative, Experimental Big Band;3.57;100;2
4195;4196;Dick Griffin;The Eighth Wonder;1974;Post-Bop, Avant-Garde Jazz;3.65;87;4
4196;4197;George Adams & Don Pullen Quartet;Earth Beams;1980;Post-Bop;3.72;78;2
4197;4198;Bobo Stenson Trio;Contra la indecisión;19 January 2018;ECM Style Jazz;3.35;124;1
4198;4199;Jean Cohen-Solal;Flûtes libres;1971;Jazz Fusion;3.36;111;5
4199;4200;David Murray;Spirituals;1990;Avant-Garde Jazz;3.56;93;2
4200;4201;Cal Tjader;El sonido nuevo;1966;Latin Jazz;3.59;94;2
4201;4202;Johnny Clegg & Savuka;Third World Child;July 1987;Mbaqanga, Pop Rock;3.30;134;4
4202;4203;Chet Baker Sextet;Chet Baker Sextet;1954;Cool Jazz;3.37;125;1
4203;4204;Wadada Leo Smith;Lake Biwa;7 December 2004;Avant-Garde Jazz, Modern Creative, Third Stream;3.70;88;
4204;4205;Muhal Richard Abrams;The Hearinga Suite;1989;Experimental Big Band, Avant-Garde Jazz, Modern Creative;3.69;84;1
4205;4206;Sonny Rollins Quartet;Sonny Rollins and Thelonious Monk;1955;Hard Bop;3.57;99;
4206;4207;Trio Trara;Film Still;1 April 2016;Chamber Jazz;3.72;81;3
4207;4208;Chick Corea Elektric Band;Inside Out;1990;Jazz Fusion;3.38;122;5
4208;4209;Carmen McRae;Lover Man and Other Billie Holiday Classics;1962;Vocal Jazz, Standards;3.79;72;1
4209;4210;Jan Hammer Group;Melodies;1977;Jazz-Funk;3.29;128;4
4210;4211;Kazimierz Jonkisz;Tiritaka;1981;Jazz Fusion, Post-Bop;3.54;97;1
4211;4212;Gene Ammons & Sonny Stitt;Boss Tenors - Straight Ahead from Chicago 1961;1962;Jazz, Soul Jazz;3.77;81;1
4212;4213;Eddie Harris;Silver Cycles;1968;Jazz, Hard Bop;3.60;92;1
4213;4214;Al Di Meola;Cielo e Terra;1985;Flamenco Jazz, New Age, ECM Style Jazz;3.19;162;8
4214;4215;Monsieur Periné;Caja de música;16 June 2015;Latin Alternative, Swing;3.46;105;2
4215;4216;Cliff Jordan;Cliff Jordan;December 1957;Hard Bop;3.75;75;
4216;4217;Gato Barbieri;Yesterdays;July 1974;Avant-Garde Jazz;3.74;82;3
4217;4218;Lou Rawls;Stormy Monday;1962;Soul, Vocal Jazz;3.52;95;2
4218;4219; Maki Asakawa [浅川マキ];One;5 April 1980;Avant-Garde Jazz, Vocal Jazz;3.55;103;
4219;4220;Ramsey Lewis;Maiden Voyage;1968;Soul Jazz, Jazz Pop;3.56;94;6
4220;4221;Johnny Griffin;The Little Giant;December 1959;Bebop;3.74;82;1
4221;4222;Terence Blanchard;A Tale of God's Will (A Requiem for Katrina);14 August 2007;Film Score, Jazz;3.75;88;4
4222;4223;Melody Gardot;The Absence;28 May 2012;Vocal Jazz;3.19;145;8
4223;4224;Cold Specks;Neuroplasticity;26 August 2014;Singer-Songwriter, Soul, Gothic Rock;3.22;135;3
4224;4225;Stein Urheim;Downhill Uplift;17 January 2020;Jazz Fusion;3.25;127;1
4225;4226;Deodato;Whirlwinds;1974;Jazz Fusion, Jazz-Funk;3.31;125;
4226;4227;John Zorn;At the Gates of Paradise;27 September 2011;Chamber Jazz;3.35;127;2
4227;4228;Mathias Eick;Ravensburg;2 March 2018;ECM Style Jazz;3.43;100;
4228;4229;The Nels Cline Singers;Macroscope;29 April 2014;Jazz Fusion;3.49;105;2
4229;4230;Judy Garland;Alone;6 May 1957;Vocal Jazz, Standards;3.48;108;4
4230;4231;Ran Blake;You Stepped Out of a Cloud;1989;Vocal Jazz, Avant-Garde Jazz;3.55;93;1
4231;4232;Hoagy Carmichael;Hoagy Sings Carmichael;1956;Vocal Jazz;3.62;90;2
4232;4233;John Surman;Withholding Pattern;1985;Avant-Garde Jazz, ECM Style Jazz;3.72;87;3
4233;4234;Booker Ervin;Setting the Pace;December 1966;Hard Bop;3.81;84;
4234;4235;Julian Lage;Arclight;11 March 2016;Jazz;3.35;126;
4235;4236;Mathias Eick;Skala;18 March 2011;ECM Style Jazz, Jazz Fusion;3.59;105;1
4236;4237;Cal Tjader;Soul Burst;1966;Latin Jazz;3.63;88;1
4237;4238;Art Pepper;Intensity;1963;Hard Bop, Cool Jazz;3.71;89;
4238;4239;Jason Moran;From the Dancehall to the Battlefield;1 January 2023;Avant-Garde Jazz, Experimental Big Band;3.37;111;3
4239;4240;Lettuce;Resonate;8 May 2020;Jazz-Funk;3.49;98;1
4240;4241;Zukanican;Horse Republic;17 July 2006;Avant-Garde Jazz, Free Jazz, Jazz-Funk;3.53;106;4
4241;4242;Bill Wells;GOK;2009;Chamber Jazz;3.51;107;
4242;4243;Ruby Rushton;Ironside;5 April 2019;Jazz Fusion, Post-Bop;3.55;93;1
4243;4244;Jean-Luc Ponty;The Jean-Luc Ponty Experience with the George Duke Trio;December 1969;Jazz Fusion, Post-Bop;3.44;117;1
4244;4245;Rufus Harley;Re-Creation of the Gods;1972;Soul Jazz, Avant-Garde Jazz;3.53;105;3
4245;4246;Terumasa Hino Quintet;Hi-Nology;1974;Jazz Fusion, Post-Bop;3.63;85;3
4246;4247;Michael Bublé;Christmas;24 October 2011;Christmas Music, Vocal Jazz;2.53;459;12
4247;4248;Miles Davis Quintet;Miles Davis Quintet;1954;Bebop, Hard Bop;2.93;212;1
4248;4249;Al Di Meola;Orange and Blue;1994;Jazz Fusion;3.26;148;4
4249;4250;Baden Powell;Baden Powell Swings with Jimmy Pratt;1963;Samba-jazz, Bossa nova;3.63;84;3
4250;4251;Dizzy Gillespie;Dizzy Gillespie's Big 4;1975;Bebop;3.83;84;1
4251;4252;Jean-Luc Ponty;Fables;16 September 1985;Jazz Fusion;3.37;117;2
4252;4253;Don Byron;Tuskegee Experiments;1992;Avant-Garde Jazz;3.49;108;2
4253;4254;Nat King Cole;L-O-V-E;1965;Vocal Jazz, Swing;3.53;114;1
4254;4255;Anthony Braxton;Four Compositions (Quartet) 1983;1983;Avant-Garde Jazz, Modern Creative;3.61;83;1
4255;4256;Sunbirds;Zagara;1972;Jazz Fusion;3.44;102;1
4256;4257;Peggy Lee;Things Are Swingin';1958;Vocal Jazz, Standards;3.55;99;1
4257;4258;Marcin Wasilewski Trio;Faithful;18 April 2011;ECM Style Jazz;3.55;106;3
4258;4259;John Hicks;Hells Bells;1975;Post-Bop, Modal Jazz;3.79;78;2
4259;4260;Gary Bartz;Music Is My Sanctuary;9 May 1977;Jazz-Funk, Jazz Pop;3.42;113;5
4260;4261;Chris Connor;Chris Connor;1956;Vocal Jazz;3.54;93;2
4261;4262;Nat Birchall;Akhenaten;22 June 2009;Spiritual Jazz;3.68;75;3
4262;4263;Halina Frąckowiak;Geira;1977;Progressive Pop, Jazz-Funk;3.41;104;1
4263;4264;Party Dozen;Pray for Party Dozen;22 May 2020;Avant-Garde Jazz, Jazz-Rock, Noise Rock;3.39;109;
4264;4265;Chick Corea;The Enchantment;22 May 2007;Jazz Fusion, Chamber Jazz;3.43;122;9
4265;4266;Phil Upchurch;Upchurch;May 1969;Jazz Fusion;3.63;91;4
4266;4267;Darcy James Argue's Secret Society;Infernal Machines;12 May 2009;Experimental Big Band, Third Stream;3.52;101;3
4267;4268;Adam Lane's Full Throttle Orchestra;New Magical Kingdom;9 June 2006;Avant-Garde Jazz;3.75;83;1
4268;4269;Roland Young;Isophonic Boogie Woogie;1980;Avant-Garde Jazz;3.40;107;1
4269;4270;S.M.V.;Thunder;18 July 2008;Jazz Fusion;3.34;138;5
4270;4271;Brand X;XCommunication;1992;Jazz Fusion, Jazz-Rock;3.36;128;2
4271;4272;Kip Hanrahan;Vertical's Currency;1985;Latin Jazz, Jazz Pop;3.53;98;2
4272;4273;Thelonious Monk;Something in Blue;1972;Jazz, Bebop;3.78;77;1
4273;4274;Medeski, Martin & Wood;Radiolarians III;4 August 2009;Jazz Fusion;3.75;89;
4274;4275;Frank Wright;One for John;1970;Free Jazz;3.56;93;1
4275;4276;The Sorcerers;The Sorcerers;10 August 2015;Ethio-Jazz;3.56;89;
4276;4277;Power Tools;Strange Meeting;1987;Jazz Fusion, Free Jazz, ECM Style Jazz;3.54;97;3
4277;4278;Woody Shaw;The Iron Men;1981;Post-Bop;3.58;96;2
4278;4279;Charlie Mariano;Reflections;1974;Jazz Fusion, Modal Jazz;3.71;78;
4279;4280;Robbie Williams;Swings Both Ways;18 November 2013;Swing, Traditional Pop, Jazz Pop;2.97;192;4
4280;4281;Maynard Ferguson;Conquistador;March 1977;Big Band, Jazz-Funk;3.39;111;3
4281;4282;Oregon;Moon and Mind;March 1979;Jazz Fusion, Chamber Jazz, ECM Style Jazz;3.57;91;2
4282;4283;McCoy Tyner;New York Reunion;7 June 1991;Jazz;3.71;82;4
4283;4284;World's Experience Orchestra;The Beginning of a New Birth;1975;Spiritual Jazz;3.56;94;1
4284;4285;Dave Holland Quintet;Critical Mass;29 August 2006;Jazz, Post-Bop;3.59;98;2
4285;4286;Tal Farlow;The Swinging Guitar of Tal Farlow;9 January 1957;Jazz, Bebop;3.53;97;4
4286;4287; Hozan Yamamoto [山本邦山];Beautiful Bamboo-Flute;1971;Jazz Fusion, Big Band, Japanese Music;3.55;93;2
4287;4288;George Benson;Livin' Inside Your Love;1979;Smooth Jazz;3.32;136;3
4288;4289;Curlew;Curlew;1981;Avant-Garde Jazz, Jazz Fusion;3.40;110;2
4289;4290;Oregon;Crossing;1985;Jazz Fusion, ECM Style Jazz, Chamber Jazz;3.48;103;5
4290;4291;Erroll Garner;Soliloquy;1958;Swing;3.86;70;1
4291;4292;Scope;Scope II;1975;Jazz Fusion, Jazz-Funk;3.54;89;1
4292;4293;Wes Montgomery Trio;Portrait of Wes;1963;Hard Bop, Exotica;3.60;103;1
4293;4294;Clifford Brown;New Star on the Horizon;January 1954;Bebop, Hard Bop;3.64;83;3
4294;4295;Miles Davis All Stars;Miles Davis All Stars, Vol. 2;1955;Cool Jazz;2.99;189;3
4295;4296;The Jimmy Giuffre Four;Tangents in Jazz;1956;Cool Jazz;3.41;105;1
4296;4297;Stan Getz;Recorded Fall 1961;November 1961;Cool Jazz;3.58;89;1
4297;4298;Kenny Drew;The Kenny Drew Trio;1956;Hard Bop;3.66;93;
4298;4299;Mount Everest Trio;Waves From Albert Ayler;1975;Free Jazz;3.66;87;2
4299;4300;Matthew Shipp Trio;The Multiplication Table;1998;Avant-Garde Jazz;3.60;95;1
4300;4301;Olatunji;Flaming Drums!;1962;Afro-Jazz, Yoruba Music;3.63;84;1
4301;4302;Tomasz Stańko;Witkacy Peyotl / Freelectronic;1986;Jazz Fusion, Jazz-Rock;3.61;92;1
4302;4303;Helen Merrill;Parole e musica;1960;Vocal Jazz, Standards;3.66;89;3
4303;4304;Elza Soares;Elza Soares & Wilson das Neves;1968;Samba-jazz;3.69;77;2
4304;4305;Alan Licht & Loren MazzaCane Connors;Hoffman Estates;1998;Avant-Garde Jazz, Free Improvisation;3.25;126;
4305;4306;Oscar Peterson;Exclusively for My Friends Vol. III: The Way I Really Play;1968;Jazz, Post-Bop;3.98;63;1
4306;4307;The Brian Setzer Orchestra;Boogie Woogie Christmas;22 October 2002;Christmas Music, Rockabilly, Big Band;3.36;123;5
4307;4308;Stan Kenton;"Volume One - ""Innovations in Modern Music""";1950;Progressive Big Band;3.41;112;2
4308;4309;Milton Nascimento;Angelus;1993;MPB, Progressive Folk, Vocal Jazz;3.51;96;4
4309;4310;Stanley Turrentine;Never Let Me Go;December 1963;Soul Jazz;3.60;86;4
4310;4311;Dave Holland;Another Land;27 May 2021;Jazz Fusion, Post-Bop;3.36;105;1
4311;4312;Attention Deficit;The Idiot King;22 May 2001;Jazz Fusion, Jazz-Rock;3.51;118;8
4312;4313; Anatoly Vapirov [Анатолий Вапиров];Мистерия;1980;Jazz Fusion;3.63;87;2
4313;4314;The Modern Jazz Quartet;One Never Knows: No Sun in Venice [original film score];1957;Cool Jazz, Jazz;3.67;82;1
4314;4315;Huey Simmons;Burning Spirits;1971;Free Jazz;3.73;80;3
4315;4316;One Shot;One Shot;1999;Jazz Fusion;3.66;83;5
4316;4317;Bobby Hutcherson;Solo/Quartet;1982;Jazz;3.81;70;1
4317;4318;Joseph Shabason;The Fellowship;30 April 2021;Ambient, Chamber Jazz;3.24;119;2
4318;4319;Olli Ahvenlahti;The Poet;August 1976;Jazz Fusion;3.50;102;3
4319;4320;Sonny Rollins;Sonny Rollins and the Big Brass;1958;Hard Bop;3.53;109;2
4320;4321;Dean Martin;Dream With Dean;4 August 1964;Vocal Jazz, Standards, Traditional Pop;3.57;103;5
4321;4322;Manfred Schoof Quintett;Voices;1966;European Free Jazz;3.70;79;1
4322;4323;Ronald Jenkees;Disorganized Fun;31 July 2009;Electronic, Jazz Fusion;3.21;148;9
4323;4324;José James;Blackmagic;11 January 2010;Neo-Soul, Soul Jazz;3.35;141;2
4324;4325;Universal Congress Of;Prosperous and Qualified;1988;Noise Rock, Jazz-Funk;3.45;101;2
4325;4326;Muriel Grossmann;Union;2 November 2021;Spiritual Jazz;3.60;85;2
4326;4327;Brad Mehldau Trio;Blues and Ballads;3 June 2016;Jazz;3.62;96;3
4327;4328;Lester Young;Pres & Sweets;September 1956;Swing;3.72;82;2
4328;4329;Joe Farrell;Upon This Rock;1974;Jazz-Funk, Jazz, Jazz Fusion;3.48;100;5
4329;4330;Walter Bishop Jr.;Coral Keys;1971;Modal Jazz;3.52;92;2
4330;4331;Toshiaki Yokota & Primitive Community;Primitive Community;5 May 1971;Jazz Fusion;3.52;95;7
4331;4332;Henry Threadgill;Everybodys Mouth's a Book;2001;Avant-Garde Jazz;3.56;96;2
4332;4333;Paul Bley;Solo in Mondsee;25 June 2007;Jazz, Modern Classical;3.68;84;1
4333;4334;Jack DeJohnette;Hudson;9 June 2017;Jazz Fusion;3.37;112;1
4334;4335;The Manhattan Transfer;Extensions;31 October 1979;Vocal Jazz, Jazz Pop;3.30;136;3
4335;4336;Stan Getz;Quartets;1955;Cool Jazz, Bebop;3.50;105;3
4336;4337;John Zorn;The Mysteries;26 March 2013;Modern Classical, Chamber Jazz;3.29;126;2
4337;4338;Gary Bartz NTU Troop;Harlem Bush Music: Taifa;1971;Jazz-Funk, Spiritual Jazz;3.47;96;3
