;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
4338;4339;Mongo Santamaría;Mongo Introduces La Lupe;1963;Afro-Cuban Jazz, Mambo;3.63;87;1
4339;4340;Kenny Barron;Peruvian Blue;1974;Jazz, Jazz-Funk;3.66;80;
4340;4341;Jimmy Scott;Holding Back the Years;6 October 1998;Vocal Jazz;3.77;77;2
4341;4342;Jeanne Lee;After Hours;1994;Vocal Jazz;3.75;73;3
4342;4343;Total System Failure;Power in That Which Compels You;October 2008;Free Jazz;2.64;270;4
4343;4344;Dhafer Youssef;Electric Sufi;28 September 2001;Arabic Jazz;3.50;113;2
4344;4345;Rodrigo Amado;This Is Our Language;7 September 2015;Free Jazz;3.55;95;
4345;4346;Jimmy McGriff;Soul Sugar;November 1970;Soul Jazz, Jazz-Funk;3.57;95;2
4346;4347;Donald Byrd;Byrd's Eye View;1956;Hard Bop;3.68;84;1
4347;4348;Joe Zawinul;Di·A·Lects;1986;Jazz Fusion;3.33;129;2
4348;4349;Globe Unity;Compositions;September 1979;Experimental Big Band;3.62;86;
4349;4350;CAB;CAB 4;23 September 2003;Jazz-Rock, Jazz Fusion;3.66;99;5
4350;4351;Lee Morgan;Expoobident;August 1961;Hard Bop;3.53;99;3
4351;4352;Art Farmer;Big Blues;1979;Jazz;3.71;83;2
4352;4353;John Zorn;Insurrection;20 April 2018;Avant-Prog, Avant-Garde Jazz;3.29;114;1
4353;4354;The Randy Weston Sextet;Randy! (Băp!! Beep Boo-Bee Băp Beep-M-Boo Bee Băp!);1964;Afro-Jazz, Hard Bop;3.51;93;2
4354;4355;Nils Petter Molvær;Hamada;17 April 2009;Nu Jazz, Jazz Fusion;3.41;132;
4355;4356;Sukellusvene;Vesi- ja lintumusiikkia;May 1979;Jazz-Rock, Jazz Fusion;3.74;77;2
4356;4357;Larry Willis;Inner Crisis;1974;Jazz-Funk;3.52;93;3
4357;4358;Henry Threadgill;Song Out of My Trees;February 1994;Avant-Garde Jazz;3.50;92;1
4358;4359;Shankar;Song for Everyone;1985;Jazz Fusion, Indo Jazz;3.30;117;6
4359;4360;Ginger Baker;Horses & Trees;6 January 1986;Jazz Fusion, Jazz-Rock;3.39;108;1
4360;4361;Ahmed Abdul-Malik;The Eastern Moods of Ahmed Abdul-Malik;February 1964;Modal Jazz, Arabic Jazz;3.54;97;
4361;4362;Nina Simone;A Single Woman;3 August 1993;Vocal Jazz, Traditional Pop;3.16;147;2
4362;4363;Crimson Jazz Trio;King Crimson Songbook: Volume 2;2009;Jazz;3.44;113;2
4363;4364;Fred Astaire;The Astaire Story;1953;Vocal Jazz;3.58;93;3
4364;4365;Isaiah Collier & The Chosen Few;Cosmic Transitions;12 May 2021;Spiritual Jazz;3.57;85;1
4365;4366;Pérez Prado;Prez;1958;Mambo, Big Band;3.62;86;3
4366;4367;Steve Lacy;Saxophone Special;1975;Free Jazz;3.68;83;
4367;4368;Richard Davis;The Philosophy of the Spiritual;1971;Avant-Garde Jazz;3.67;76;1
4368;4369;Count Basie;Blues by Basie;May 1944;Swing, Piano Blues;3.34;113;3
4369;4370;Art Ensemble of Chicago;Go Home;1970;Avant-Garde Jazz;3.46;116;1
4370;4371;Mark Murphy;Rah;1961;Vocal Jazz;3.80;79;4
4371;4372;Rudresh Mahanthappa;Gamak;7 January 2013;Jazz Fusion;3.30;133;1
4372;4373;The Pointer Sisters;That's a Plenty;February 1974;Vocal Jazz, Soul;3.35;114;4
4373;4374;Freddie Hubbard;High Blues Pressure;May 1968;Soul Jazz, Jazz;3.63;89;1
4374;4375;Boogaloo Joe Jones;Right On Brother;August 1970;Soul Jazz;3.63;86;1
4375;4376;The Eleventh House;Aspects;May 1976;Jazz Fusion, Jazz-Rock;3.48;96;3
4376;4377; Ichiko Hashimoto [橋本一子];Vivant;1 September 1986;Art Pop, Vocal Jazz, Kayōkyoku;3.51;99;1
4377;4378;David Sancious and Tone;True Stories;1978;Jazz Fusion, Progressive Rock, Jazz-Rock;3.59;85;4
4378;4379;Baden Powell;Grandezza on Guitar;1972;Bossa nova, Jazz Fusion;3.82;70;2
4379;4380;The Lovecraft Sextet;Nights of Lust;25 March 2022;Dark Jazz;3.31;122;1
4380;4381;John Zorn;Rimbaud;28 August 2012;Modern Classical, Chamber Jazz;3.33;123;2
4381;4382;Keith Jarrett;Bop-Be;1977;Post-Bop, Avant-Garde Jazz;3.44;112;2
4382;4383;The Joe Harriott and John Mayer Double Quintet;Indo–Jazz Fusions;August 1967;Indo Jazz, Jazz Fusion;3.47;96;
4383;4384;Adrian Younge & Ali Shaheed Muhammad;Jazz Is Dead 016;27 January 2023;Jazz Fusion, Jazz-Funk;3.48;95;
4384;4385;John Abercrombie;Night;1984;Jazz Fusion, ECM Style Jazz;3.49;113;3
4385;4386;Chip Wickham;Shamal Wind;25 May 2018;Soul Jazz;3.61;81;
4386;4387;Eero Koivistoinen;For Children;1970;Jazz Fusion, Jazz, Post-Bop;3.68;78;1
4387;4388;insaneintherainmusic;Sinnohvation;11 December 2020;Video Game Music, Jazz;3.97;70;
4388;4389;The Blasting Company;A History of Public Relations Dilemmae;24 April 2010;Balkan Folk Music, Jazz, Balkan Brass Band;3.55;101;
4389;4390;Tim Berne's Snakeoil;Shadow Man;30 September 2013;Avant-Garde Jazz;3.52;95;1
4390;4391;Yusef Lateef;Before Dawn: The Music of Yusef Lateef;February 1958;Hard Bop;3.44;96;4
4391;4392;Bill Laurance;Where You Wish You Were;27 January 2023;Chamber Jazz, ECM Style Jazz;3.44;94;1
4392;4393;Joe Zawinul;The Rise & Fall of the Third Stream;22 January 1968;Third Stream;3.49;101;
4393;4394;Cecil Payne;Zodiac;1973;Post-Bop;3.63;85;1
4394;4395;Chet Baker;Chet Baker Quartet Vol. 2;1956;Cool Jazz, Standards;3.81;78;3
4395;4396;Les Baxter;African Jazz;1959;Exotica, Lounge, Big Band;3.52;91;
4396;4397;Volker Kriegel;Lift!;1973;Jazz Fusion, Jazz-Rock;3.62;77;1
4397;4398;Steve Reid;Spirit Walk;2005;Soul Jazz, Avant-Garde Jazz, Post-Bop;3.71;78;3
4398;4399;Michael Bublé;Call Me Irresponsible;1 May 2007;Standards, Vocal Jazz, Pop;2.85;270;11
4399;4400;Rodrigo Amado;A History of Nothing;1 June 2018;Free Jazz;3.25;124;1
4400;4401;Wes Montgomery;Down Here on the Ground;April 1968;Soul Jazz, Smooth Jazz;3.30;119;7
4401;4402;Rob Frye;Exoplanet;23 April 2021;Avant-Garde Jazz, Spiritual Jazz;3.33;113;
4402;4403;The Lovecraft Sextet;In Memoriam;24 September 2021;Dark Jazz;3.52;99;
4403;4404;Dr. Lonnie Smith;Evolution;29 January 2016;Soul Jazz, Jazz-Funk;3.36;112;2
4404;4405;Dorothy Ashby;Django / Misty;1984;Third Stream, Cool Jazz;3.42;114;
4405;4406;Masabumi Kikuchi;Susto;1981;Jazz Fusion;3.42;102;3
4406;4407;Volto!;Incitare;23 July 2013;Jazz Fusion, Progressive Rock, Jam Band;3.41;107;2
4407;4408;Hugh Masekela;I Am Not Afraid;1974;Jazz-Funk;3.61;87;1
4408;4409;Billy Bang;Vietnam: The Aftermath;2001;Post-Bop, Spiritual Jazz;3.71;80;1
4409;4410;Guillermo Gregorio;Approximately;1996;Avant-Garde Jazz, Third Stream;3.42;101;2
4410;4411;Toto Blanke;Electric Circus;1976;Jazz Fusion, Jazz-Funk;3.57;84;3
4411;4412;The Lloyd McNeill Quartet;Asha;1969;Jazz Fusion, Modal Jazz;3.60;88;2
4412;4413;London Odense Ensemble;Jaiyede Sessions Volume 1;24 June 2022;Jazz Fusion, Jazz-Rock;3.59;87;3
4413;4414;Herbie Hancock;Monster;March 1980;Disco, Jazz Pop, Jazz-Funk;2.73;245;8
4414;4415;Johnny Dyani, Mongezi Feza & Okay Temiz;Music for Xaba, Vol. I;1973;Free Jazz;3.56;94;
4415;4416;Woody Herman;Giant Steps;1973;Big Band;3.86;69;4
4416;4417;Diana Krall;Christmas Songs;1 November 2005;Christmas Music, Vocal Jazz;3.13;164;4
4417;4418;George Benson;Good King Bad;June 1976;Jazz-Funk, Jazz Pop;3.31;119;7
4418;4419;Terje Rypdal;Conspiracy;11 September 2020;ECM Style Jazz;3.42;105;1
4419;4420;Fats Waller;Waller on the Ivories;March 1942;Stride;3.49;97;3
4420;4421;The Ahmad Jamal Trio;Count 'Em 88;1956;Cool Jazz, Hard Bop;3.51;98;1
4421;4422;Shake Stew;Gris Gris;1 November 2019;Jazz Fusion, Spiritual Jazz;3.74;75;1
4422;4423;Larry Young;Larry Young's Fuel;1975;Jazz-Funk, Jazz Fusion;3.34;110;4
4423;4424;Adrian Younge;Jazz Is Dead 005;11 December 2020;Soul Jazz, Jazz Fusion;3.41;99;
4424;4425;Fergus McCreadie;Cairn;29 January 2021;Post-Bop;3.42;103;1
4425;4426;Quetzal Tirado Unit;Camaraderie;16 June 2023;Free Jazz, Spiritual Jazz;3.73;76;2
4426;4427;Werther;Werther;1970;Samba-jazz, Bossa nova;3.48;92;1
4427;4428;Paul Bley;Time Will Tell;1 January 1995;Free Jazz;3.51;110;
4428;4429;Jimmy Smith;A New Sound, a New Star: Jimmy Smith at the Organ, Vol. 2;May 1956;Soul Jazz;3.60;89;1
4429;4430;Jerry Garcia & David Grisman;So What;18 August 1998;Progressive Bluegrass, Jazz;3.54;96;1
4430;4431;Chick Corea;Piano Improvisations, Vol. 2;March 1972;ECM Style Jazz;3.22;127;3
4431;4432;John McLaughlin With Elvin Jones and Joey DeFrancesco;After the Rain;8 August 1995;Post-Bop, Jazz;3.47;118;1
4432;4433;Kiko Loureiro;Fullblast;25 March 2009;Jazz Fusion, Heavy Metal;3.46;114;9
4433;4434;Bill Frisell;Is That You?;25 May 1990;Jazz-Rock, Jazz, Avant-Garde Jazz;3.42;117;2
4434;4435;Lou Donaldson;Gravy Train;July 1962;Hard Bop, Soul Jazz;3.53;95;6
4435;4436;Mike Stern;Time in Place;1988;Jazz Fusion, Smooth Jazz;3.50;107;3
4436;4437;Lonnie Smith;Mama Wailer;1971;Soul Jazz;3.58;84;3
4437;4438;Art Farmer;Portrait of Art Farmer;1958;Hard Bop, Cool Jazz;3.66;85;1
4438;4439;Shubh Saran;inglish;29 October 2021;Jazz Fusion;3.54;84;
4439;4440;David S. Ware;Planetary Unknown;14 June 2011;Free Jazz;3.56;100;1
4440;4441;The Swingle Singers;Place Vendôme;1966;Vocal Jazz, Classical Crossover, Cool Jazz;3.58;89;3
4441;4442;Young Jazz Rebels;Slave Riot;1 March 2010;Avant-Garde Jazz, Jazz Fusion, Free Jazz;3.20;138;6
4442;4443;Funk Factory;Funk Factory;May 1975;Jazz-Funk;3.33;109;5
4443;4444;George Russell;Othello Ballet Suite / Electronic Organ Sonata No. 1;1968;Third Stream, Experimental Big Band, Avant-Garde Jazz;3.48;97;
4444;4445;Trigg & Gusset;The Way In;2 April 2020;Dark Jazz;3.48;96;
4445;4446;Julian Lage;Love Hurts;22 February 2019;Jazz;3.36;111;1
4446;4447;Badge Époque Ensemble;Self Help;20 November 2020;Psychedelic Rock, Jazz Fusion;3.32;107;2
4447;4448;John Zorn;The Concealed;27 November 2012;Avant-Garde Jazz;3.56;95;1
4448;4449;Chico Freeman;Kings of Mali;18 September 1977;Avant-Garde Jazz;3.69;79;1
4449;4450;Brandee Younger;Somewhere Different;13 August 2021;Jazz Fusion, Jazz-Funk;3.28;111;3
4450;4451;Johnny Almond Music Machine;Patent Pending;1969;Jazz-Funk, Jazz-Rock;3.65;77;4
4451;4452;Misha Alperin;Her First Dance;25 February 2008;ECM Style Jazz, Chamber Jazz;3.69;77;3
4452;4453;The Peter Malick Group;New York City;2003;Blues, Vocal Jazz;3.53;114;4
4453;4454;Michael Gibbs;Michael Gibbs;1970;Jazz, Big Band, Jazz-Rock;3.57;89;2
4454;4455;The Incredible Jimmy Smith;Got My Mojo Workin';1966;Soul Jazz, Jazz;3.57;98;1
4455;4456;Diana Krall;Glad Rag Doll;25 September 2012;Vocal Jazz;3.28;137;3
4456;4457;Keith Jarrett;Byablue;1977;Avant-Garde Jazz;3.34;120;2
4457;4458;Fuck Lungs;Honeysuckle;2 March 2018;Free Jazz;3.36;107;
4458;4459;The Yusef Lateef Quintet;The Sounds of Yusef;March 1958;Jazz, Spiritual Jazz;3.54;95;3
4459;4460;Ron Carter;Spanish Blue;February 1975;Jazz, Jazz Fusion;3.55;93;1
4460;4461;Elvin Jones;Elvin!;1962;Jazz;3.59;92;2
4461;4462;Tihomir Pop Asanović;Majko Zemljo;1974;Jazz-Funk;3.57;84;4
4462;4463;Jimmy Scott;Falling in Love Is Wonderful;1963;Vocal Jazz, Standards;3.58;99;4
4463;4464;Ronald Shannon Jackson;Barbeque Dog;1983;Jazz Fusion;3.61;85;1
4464;4465;Jean-Luc Ponty;Jazz Long Playing;1964;Post-Bop;3.66;82;1
4465;4466;Les McCann;Much Les;17 January 1969;Jazz, Soul Jazz;3.71;75;2
4466;4467;Buddy Terry;Awareness;1971;Spiritual Jazz;3.76;69;2
4467;4468;Paul Desmond;Summertime;April 1969;Bossa nova, Cool Jazz;3.37;111;4
4468;4469;Steve Kuhn;The October Suite;January 1967;Third Stream, Cool Jazz;3.44;96;2
4469;4470;John Zorn;Gnosis: The Inner Light;5 February 2021;Chamber Jazz;3.55;87;2
4470;4471;McCoy Tyner;13th House;1982;Experimental Big Band, Modal Jazz;3.44;96;1
4471;4472;Moacir Santos;Saudade;August 1974;Samba-jazz, Jazz;3.47;95;2
4472;4473;Ran Blake Quartet;Short Life of Barbara Monk;1986;Avant-Garde Jazz;3.48;101;
4473;4474;Manu Katché;Third Round;19 March 2010;Jazz;3.53;95;2
4474;4475;Sarah Vaughan;Vaughan and Violins;1958;Vocal Jazz;3.63;92;2
4475;4476;Eddie Harris;Exodus to Jazz;1961;Cool Jazz;3.72;78;2
4476;4477;Fourplay;Fourplay;17 September 1991;Smooth Jazz, Jazz Pop;3.33;131;3
4477;4478;Chryste Panie;Chryste Panie;12 May 2017;Avant-Garde Jazz;3.41;98;
4478;4479;Elvin Jones;Genesis;September 1971;Avant-Garde Jazz;3.46;100;2
4479;4480;Dr. John;Duke Elegant: Performing the Music of Duke Ellington;1 February 2000;New Orleans R&B, Soul Jazz;3.46;106;3
4480;4481;George Russell;The Outer View;1962;Modal Jazz, Post-Bop;3.47;94;3
4481;4482;Transit Express;Opus progressif;1976;Jazz Fusion;3.55;83;4
4482;4483;Anton Eger;Æ;8 February 2019;Jazz Fusion, Nu Jazz;3.53;85;1
4483;4484; Mahmoud Ahmed [ማሕሙድ ኣሕመድ];ጀጉል ነው ቤቲ (Jeguol naw betwa);1978;Tizita, Ethio-Jazz;3.55;90;2
4484;4485;Marvin Gaye;The Soulful Moods of Marvin Gaye;8 June 1961;Vocal Jazz, Traditional Pop;2.59;357;8
4485;4486;Frank Sinatra;All Alone;10 November 1962;Traditional Pop, Vocal Jazz;3.18;152;3
4486;4487;Isotope 217°;Who Stole the I Walkman?;8 August 2000;Post-Rock, Jazz Fusion;3.21;141;1
4487;4488;Enrico Rava;The Plot;March 1977;Post-Bop;3.42;102;
4488;4489;Paul Desmond;From the Hot Afternoon;1969;Cool Jazz;3.60;87;4
4489;4490;Mike Westbrook Orchestra;The Cortège;1982;Third Stream, Chamber Jazz;3.78;64;2
4490;4491;"Henri Texier ""Azur"" Quartet";"""An Indian's Week""";29 March 1993;Avant-Garde Jazz, Jazz;3.83;79;1
4491;4492;Cory Wong;Elevator Music for an Elevated Mood;10 January 2020;Jazz-Funk;3.01;160;4
4492;4493;;Great Jewish Music: Serge Gainsbourg;21 October 1997;Experimental Rock, Avant-Garde Jazz;3.36;109;10
4493;4494;Brian Jackson;This Is Brian Jackson;27 May 2022;Jazz-Funk;3.40;96;3
4494;4495;Kenny Garrett;Sounds From the Ancestors;27 August 2021;Post-Bop;3.49;89;2
4495;4496;Joshua Redman Elastic Band;Momentum;24 May 2005;Jazz-Funk, Jazz Fusion;3.48;114;2
4496;4497;Sam Rivers;The Quest;1976;Free Jazz;3.61;84;3
4497;4498;Peter Brötzmann & Hamid Drake;The Dried Rat-Dog;1995;Free Jazz, Free Improvisation;3.69;90;
4498;4499;Daniel Villarreal;Panamá 77;6 May 2022;Jazz-Funk, Jazz Fusion;3.35;109;1
4499;4500;Polar Bear;Polar Bear;28 July 2008;Jazz;3.61;92;1
4500;4501;Ella Fitzgerald;Fitzgerald and Pass... Again;1976;Vocal Jazz, Standards;3.78;76;
4501;4502;Dorothy Ashby;The Jazz Harpist;21 March 1957;Cool Jazz;3.40;117;1
4502;4503;John Tchicai Trio;Real Tchicai;1977;Free Jazz, Avant-Garde Jazz;3.45;98;3
4503;4504;Weather Report;Domino Theory;February 1984;Jazz Fusion;2.88;198;7
4504;4505;Wordclock;A Greater Bliss;14 September 2021;Dark Jazz, Ambient;3.44;94;1
4505;4506;Al Doum & The Faryds;Positive Force;1 November 2012;Space Rock, Neo-Psychedelia, Spiritual Jazz;3.54;86;4
4506;4507;Jacques Loussier;Play Bach N°2;1960;Third Stream;3.71;77;
4507;4508;Steve Coleman featuring The Council of Balance and Five Elements;Genesis & The Opening of the Way;10 March 1998;Avant-Garde Jazz, Modern Creative;3.75;76;1
4508;4509;Maria Schneider Orchestra;Sky Blue;24 July 2007;Progressive Big Band;3.77;73;4
4509;4510;Farmers Market;Surfin' USSR;19 February 2008;Balkan Folk Music, Jazz Fusion;3.33;120;3
4510;4511;The End;Why Do You Mourn;19 May 2023;Avant-Garde Jazz, Avant-Prog;3.36;109;1
4511;4512;Maceo Parker;Us;1974;Funk, Jazz-Funk;3.54;94;2
4512;4513;Swamp Children;So Hot;October 1982;Jazz-Funk, Jazz-Rock;3.48;96;
4513;4514;Ayers Rock;Beyond;22 March 1976;Jazz Fusion, Jazz-Rock, Progressive Rock;3.52;88;3
4514;4515;Heiner Goebbels & Alfred Harth;Der durchdrungene Mensch / Indianer für morgen;August 1981;Avant-Garde Jazz, Tape Music;3.53;92;
4515;4516;Vertú;Vertú;1999;Jazz Fusion, Jazz-Rock;3.59;92;2
4516;4517;7 for 4;Time;February 2004;Jazz Fusion, Progressive Metal;3.47;118;5
4517;4518;Harold Alexander;Sunshine Man;December 1971;Jazz-Funk;3.50;94;5
4518;4519;Steve Kuhn;Ecstasy;1975;Third Stream, ECM Style Jazz;3.68;78;1
4519;4520;;Freedom Power;12 April 1977;Library Music, Jazz-Funk;3.76;71;2
4520;4521;Carsten Meinert Kvartet;To You;1968;Avant-Garde Jazz;3.83;73;2
4521;4522;Spyro Gyra;Spyro Gyra;1977;Jazz Fusion;3.28;125;2
4522;4523;Tito Puente;Tambó;1960;Afro-Cuban Jazz, Exotica;3.59;86;3
4523;4524;Killing Time;Irene;26 August 1988;Avant-Prog, Chamber Jazz;3.38;107;2
4524;4525;Youn Sun Nah;Lento;22 March 2013;Vocal Jazz;3.41;120;2
4525;4526;Tommy Flanagan;Giant Steps (In Memory of John Coltrane);1982;Jazz;3.87;63;2
4526;4527;John Carter & Bobby Bradford;Flight for Four;1969;Post-Bop, Avant-Garde Jazz;3.91;64;3
4527;4528;Hiroshima;Hiroshima;1979;Jazz Fusion;3.36;104;4
4528;4529;Pat Martino;Joyous Lake;1976;Jazz Fusion;3.57;88;5
4529;4530;Profesjonalizm;Chopin Chopin Chopin;1 September 2011;Avant-Garde Jazz;3.37;120;1
4530;4531;Rymden;Reflections & Odysseys;8 February 2019;Jazz;3.40;96;2
4531;4532;Satoko Fujii;Kitsune-Bi;16 February 1999;Free Jazz;3.55;102;2
4532;4533;Cal Tjader;Several Shades of Jade;1963;Jazz, Cool Jazz;3.59;88;
4533;4534;Ketil Bjørnstad;Remembrance;April 2010;ECM Style Jazz;3.60;94;3
4534;4535;Kip Hanrahan;Desire Develops an Edge;1983;Afro-Cuban Jazz;3.32;120;1
4535;4536;Sunik Kim;Zero Chime;1 November 2019;Noise, Free Jazz;3.47;92;
4536;4537;Phil Woods;Rights of Swing;1961;Jazz, Cool Jazz;3.55;85;4
4537;4538;Wendell Harrison;A Message From the Tribe;1973;Soul Jazz, Spiritual Jazz;3.51;90;1
4538;4539;William Parker;Raining on the Moon;May 2002;Avant-Garde Jazz, Vocal Jazz;3.55;94;
4539;4540;Kurt Rosenwinkel;Heartcore;12 August 2003;Nu Jazz, Jazz;3.61;101;2
4540;4541;Aretha Franklin with Her Quartet;Yeah!!!: In Person With Her Quartet;17 May 1965;Vocal Jazz, Standards, Southern Soul;3.15;136;1
4541;4542;Al Jarreau;Glow;2 August 1976;Jazz Pop, Vocal Jazz;3.20;138;3
4542;4543;Melody Gardot;Sunset in the Blue;23 October 2020;Vocal Jazz;3.41;101;1
4543;4544;Dollar Brand;The Children of Africa;1976;Cape Jazz;3.45;101;1
4544;4545;Jane Siberry;Maria;22 August 1995;Art Pop, Jazz Pop, Vocal Jazz;3.46;110;6
4545;4546;Weldon Irvine;Spirit Man;1975;Jazz-Funk;3.50;99;3
4546;4547;Fusion;Fusion;1981;Jazz Fusion;3.50;95;2
4547;4548;John Scofield;Loud Jazz;1988;Jazz Fusion, Jazz-Funk;3.52;104;1
4548;4549;Mike Stern;Play;14 September 1999;Jazz Fusion;3.62;101;1
4549;4550;Jonas Hellborg;Good People in Times of Evil;10 November 2000;Jazz Fusion;3.66;95;3
4550;4551;Jean-Luc Ponty;Jean-Luc Ponty - Stéphane Grappelli;1974;Jazz Fusion, Jazz-Rock;3.77;73;3
4551;4552;Diana Krall;From This Moment On;19 September 2006;Vocal Jazz, Standards;3.31;147;3
4552;4553;Pop Workshop;Song of the Pterodactyl;1974;Jazz Fusion, Jam Band;3.64;75;4
4553;4554;Scope;Scope;1974;Jazz Fusion, Jazz-Rock;3.37;102;5
4554;4555;Tomasz Stańko;Fish Face;1973;Avant-Garde Jazz, Free Jazz;3.55;92;1
4555;4556;Dave Pike Set;Infra-Red;1970;Jazz Fusion, Jazz-Rock;3.67;79;2
4556;4557;Bill Dixon;Vade Mecum II;31 December 1996;Avant-Garde Jazz;3.71;78;1
4557;4558;John Taylor;Pause, and Think Again;1971;Jazz;3.82;62;3
4558;4559;Chick Corea Elektric Band;Beneath the Mask;22 August 1991;Jazz Fusion;3.21;146;5
4559;4560;Full Blast;Black Hole;27 January 2009;European Free Jazz;3.45;100;2
4560;4561;Casiopea;Jive Jive;30 November 1983;Smooth Jazz;3.39;103;
4561;4562;Vital Tech Tones;Vital Tech Tones;9 June 1998;Jazz Fusion, Jazz-Rock;3.41;114;4
4562;4563;Romano, Sclavis, Texier & Le Querrec;Suite africaine;1999;Chamber Jazz;3.70;88;1
4563;4564;Maria Schneider Orchestra;Data Lords;24 July 2020;Progressive Big Band;3.70;75;2
4564;4565;Ahmad Jamal;Ahmad Jamal '73;1973;Jazz-Funk;3.41;112;2
4565;4566;Gato Barbieri;Confluence;1968;Avant-Garde Jazz;3.46;97;3
4566;4567;Stanley Turrentine;Salt Song;October 1971;Soul Jazz;3.49;93;4
4567;4568;Ralph Towner;Blue Sun;1983;New Age, ECM Style Jazz;3.55;91;2
4568;4569;Zbigniew Seifert;Passion;1979;Jazz Fusion, Modal Jazz;3.64;77;
4569;4570;Felt;Train Above the City;July 1988;Lounge, Jazz;2.55;299;11
4570;4571;Henry Mancini;Combo!;1961;Lounge, Light Music, Jazz;3.53;88;3
4571;4572;Ebi Soda;Honk If You're Sad;29 April 2022;Jazz Fusion;3.49;87;1
4572;4573;Incognito;Beneath the Surface;1996;Acid Jazz, Smooth Jazz;3.57;92;3
4573;4574;Harold Vick;Steppin' Out!;March 1964;Hard Bop, Soul Jazz;3.65;76;4
4574;4575;Freddie Roach;Good Move!;May 1964;Soul Jazz;3.68;78;1
4575;4576;Dhafer Youssef;Sounds of Mirrors;5 October 2018;Arabic Jazz;3.72;76;
4576;4577;Fred Jackson;Hootin' 'n Tootin';July 1962;Soul Jazz;3.74;75;3
4577;4578;Duke Ellington;Ellington '55;1955;Big Band, Swing;3.79;75;2
4578;4579;Michael Garrick;The Heart Is a Lotus;1970;Vocal Jazz, Chamber Jazz;3.84;64;4
4579;4580;Terje Rypdal;Eos;1984;ECM Style Jazz;3.22;120;2
4580;4581;John Scofield;Works for Me;30 January 2001;Post-Bop;3.64;96;3
4581;4582;Tumi Mogorosi;Group Theory: Black Music;8 July 2022;Spiritual Jazz;3.44;92;2
4582;4583;Sonny Criss;This Is Criss!;1966;Jazz;3.65;88;2
4583;4584;Benny Goodman;Benny Goodman Sextet;June 1944;Swing;3.77;71;3
4584;4585;Jean-Luc Ponty;Open Mind;October 1984;Jazz Fusion;3.30;120;2
4585;4586;Astrud Gilberto;Astrud Gilberto Now;1972;MPB, Samba-jazz;3.46;99;3
4586;4587;Niacin;Organik;25 March 2005;Jazz Fusion, Jazz-Rock, Jam Band;3.50;103;4
4587;4588;Roscoe Mitchell;Old / Quartet;1975;Free Jazz;3.61;91;1
4588;4589;Billy Harper Quintet;Love on the Sudan;1977;Post-Bop, Spiritual Jazz;3.90;63;2
4589;4590;McCoy Tyner;McCoy Tyner Plays Ellington;August 1965;Modal Jazz;3.36;110;3
4590;4591;Charlie Haden / Liberation Music Orchestra;Not in Our Name;30 August 2005;Experimental Big Band;3.48;99;1
4591;4592;Lars Danielsson;Pasodoble;27 April 2007;Chamber Jazz, ECM Style Jazz;3.52;107;3
4592;4593;The Greg Foat Group;The Dancers at the Edge of Time;15 June 2015;Jazz, Jazz Fusion;3.58;78;1
4593;4594; Kazumi Watanabe [渡辺香津美];To chi ka;1980;Jazz Fusion;3.61;88;2
4594;4595;Ted Daniel;Tapestry;1974;Jazz Fusion, Avant-Garde Jazz;3.68;71;2
4595;4596;Dans Dans;I/II;20 April 2013;Jazz-Rock, Dark Jazz;3.52;96;
4596;4597;Michel Portal;Alors!!!;27 January 1970;Free Jazz;3.59;82;1
4597;4598;Gil Evans;There Comes a Time;1976;Avant-Garde Jazz, Jazz Fusion, Progressive Big Band;3.65;79;3
4598;4599;Booker Little;Booker Little 4 and Max Roach;1959;Hard Bop;3.70;76;2
4599;4600;Julie London;Sophisticated Lady;February 1962;Vocal Jazz, Traditional Pop;3.69;70;1
4600;4601;Bill Frisell;Lookout for Hope;1988;Avant-Garde Jazz, Jazz Fusion;3.25;131;
4601;4602;John Patton;Understanding;May 1969;Soul Jazz;3.78;70;4
4602;4603;Harold Land;A New Shade of Blue;1971;Post-Bop;3.85;65;3
4603;4604;O'Donel Levy;Simba;1974;Jazz-Funk, Soul Jazz;3.57;80;4
4604;4605;David S. Ware Quartet;Dao;13 February 1996;Free Jazz;3.81;75;1
4605;4606;Rubén Blades;Mundo;17 September 2002;Latin Jazz, Singer-Songwriter;3.77;80;2
4606;4607;The John Cameron Quartet;Off Centre;June 1969;Hard Bop, Post-Bop;3.81;69;2
4607;4608;Annette Peacock;I Have No Feelings;1986;Avant-Garde Jazz, Vocal Jazz;3.28;110;3
4608;4609;Dictaphone;Goats & Distortions 5;30 April 2021;Dark Jazz, Nu Jazz;3.34;112;
4609;4610;Billie Holiday;Stay With Me;July 1959;Vocal Jazz, Standards;3.55;87;
4610;4611;Peter Brötzmann;Songlines: Music Is a Memory Bank for Finding One's Way About the World;4 November 1994;Free Jazz;3.61;96;1
4611;4612;Manu Katché;Playground;28 September 2007;Jazz, Post-Bop, ECM Style Jazz;3.58;91;2
4612;4613;Terumasa Hino;藤 (Fuji);1972;Spiritual Jazz, Jazz Fusion;3.66;76;2
4613;4614;Brian Blade Fellowship;Brian Blade Fellowship;19 May 1998;Jazz, Post-Bop;3.64;83;1
4614;4615;John Zorn;Rituals;22 February 2005;Modern Classical, Monodrama, Avant-Garde Jazz;3.20;147;4
