;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
1096;1097;John Zorn;Kristallnacht;1993;Avant-Garde Jazz;3.56;728;10
1097;1098;King Tears Bat Trip;King Tears Bat Trip;24 March 2012;Avant-Garde Jazz, Free Jazz;3.56;534;9
1098;1099;Tony Bennett;The Tony Bennett / Bill Evans Album;September 1975;Vocal Jazz, Standards;3.57;344;7
1099;1100;Zao;Shekina;1975;Zeuhl, Jazz-Rock, Jazz Fusion;3.58;309;9
1100;1101;Casiopea;Cross Point;21 October 1981;Jazz Fusion, Smooth Jazz;3.58;333;2
1101;1102;The Incredible Jimmy Smith;Organ Grinder Swing;September 1965;Soul Jazz;3.74;243;2
1102;1103;John Zorn;The Gift;27 March 2001;Jazz, Easy Listening, Exotica;3.56;590;9
1103;1104;Et Cetera;Et Cetera;1971;Krautrock, Psychedelic Rock, Jazz Fusion;3.56;347;12
1104;1105;Ornette Coleman;Skies of America;May 1972;Third Stream, Avant-Garde Jazz, Modern Classical;3.55;1,172;20
1105;1106;Makaya McCraven;In These Times;23 September 2022;Jazz Fusion;3.56;1,272;11
1106;1107;Sun Ra and His Intergalactic Infinity Arkestra;"""The Night of the Purple Moon""";1972;Avant-Garde Jazz, Soul Jazz;3.57;608;15
1107;1108;Frank Sinatra;Come Dance With Me!;5 January 1959;Vocal Jazz, Standards;3.56;562;14
1108;1109;Frank Sinatra;Ring-A-Ding Ding!;7 May 1961;Vocal Jazz, Standards, Swing;3.62;310;7
1109;1110;The Incredible Jimmy Smith;Home Cookin';April 1961;Hard Bop, Soul Jazz;3.65;281;6
1110;1111;Stan Getz;Stan Getz Plays;1956;Cool Jazz;3.72;251;3
1111;1112;Fuubutsushi;Natsukashii (懐かしい);6 August 2021;Chamber Jazz, ECM Style Jazz;3.58;303;3
1112;1113;Charles Mingus;Newport Rebels;1961;Post-Bop;3.58;295;2
1113;1114;The Square;Adventures;April 1984;Jazz Fusion, Smooth Jazz;3.65;260;1
1114;1115;Trigg & Gusset;Adagio for the Blue;9 November 2015;Dark Jazz, Cool Jazz;3.57;379;1
1115;1116; Shibusashirazu [渋さ知らズ];Shibuki;10 January 2007;Experimental Big Band, Jazz Fusion;3.67;253;2
1116;1117;Alaíde Costa;O que meus calos dizem sobre mim;19 May 2022;Vocal Jazz, Samba-canção;3.57;289;4
1117;1118;Alice Coltrane;A Monastic Trio;December 1968;Spiritual Jazz, Avant-Garde Jazz;3.56;1,070;11
1118;1119;Pat Metheny;Secret Story;1992;Jazz Fusion;3.55;779;33
1119;1120;Sun Ra and His Arkestra;Super-Sonic Jazz;March 1957;Post-Bop;3.55;1,056;19
1120;1121;Osibisa;Osibisa;June 1971;Afro-Rock, Jazz Fusion;3.56;864;30
1121;1122;The Modern Jazz Quartet;Fontessa;April 1956;Cool Jazz;3.56;675;13
1122;1123;Keith Jarrett;Facing You;1 March 1972;ECM Style Jazz;3.56;618;15
1123;1124;Squirrel Nut Zippers;Perennial Favorites;1998;Swing Revival;3.57;385;3
1124;1125;Erik Truffaz;Bending New Corners;November 1999;Nu Jazz, Jazz;3.57;310;3
1125;1126;The Modern Jazz Quartet & Guests;Third Stream Music;September 1960;Third Stream;3.64;252;3
1126;1127;Santana;Welcome;9 November 1973;Jazz-Rock, Jazz Fusion;3.55;1,101;34
1127;1128;Maurice McIntyre;Humility in the Light of Creator;1969;Spiritual Jazz, Modern Creative;3.56;496;5
1128;1129;Terje Rypdal;Terje Rypdal / Miroslav Vitous / Jack DeJohnette;1979;Jazz Fusion, ECM Style Jazz;3.57;403;7
1129;1130;Anthony Braxton;Six Monk's Compositions (1987);1988;Bebop, Hard Bop;3.68;266;4
1130;1131;Shabaka and The Ancestors;We Are Sent Here by History;13 March 2020;Afro-Jazz, Spiritual Jazz;3.54;2,959;25
1131;1132;Keith Jarrett;Treasure Island;1974;Post-Bop;3.57;309;5
1132;1133;Cassandra Wilson;Blue Light 'Til Dawn;2 November 1993;Vocal Jazz;3.57;320;6
1133;1134;Herbie Mann;Stone Flute;15 January 1970;Jazz Fusion;3.60;263;11
1134;1135;George Russell;The Jazz Workshop;1957;Post-Bop, Jazz, Hard Bop;3.61;271;3
1135;1136;Charlie Mingus;Pre-Bird;September 1961;Third Stream, Post-Bop;3.56;613;11
1136;1137;Charles Mingus;Mingus Moves;8 April 1974;Avant-Garde Jazz, Post-Bop;3.56;459;9
1137;1138;Stanley Clarke;Journey to Love;1975;Jazz Fusion;3.56;449;13
1138;1139;The Lafayette Afro Rock Band;Malik;1974;Jazz-Funk;3.57;315;5
1139;1140;BADBADNOTGOOD;IV;8 July 2016;Nu Jazz, Jazz Fusion;3.52;5,309;32
1140;1141;Kamasi Washington;Heaven and Earth;22 June 2018;Spiritual Jazz;3.53;3,402;28
1141;1142;Stan Kenton;City of Glass;1952;Progressive Big Band, Experimental Big Band;3.54;801;11
1142;1143;Tigran Hamasyan;Shadow Theater;26 August 2013;Jazz Fusion, Armenian Folk Music;3.55;391;4
1143;1144;LeftyFish;Hello Kittie's Spank;23 March 2018;Mathcore, Avant-Garde Jazz;3.56;316;3
1144;1145;Gary Bartz NTU Troop;Harlem Bush Music: Uhuru;1971;Soul Jazz, Jazz-Funk, Spiritual Jazz;3.56;275;6
1145;1146;Omar Rodriguez Lopez Quintet;The Apocalypse Inside of an Orange;20 November 2007;Jazz Fusion, Psychedelic Rock, Progressive Rock;3.55;473;9
1146;1147;Medeski, Martin & Wood;Uninvisible;9 April 2002;Jazz Fusion;3.57;437;15
1147;1148;Sun Ra and His Myth Science Arkestra;We Travel the Spaceways;1967;Post-Bop;3.56;525;7
1148;1149;Moondog;Moondog;1956;Third Stream, Avant-Folk;3.53;1,956;29
1149;1150;Ornette Coleman;Ornette on Tenor;December 1962;Avant-Garde Jazz, Free Jazz;3.56;617;11
1150;1151;Spring Heel Jack;Disappeared;22 August 2000;Electronic, Avant-Garde Jazz, IDM;3.55;591;11
1151;1152;Esperanza Spalding;Esperanza;20 May 2008;Vocal Jazz;3.55;666;10
1152;1153;Cassandra Wilson;New Moon Daughter;5 March 1996;Vocal Jazz;3.55;352;4
1153;1154;Gene Krupa & Buddy Rich;Krupa and Rich;1955;Bebop, Cool Jazz;3.57;295;10
1154;1155;Shadowfax;Watercourse Way;March 1976;Progressive Rock, Jazz Fusion, Jazz-Rock;3.60;255;14
1155;1156;Bill Evans;Quintessence;June 1977;Cool Jazz;3.66;263;3
1156;1157;George Benson;Breezin';19 March 1976;Smooth Jazz, Jazz-Funk, Soul Jazz;3.54;1,120;28
1157;1158;Santana;Borboletta;October 1974;Jazz Fusion, Latin Rock, Jazz-Rock;3.54;1,093;30
1158;1159;Wayne Shorter;Super Nova;March 1970;Avant-Garde Jazz, Jazz Fusion, Free Jazz;3.55;458;11
1159;1160;Donald Byrd;Stepping Into Tomorrow;March 1975;Jazz Fusion, Jazz-Funk;3.56;414;9
1160;1161;Grant Green;Talkin' About!;October 1965;Soul Jazz;3.66;280;8
1161;1162;Gong;Gazeuse!;1976;Jazz Fusion, Jazz-Rock, Canterbury Scene;3.54;935;33
1162;1163;Idris Ackamoor;Shaman!;7 August 2020;Spiritual Jazz, Afro-Jazz;3.55;622;7
1163;1164;Wynton Marsalis;Black Codes (From the Underground);9 June 1985;Post-Bop;3.54;543;15
1164;1165;Vijay Iyer Sextet;Far From Over;25 August 2017;Post-Bop;3.55;441;5
1165;1166;Eartha Kitt;That Bad Eartha;1954;Traditional Pop, Vocal Jazz;3.63;262;8
1166;1167;Dorothy Ashby With Frank Wess;Hip Harp;May 1958;Hard Bop, Cool Jazz;3.55;582;4
1167;1168;Ornette Coleman;The Art of the Improvisers;November 1970;Free Jazz, Avant-Garde Jazz;3.56;424;5
1168;1169;Mal Waldron;Reminicent Suite;1972;Post-Bop;3.74;212;1
1169;1170;Luedji Luna;Bom mesmo é estar debaixo d'água;14 October 2020;MPB, Vocal Jazz;3.54;863;9
1170;1171;Thelonious Monk;The Unique;August 1956;Hard Bop;3.56;362;5
1171;1172;Lenny White;Venusian Summer;November 1975;Jazz Fusion, Jazz-Funk;3.56;291;10
1172;1173;Lafayette Afro Rock Band;Soul Makossa;1973;Jazz-Funk, Funk, Makossa;3.55;359;5
1173;1174;The Carla Bley Band;Musique mécanique;February 1979;Experimental Big Band;3.63;264;5
1174;1175;Ben Webster;The Consummate Artistry of Ben Webster;1954;Cool Jazz, Bebop;3.65;261;3
1175;1176;John Coltrane;Soultrane;October 1958;Hard Bop;3.53;2,542;28
1176;1177;Dizzy Gillespie;Duets;March 1958;Bebop;3.72;242;3
1177;1178;John Coltrane;Cosmic Music;July 1968;Free Jazz, Spiritual Jazz;3.54;847;9
1178;1179;Pat Metheny;80 / 81;1980;ECM Style Jazz;3.56;369;4
1179;1180;The Incredible Jimmy Smith;Back at the Chicken Shack;February 1963;Soul Jazz;3.53;1,193;26
1180;1181;Oregon;Music of Another Present Era;January 1973;Jazz Fusion, Chamber Jazz;3.55;377;7
1181;1182;The Stark Reality;...Discovers Hoagy Carmichael's Music Shop;1970;Jazz-Rock, Jazz Fusion, Television Music;3.59;264;7
1182;1183;PainKiller;Guts of a Virgin;October 1991;Grindcore, Free Jazz;3.52;1,852;19
1183;1184;The Necks;Three;3 February 2020;Avant-Garde Jazz;3.54;1,320;11
1184;1185;Matana Roberts;Coin Coin Chapter Two: Mississippi Moonchile;1 October 2013;Spiritual Jazz, Avant-Garde Jazz;3.53;1,351;16
1185;1186;Fire!;In the Mouth - A Hand;11 May 2012;Free Jazz, Jazz-Rock, Noise Rock;3.54;389;1
1186;1187;The Modern Jazz Quartet;Pyramid;March 1960;Cool Jazz;3.56;361;4
1187;1188;Mary Halvorson;Amaryllis;13 May 2022;Avant-Garde Jazz, Chamber Jazz;3.54;738;7
1188;1189;Le Cri du Caire;Le Cri du Caire;27 January 2023;Chamber Jazz, Arabic Jazz;3.54;555;1
1189;1190;James Blood;Tales of Captain Black;1979;Avant-Garde Jazz;3.54;403;12
1190;1191;James Mason;Rhythm of Life;1977;Jazz Fusion, Jazz-Funk;3.57;282;6
1191;1192;Charlie Mingus;Tonight at Noon;June 1964;Post-Bop;3.55;435;8
1192;1193;James Blood Ulmer;Odyssey;9 December 1983;Jazz Fusion, Jazz-Rock, Avant-Garde Jazz;3.55;340;4
1193;1194;The Kilimanjaro Darkjazz Ensemble;Here Be Dragons;15 October 2009;Dark Jazz, Nu Jazz, Dark Ambient;3.52;2,087;17
1194;1195;Alice Coltrane;Eternity;1976;Avant-Garde Jazz, Spiritual Jazz;3.54;814;11
1195;1196;Air;Air Lore;1979;Avant-Garde Jazz;3.55;324;6
1196;1197;Hugh Masekela;Home Is Where the Music Is;1972;Jazz Fusion;3.54;575;10
1197;1198;Nik Bärtsch's Ronin;Awase;4 May 2018;ECM Style Jazz, Post-Minimalism;3.56;271;5
1198;1199;Stan Getz;Big Band Bossa Nova;October 1962;Cool Jazz, Big Band;3.58;289;5
1199;1200;Jan Johansson;Jazz på ryska;1967;Jazz, Chamber Jazz;3.62;285;4
1200;1201;Anouar Brahem;Thimar;18 May 1998;Arabic Jazz, Chamber Jazz;3.54;408;9
1201;1202;The Comet Is Coming;Hyper-Dimensional Expansion Beam;23 September 2022;Nu Jazz, Jazz Fusion;3.52;2,611;25
1202;1203;Lonnie Holley;MITH;21 September 2018;Singer-Songwriter, Soul, Psychedelic Soul;3.53;628;4
1203;1204;Psicomagia;Psicomagia;23 September 2013;Progressive Rock, Jazz Fusion, Space Rock;3.54;285;8
1204;1205;Anouar Brahem;Conte de l'incroyable amour;12 May 1992;Arabic Jazz;3.59;287;2
1205;1206;Jon Hassell;Last Night the Moon Came Dropping Its Clothes in the Street;10 February 2009;Ambient, Dark Jazz;3.54;618;12
1206;1207;Sun Ra;A Fireside Chat With Lucifer;1983;Avant-Garde Jazz;3.54;481;2
1207;1208;Portico Quartet;Monument;12 November 2021;Nu Jazz, ECM Style Jazz;3.54;562;4
1208;1209;Jaco Pastorius;Word of Mouth;December 1981;Jazz Fusion;3.53;605;18
1209;1210;Bill Evans;The Bill Evans Album;August 1971;Post-Bop;3.70;257;6
1210;1211;Nubya Garcia;Source;21 August 2020;Spiritual Jazz, Afro-Jazz;3.53;1,259;17
1211;1212;Egberto Gismonti;Dança das cabeças;1977;ECM Style Jazz, Samba-jazz;3.54;402;5
1212;1213;Neuma;Weather;26 November 2006;Avant-Garde Metal, Jazz Fusion, Djent;3.53;379;5
1213;1214;Laboratorium;Modern Pentathlon;1976;Jazz Fusion;3.55;290;9
1214;1215;Bill Evans;From Left to Right;February 1971;Cool Jazz;3.56;300;4
1215;1216;William Parker;Migration of Silence Into and Out of the Tone World: Volumes 1-10;29 January 2021;Avant-Garde Jazz, Vocal Jazz, Third Stream;3.57;292;6
1216;1217;Irreversible Entanglements;Open the Gates;12 November 2021;Jazz Poetry, Avant-Garde Jazz;3.53;681;5
1217;1218;Milt Jackson;Wizard of the Vibes;1952;Bebop;3.54;413;10
1218;1219;Zao;Z=7L;1973;Zeuhl, Jazz Fusion;3.54;400;14
1219;1220;Allan Holdsworth;Secrets;1989;Jazz Fusion;3.54;415;9
1220;1221;George Duke;The Aura Will Prevail;1975;Jazz Fusion, Jazz-Funk, Soul Jazz;3.54;368;4
1221;1222;Johnny Griffin;The Congregation;March 1958;Hard Bop;3.71;244;5
1222;1223;Chick Corea & Gary Burton;Crystal Silence;April 1973;Chamber Jazz;3.53;638;12
1223;1224;Bobby Hutcherson;Happenings;January 1967;Hard Bop, Post-Bop;3.55;378;8
1224;1225;Joe McPhee Po Music;Oleo;1983;Avant-Garde Jazz;3.71;247;4
1225;1226;George Russell and his Orchestra;New York N.Y.;August 1959;Big Band, Post-Bop;3.55;291;3
1226;1227;Serge Chaloff;Blue Serge;1956;Cool Jazz, Hard Bop;3.64;265;4
1227;1228;Mary Halvorson's Code Girl;Artlessly Falling;30 October 2020;Avant-Garde Jazz, Vocal Jazz;3.54;478;4
1228;1229;Kool and the Gang;Kool and the Gang;January 1970;Funk, Jazz-Funk;3.54;370;8
1229;1230;Tigran Hamasyan;The Call Within;28 August 2020;Jazz Fusion, Avant-Prog;3.53;730;6
1230;1231;Rob Mazurek;Dimensional Stardust;20 November 2020;Avant-Garde Jazz, Experimental Big Band;3.53;406;4
1231;1232;Triosk;1+3+1;10 November 2003;Nu Jazz, Avant-Garde Jazz;3.54;439;2
1232;1233;Hiromi;Another Mind;22 April 2003;Jazz Fusion, Post-Bop, Jazz;3.53;386;6
1233;1234;Zao;Osiris;1974;Zeuhl, Jazz Fusion;3.55;319;9
1234;1235;Placebo;Ball of Eyes;1971;Jazz-Rock, Jazz Fusion;3.59;268;5
1235;1236;Centipede;Septober Energy;15 October 1971;Jazz-Rock, Experimental Big Band, Avant-Garde Jazz;3.51;560;12
1236;1237;Ella Fitzgerald;Ella Sings Gershwin;February 1951;Vocal Jazz, Standards;3.53;417;10
1237;1238;London Brew;London Brew;31 March 2023;Jazz Fusion, Avant-Garde Jazz;3.52;737;10
1238;1239;Sivuca;Sivuca;1973;Samba-jazz, MPB;3.54;385;1
1239;1240;Steve Lehman Octet;Mise en Abîme;25 June 2014;Avant-Garde Jazz;3.61;261;3
1240;1241;Stan Getz;Getz Meets Mulligan in Hi-Fi;1958;Cool Jazz, Bebop;3.67;253;3
1241;1242;Jaga Jazzist;A Livingroom Hush;3 May 2001;Nu Jazz, Jazz Fusion;3.52;1,124;18
1242;1243;Niechęć;Unsubscribe;1 April 2022;Jazz Fusion, Jazz-Rock;3.53;755;5
1243;1244;Bill Evans;New Jazz Conceptions;February 1957;Post-Bop;3.53;548;8
1244;1245;George Benson;White Rabbit;April 1972;Jazz Fusion;3.54;320;10
1245;1246;Steve Reid;Rhythmatism;March 1976;Soul Jazz, Spiritual Jazz;3.72;245;4
1246;1247;Nomo;Ghost Rock;17 June 2008;Jazz-Funk;3.52;516;15
1247;1248;Ambrose Akinmusire;The Imagined Savior Is Far Easier to Paint;10 March 2014;Post-Bop;3.54;346;7
1248;1249;Chet Baker Quartet;No Problem;1980;Cool Jazz;3.53;433;3
1249;1250;Mtume;Rebirth Cycle;1977;Spiritual Jazz;3.65;240;3
1250;1251;Erroll Garner;Erroll Garner;2 November 1953;Stride, Cool Jazz;3.70;237;3
1251;1252;Ella Fitzgerald;Ella Fitzgerald Sings the Harold Arlen Song Book;1961;Vocal Jazz, Standards;3.78;233;3
1252;1253;Joni Mitchell;Both Sides Now;21 March 2000;Vocal Jazz, Standards;3.51;1,054;25
1253;1254;Sons of Kemet;Burn;9 September 2013;Afro-Jazz, Avant-Garde Jazz;3.53;475;5
1254;1255;Max Roach;Birth and Rebirth;1978;Free Jazz;3.65;263;2
1255;1256;ZAÄAR;Magická Džungl’a;5 November 2021;Ritual Ambient, Drone, Avant-Garde Jazz;3.54;288;1
1256;1257;Steve Lacy;The Straight Horn of Steve Lacy;1961;Post-Bop, Avant-Garde Jazz;3.72;235;4
1257;1258;Steve Lehman;Sélébéyone;August 2016;Jazz Rap, Avant-Garde Jazz, Experimental Hip Hop;3.53;398;5
1258;1259;Pierre Moerlen's Gong;Downwind;February 1979;Jazz-Rock, Jazz Fusion;3.53;411;18
1259;1260;Larry Young;Into Somethin';March 1965;Soul Jazz, Post-Bop;3.53;319;6
1260;1261;The Awakening;Hear, Sense and Feel;1972;Spiritual Jazz, Soul Jazz;3.68;237;2
1261;1262;Billie Holiday;Billie Holiday Sings;1952;Vocal Jazz, Standards;3.69;243;4
1262;1263;The Necks;Body;14 August 2018;Post-Rock, Avant-Garde Jazz;3.52;724;4
1263;1264;Art Blakey;Orgy in Rhythm, Volume 1;May 1957;Afro-Jazz;3.54;327;5
1264;1265;Jackie McLean;Bluesnik;February 1962;Hard Bop;3.62;265;7
