;title;artists;countries;year;labels
0;The Black Saint and the Sinner Lady;['Charlie Mariano', 'Jerome Richardson', 'Dannie Richmond', 'Don Butterfield', 'Rolf Ericson', 'Richard Williams', 'Quentin Jackson', 'Dick Hafer', 'Bob Thiele', 'Charles Mingus', 'Bob Simpson', 'Jaki Byard', 'Jay Berliner'];;;
