did,name,gender
1702706,Patrick Conan,male
162614,Arnold McCuller,male
326455,小林正弘,male
326464,Armando Marçal,male
326465,Pedro Aznar,male
129858,Bill Bruford,male
424772,Federico Britos,male
293710,Jukkis Uotila,male
1899357,PRAED,unknown
260958,Stu Goldberg,male
11074418,Vega Trails,unknown
293747,Amanda Parsons,female
523126,Shem Guibbory,male
588664,زياد الرحباني,male
31615,Ella Fitzgerald,female
31617,Chet Baker,male
1145733,村岡実,male
1932166,Andrew Smiley,male
1964938,Malcolm Baxter,male
4782987,"DeWayne ""Blackbyrd"" McKnight",male
1768332,Jalalu-Kalvert Nelson,male
293781,Jaakko Tolvi,male
293784,Tony Carr,male
457631,Kyp Malone,male
1702819,The Art Farmer Quintet,unknown
752561,Yackov Ben Israel,male
2882488,熊谷徳明,male
293826,Jost Gebers,male
3636177,José “Chepito” Áreas,male
687058,Medoune Diallo,male
326619,Peter Oxer,male
719836,Denys Baptiste,male
1833947,Bill Smith,male
359399,Matthew Shipp Trio,unknown
359401,Dick Griffin,male
1932265,Bob Greene,male
195567,Maurice White,male
195568,Charles Stepney,male
2554872,Horace Parlan Quintet,unknown
64506,Greg Cohen,male
424956,Lars Nilsson,male
293884,Suzie Katayama,female
293886,Smokey Hormel,male
228350,Jody Harris,male
326657,Louis Armstrong & His All-Stars,unknown
293896,John Barnes,male
31759,Tullio De Piscopo,male
3406865,Dávid Kollár,male
588822,Aaron Alexander,male
326682,Peter Morake,male
326683,Gilbert Matthews,male
490524,Alexander Neiman,male
523292,T. T. Oksala,male
2128924,John Poole,male
326689,Dennis Mpale,male
425005,Nicole Mitchell,female
5438510,Juliette Jones,female
97329,Jørgen Træen,male
97332,Andreas Mjøs,male
883765,Sidonie Goossens,female
326718,Scott Amendola,male
261184,Tony Roberts,male
326722,Devin Hoff,male
490568,Jerome Reisler,male
261196,Art Taylor,male
195660,Xavier Cugat and His Orchestra,unknown
293966,Air,unknown
752722,向谷実,male
752723,野呂一生,male
195667,Annie Whitehead,female
4619349,Kojey Radical,male
31843,Mick Harvey,male
326762,Dirk Shumaker,male
326765,Kurt Sodergren,male
1735790,Mette Rasmussen,female
326767,Karl Hunter,male
949361,Kees Hazevoet,male
326766,Joshua Levy,male
326764,Glen Marhevka,male
1506426,The Mizell Brothers,unknown
527366,Ben Ellman,male
1211521,Bruce Malament,male
457864,Lionel Belmondo,male
457865,Stéphane Belmondo,male
64652,Harvey Mason,male
4881548,Patricia Brennan,female
392333,Julian Leaper,male
6814864,Spencer Zahn,male
261265,George Brown,male
4881549,Ensemble Kolossus,unknown
1768600,Robert Zubrycki,male
949410,Alfredo Linares,male
261286,Al Cohn,male
3046567,稲垣次郎とソウル・メディア,unknown
949416,Freddy Colorado,male
261288,Nick Travis,male
359596,Thierry Amar,male
392364,Walfredo de los Reyes,male
261295,Tony Williams,male
64694,Dizzy Gillespie,male
10190014,The Piano Quintet,unknown
621772,Eric Gunnison,male
785613,Shlomi Alon,male
621774,Rudy Royston,male
359631,Peter Hughes,male
392407,Walter Norris,male
359643,Isotope,unknown
261340,Pee Wee Russell,male
949474,Ellis Larkins,male
195811,Paul Plimley,male
195812,Cecil Taylor,male
195813,Marilyn Crispell,female
1211628,Kenny Graham,male
621805,Peter Donald,male
359662,Hugh Ragin,male
261358,Jay Beckenstein,male
97532,Steve Lacy,male
97538,Art Ensemble of Chicago,unknown
97539,The Blue Series Continuum,unknown
1277189,Natsuki Tamura,male
97545,John Coltrane,male
720148,Scott Henderson,male
261400,Pepper Adams,male
64796,Bernard Wright,male
32034,Murcof,male
294186,Margaret Ross,female
425263,Michał Urbaniak’s Group,unknown
949553,Ernest Bostic,male
949555,Joe McPhee Quartet,unknown
5209400,Phoelix,male
785722,Christian Scott,male
490815,Joe Ford,male
326975,Derrick Hodge,male
1867073,Niklas Barnö,male
458047,Steve Noble,male
6454598,Nikolaj Svaneborg,male
720201,Frode Thingnæs,male
326985,Andy Tillison,male
1178948,Teresa García Caturla,female
7503181,Didié Nietzsche,male
458064,Pierre van der Linden,male
458065,Thijs van Leer,male
589146,Robert Becker,male
1047906,Marcin Wasilewski Trio,unknown
327018,Ernie Henry,male
327021,John Collins,male
327033,Cecil Payne,male
327034,Benny Bailey,male
195974,Dean Bowman,male
490911,Bobby Militello,male
458148,Ralph Sharon,male
359845,Gary Bias,male
163236,Anne Vortisch,female
3767726,Roger L. Cramer,male
359857,The Three Sounds,unknown
196030,Amina Claudine Myers,female
2063808,Jean Préfontaine,male
1605062,The Graham Collier Septet,unknown
818636,Jan Erik van Regteren Altena,male
556498,鈴木重雄,male
359891,Vince Benedetti,male
32212,Jon Hassell,male
2883029,Sly & The Family Drone,unknown
556502,平内保夫,male
556507,羽鳥浩次,male
556513,砂原俊三,male
3177975,Maria Im,female
294393,John Hicks,male
2522615,Chris Turner,male
1506817,Joey Sellers,male
359945,Nic Fissette,male
294410,Stu Martin,male
491022,Lynda Houghton,female
32272,Eivind Aarset,male
359952,Alex Scorier,male
359953,Rudolph Johnson,male
359955,Calvin Keys,male
32277,Audun Kleive,male
32280,Jan Bang,male
130588,Rolf Kühn,male
130589,Attila Zoller,male
130593,Dusko Goykovich,male
720420,Arhythmic Perfection,unknown
720422,Tomasz Gwinciński,male
720423,Sławomir Janicki,unknown
97835,Gloria Jones,female
228917,Kenny Clarke,male
1736248,Michael Rabinowitz,male
392760,Pérez Prado and His Orchestra,unknown
589379,Donald Dean,male
1277509,Renato Geremia,male
360016,Alan Kaplan,male
3341909,Mara Rosenbloom,female
458328,Steve Galloway,male
130657,Kevin Armstrong,male
1965671,Korhan Futacı,male
1212009,Roberto García,male
294515,Famoudou Don Moye,male
65145,Max Eastley,male
97916,Ronnie Laws,male
97917,Nancy Wilson,female
327295,Olaf Vas,male
97921,Raul de Souza,male
425611,Nate Wooley,male
523923,Luca Mai,male
1736340,Mary Lou Hudson,female
1736341,Chuck King,male
6618774,Elder Ones,unknown
1736344,Clyde Harrison,male
1736338,Tanya Harrison,female
1736339,Willie Austin,male
261785,John Mealing,male
130715,Okkyung Lee,female
458391,Waldemar Parzyński,male
425636,Melissa Meell,female
425644,Caryl Paisner,female
294575,Dave Holdsworth,male
7700142,Jazz Sabbath,unknown
294577,Alan Jackson,male
294578,Chris Pyne,male
294583,Malcolm Griffiths,male
753336,Charlie Parker,male
917178,Dan Briggs,male
491194,Alan Ferber,male
425661,Paul Dunmall,male
196286,植村昌弘,male
491206,Gigi Masin,male
753353,Sylvan Shulman,male
4751065,Alfa Mist,male
327385,Luis Perdomo,male
327392,Miguel Zenón,male
1572595,Colin Rae,male
1441534,Pierre Chrétien,male
622335,Friedemann Josch,male
196362,Thomas Öberg,male
5275403,Julia Strzalek,female
589581,Ben Monder,male
589582,Jakob Bro,male
130830,Felt,unknown
360222,Richie Kamuca,male
753438,Asmira Woodward-Page,female
3112740,Sunny Jain,male
4292388,NAO,female
65320,Master Musicians of Jajouka,unknown
261930,Chris Spedding,male
229176,Larry Williams,male
294716,Peter Kent,male
556862,Terreon Gully,male
1605440,Charlie Shoemake,male
294721,Carlos Vega,male
360266,Greg “Gigi” Gonaway,male
491345,Geoff Sharp,male
261970,Bosco Mann,male
491346,Harry Kleintank,male
491348,Larry Pyatt,male
425814,Steve Kujala,male
261974,Wendell Marshall,male
2719576,Meaghan Burke,female
327518,Michael Blake,male
294752,Quentin Warren,male
327521,Ron Horton,male
327520,Frank Kimbrough,male
327535,Charles Owens,male
327536,Ricky Wellman,male
327539,Thurman Green,male
327540,David Allen Duke,male
327546,Richard Todd,male
229243,Kenny Davis,male
327556,David Bromberg,male
524167,Reut Regev,female
851877,Piotr Figiel,male
3735504,Todd Clouser,male
327639,Eric Dolphy,male
491479,Jarek Śmietana,male
491481,Extra Ball,unknown
491480,Vladislav Sendecki,male
196576,Konrad „Conny“ Bauer,male
131049,Paddy Kingsland,male
327658,George Davidson,male
720876,Allen Vizzutti,male
327661,Bud Spangler,male
327660,Harold McKinney,male
262127,Bobby Timmons,male
262128,Art Blakey & The Jazz Messengers,unknown
327664,Ron English,male
65522,E.U.,unknown
720885,Tommy Johnson,male
1048557,Latif Ahmed Khan,male
3309563,Håkon Aase,male
327676,Lee Oskar,male
352711,jim riley,male
253067,shafi hadi,unknown
295398,cedric lawson,male
262579,khalil balakrishna,male
295400,wally chambers,male
2277857,the herbie hancock group,female
403313,bobby hamilton,male
370818,disco kid,unknown
308080,eddie thomas,male
315690,david creamer,male
863647,olli cunningham,male
8091034,alan villanueva,male
1593017,alfredo pino,male
8980165,alma deyci osorio,female
13288071,ana paulina reyes,female
13288074,claudia paola aizcorbe,female
7339963,ekaterine martínez bourguet,female
12191881,emiliano dorantes,male
13288077,emma coyo l. hernández,female
5681914,erika ramírez,female
13288080,galia thalía delgadillo,female
13288083,ingrid yamilé fernández,female
13288086,lucia gutiérrez,female
7726772,mónica del águila,female
7574906,ramiro gonzález,male
13288089,silvana gámez,female
13288092,stefany elizabeth ochoa,unknown
12493006,valentina marentes,female
252384,lyn dobson,female
252385,rab spall,male
320107,jabali,unknown
320109,mganga,unknown
320105,mwandishi,unknown
320112,mwile,unknown
320111,pepo,male
269589,thelonious monk septet,unknown
829196,the sonny criss orchestra,female
829195,everett brown jr.,male
1645565,everett hollins,male
300859,al gibbons,male
983761,bob donovan,male
983760,gene hull,male
582803,lloyd michels,male
1838295,paul mcdonough,male
983759,stephen furtado,male
261339,the thelonious monk quartet,female
1090816,david payant,male
1079043,david ryshpan,male
2228274,ellwood epps,male
2228271,gitanjali jain,female
2228273,hrair hratchian,male
865298,joshua zubot,male
1914583,alberto mizrahi,male
7386460,alfredo mariconda,male
2298017,alicia varady,female
279957,americo bellotto,male
5785506,carlos pompeyo,male
4176242,domingo mariconda,male
7386462,donna carbol,female
392289,"enrique ""zurdo"" roizner",male
133204,fernando gelbard,male
7386457,"francisco ""paco"" freigido",male
7386458,helen jackson,female
1966194,horacio cusato,male
7386461,jorge pataro,male
3540838,julio darré,male
7386456,maria eugenia dabre,female
7386464,mario orliac,male
7386459,roberto aguirre,male
1779274,s. d'amico,unknown
892586,santiago giacobbe,male
1920272,tomás lepere,male
355201,nadi qamar,unknown
1003336,renaud simmons,male
263427,david holland quartet,male
1838299,b & b wojirsch,unknown
57947,gil scott-heron & brian jackson,male
372151,barnett williams,unknown
374167,bilal sunni-ali,male
419795,joe blocker,male
374166,reggie brisbane,male
374170,tony duncanson,male
3812350,nuccio intrisano,male
365295,paco de algeciras,male
1193325,paco de antequera,male
365296,paul grassl,male
1869863,gisela schäuble,female
258751,majid shabazz,male
258748,nat bettis,male
538350,tony wylie,male
345284,joan kalisch,female
345285,julius brand,male
258749,anthony wiles,male
258750,james jordan,male
1860141,billy harper quintet,male
542448,everett 'blood' hollins,male
1057612,alan dean,male
400264,bill stanley,male
349560,brooks tillotson,male
909857,charlie small,male
1057610,danny repole,male
681428,donald maccourt,male
1749238,ernest bright,male
1057595,eugene becker,male
1057602,george silfies,male
1057604,harold bennett,male
562205,irving horowitz,male
1057600,joyce kelly,female
1057601,phil giardina,male
307620,raoul poliakin,male
967480,richard berg,male
1057598,ryohei nakagawa,male
1057611,teddy weiss,male
264564,wally kane,male
441973,morten gass,male
584774,thorsten benning,male
400932,ramsey ameen,male
4628429,adam stover,male
4305431,andrea whitt,female
3724504,artyom manukyan,male
441339,cameron graves,male
779410,charles jones,male
670347,dawn norfleet,female
4628432,gina manziello,female
438618,ginger murphy,female
4537437,jen simone,female
3979029,molly rogers,female
2292311,natasha agrama,female
538968,neel hammond,female
4081329,patrice quinn,male
747685,paul cartwright,male
6243703,robert miller,male
1010811,shaunte palmer,unknown
4628424,sol washington,female
4628427,steven wayne,male
441338,taylor graves,male
3616203,the next step,female
944348,tony austin,male
142205,tracy carter,female
4386624,tylana renga,unknown
338671,barbara grant,female
1982483,laveda johnson,unknown
343221,eberhard weber colours,male
1828509,dieter bonhorst,male
1069320,andy fitzgerald,male
1202917,bob maxwell,male
317502,bob tricarico,male
341139,donald corrado,male
4970590,chaim lewack,male
5088309,dulcilando pereira,unknown
5088310,elias ferreira,male
1914028,geraldo medeiros,male
1818527,geraldo vaspar,male
2670532,giorgio bariola,male
4541933,joão gerônimo menezes,male
564062,jorge ferreira da silva,male
5019056,josé cláudio das neves,male
1237939,julio barbosa,male
701130,nicolino cópia,male
446469,doug allen,male
320589,candy love,female
320587,della horne,female
320584,sandra stevens,female
320583,scott beach,male
320586,victoria domagalski,female
340864,charles stephens,male
1927703,fred kelly,male
546911,joe ferguson,male
340880,roland alexander,male
538296,sinclair acey,male
664975,alain labib,male
1027319,jean-claude d'agostini,male
664973,jo pucheu,unknown
664972,mireille dalbray,female
388778,bradie speller,unknown
1873368,bruce baker,male
1555049,hekaptah,unknown
1075992,jerome saunders,male
1555048,kwame kimathi asante,unknown
857500,margo ackamoor,female
1702476,thomas williams,male
830324,alfred lustgarten,male
336824,allan harshman,male
362935,edgar lustgarten,male
830321,kathleen lustgarten,female
577012,marvin limonick,male
398631,nathan ross,male
1950186,"the composing room, inc.",female
332619,greg poree,male
282530,william henderson,male
326409,bill morimando,male
3318097,jane blackstone,female
326415,john buckingham,male
326412,nancy newton,female
326408,peggy imig,female
326414,roger dawson,male
3318102,rosalind hupp,female
326410,souren baronian,male
518162,timothy marquand,male
2895540,tod papageorge,male
3318099,viva,female
593607,julius hemphill,male
899232,crystal-joy albert,unknown
304451,carlos eugenio,male
314300,louis moholo octet,male
5360760,kaidi akinnibi,female
3556668,leon brichard,male
1633022,liran donin,male
704238,ollie savill,unknown
5894396,ralph wyld,male
3874269,the gondwana orchestra,female
1832176,keiko kitamura,female
422200,luke flowers,male
408663,bob adams,male
6020754,charisma productions,unknown
741126,aldo sampieri,male
282233,dorian l. parreott ii,male
282236,edwin rodriguez,male
926435,henry threadgill very very circus,male
282234,johnny rudas,male
271158,larry bright,male
282238,miguel urvina,male
269210,abdoul hakim,male
298060,abdul shahid,male
298063,art gore,male
298064,charles magee,male
298059,diedre johnson,unknown
153492,howard king,male
298066,james flores,male
297013,jumma santos,unknown
298058,poppy la boy,female
298062,stacey edwards,female
298057,umar abdul muizz,male
607303,henry threadgill sextett,male
712403,arthur aaron,male
361065,avron coleman,unknown
712404,henry aaron,male
334310,irving spice,male
712408,janet hill,female
340869,ronald lipscomb,male
388567,sy miroff,male
712406,thomas nickerson,male
712409,william stone,male
367762,alzo wright,unknown
252030,cheryl banks,female
866541,harry richards,male
252026,judith holton,female
839235,lamont mcclamb,male
367854,larry northington,male
888559,russell branch,male
252028,ruth wright,female
279828,stanley morgan,male
264867,bernard mckinney,male
454055,masada chamber ensembles,unknown
692736,songai sandra smith,unknown
3995296,duke ellington and his award winners,male
628205,robin rodenberg,male
257872,paulo ferreira,male
5753291,manuel 'puntillita' licea,male
1025047,cecil taylor segments ii (orchestra of two continents),male
1037044,ohana,unknown
1811123,peter e seu naipe de cordas,male
897724,the buddy bregman orchestra,female
263450,curt pulliam,male
263460,harry wilson,male
263448,hutch jones,unknown
367745,kenny williams,male
263457,reg mcdonald,male
263452,rhoda blount,female
263451,skeeter mcfarland,unknown
263449,sylvester baton,male
1746531,taylor richardson,male
263462,tony bethel,male
238359,art webb,male
545515,charles ellerbee,male
376530,otomo yoshihide's new jazz orchestra,unknown
293056,tsugami kenta,unknown
257305,jan garbarek - bobo stenson quartet,male
323251,the don ellis orchestra,female
490509,alan weight,male
737499,bob harmon,male
383094,chino valdes,male
737488,david sanchez,male
737497,edward warren,male
368805,glenn stuart,male
1175472,ira schulman,female
407201,joe roccisano,male
737495,john magruder,male
273915,mark stevens,male
553919,ray neapolitan,male
737489,ron myers,male
558222,ron starr,male
737498,ruben leon,male
574072,terry woodson,male
252917,james carter,male
211628,john rowin,male
211636,kay haith,male
422516,pat peterson,unknown
722981,sedatrius brown,unknown
1047027,tomasz stańko quintet,male
262418,garvin masseaux,male
2915933,lincoln olivetti & robson jorge,male
645178,mamão,unknown
1888001,oberdan magalhães,male
533961,paulinho braga,unknown
1007777,picolé,unknown
708657,reginaldo,male
2134180,renato britto,male
1096648,ronaldo barcellos,male
822249,serginho do trombone,unknown
748100,zé carlos,unknown
1321074,hermann szobel,male
1321072,bob goldman,male
1321073,vadim vyadro,male
516648,david murray octet,male
880712,leslie waldron,female
1332860,barry morrow,male
589848,dana mccurdy,female
1332854,"frank ""machito"" grillo",male
492455,gerald chamberlain,male
255110,jack jeffers,male
1032371,josé “pin” madera,male
414421,josé madera,male
665642,julio collazo,male
1332853,leslie yahonikan,female
535218,manny duran,female
477597,mario p. grillo,male
1332852,pepin pepin,unknown
1332856,ramon gonzalez jr.,male
1378511,raul gonzalez,male
1305711,raymond hernandez,male
321886,the keith tippett group,female
12125239,commercial process (offset) ltd.,unknown
321891,gary boyle,male
327293,tony uter,male
666349,charles crosby,male
666348,roland kirk spirit choir,male
1870168,jean-max michel,unknown
973405,avishai cohen trio,male
4441206,dennis kardon,male
1690201,alun morgan,male
668153,tom sheehan,male
1143184,gavin barras,male
960705,cacau,unknown
6334450,pernambuco,unknown
3765445,"rosemarie ""zabelê"" pidner",female
1571696,prince lasha quintet,male
666581,frank cuomo,male
284744,dizzy gillespie and his orchestra,unknown
1519476,alejandro hernandez,male
753326,rafael miranda,male
2087876,ray concepcion,male
261976,ubaldo nieto,male
574364,harry smyles,male
574366,marie hence,female
574365,william warnick iii,male
272750,winston collymore,male
1736980,carla poole,female
253011,count basie orchestra,unknown
322165,ron bridgewater,male
304731,sam barsh,male
7092313,the frank wright quintet,female
315684,khalid yasin,male
317876,the thelonious monk quintet,female
2939160,henry duncan,male
752421,marvin pattillo,male
319482,julio finn,male
844124,darcy da cruz,female
1655151,dulce bressane,female
636576,paulo guimarães,male
339681,bob knapp,male
253239,carol shive,female
253240,gayle moran,female
253243,philip hirschi,male
339680,russell tubbs,male
536785,barrosinho,unknown
536776,claudio stevenson,male
1019832,geraldo bongô,male
536782,lucio da silva,male
333213,luna,female
701136,wilson canegal,male
1075993,marcel lytle,male
4694161,masai,unknown
728717,bruce mackay,male
368803,doug bixby,male
728721,earle corry,male
491347,gil rathel,male
728716,jack caudill,male
1690552,joel quivey,male
312318,lee pastora,male
1536110,pat kudzia,unknown
656800,renita koven,female
368802,ron dunn,male
388214,sidney muldrow,male
410429,vince denham,male
4423485,bengt eriksson,male
404618,ken robertson,male
535384,prime time,unknown
327655,buddy budson,male
473420,greg hopkins,male
708879,john hoffman,male
1306911,john laws,male
395965,keith o'quinn,male
707625,geoff leach,male
707630,julian taylor,male
926190,steve taylor,male
1208773,abdu johnson,male
272654,danny turner,male
2331544,mitch fine,male
1058025,vance anderson,male
552011,alvin dinkin,male
1510917,jacques gasselin,male
252999,kenny shroyer,male
435325,paul robyn,male
720883,thelma beach,female
1477218,the andrzej trzaskowski sextet,female
482454,brynjulf blix,unknown
482455,torbjørn sunde,male
7569984,ian havsky,male
439158,nadia moss,female
7430041,ryan white,male
609461,daniel yale,male
609459,edmund weingart,male
822056,frank foster,male
780226,linda wood,female
609460,mark volkert,male
609455,myra bucky,female
548740,paul renzi,male
897271,peter schäfer,male
852805,raymond duste,male
609454,sally kell,female
5399695,ali riaz baqar,male
2256887,ed cawthorne,male
5399694,kashif ali dhani,male
3207431,marek pędziwiatr,male
5399696,qammar vicky abbas,unknown
5399693,zohaib hassan khan,unknown
1728275,the oliver nelson sextet,female
301002,lisa herman,female
301001,april lang,female
301005,dana johnson,female
301003,michael levine,male
301004,vito rendace,male
413712,ed brady,male
413716,glen turner,male
2420297,hui wang,unknown
413715,kenny powell,male
413714,kenny sheffield,male
11645684,sonia santos,female
413713,vernon james,male
670505,billy campbell,male
441917,simon hilliard,male
678783,"john harris, jr.",male
7045728,granny,unknown
7551075,king shabaka,male
294579,george smith,male
349076,jane taylor,female
307622,tosha samaroff,female
2245942,michael shera,male
1865944,lisa wells,female
1628269,bob braye,male
255082,raulzinho,unknown
2054004,alfredo do nascimento,male
1541411,"luiz carlos ""chuim"" de siqueira",unknown
488733,mohamed al-jabry,male
7847770,richard heath,male
341076,jay daversa,male
323468,josea taylor,unknown
323467,tate houston,male
319604,alexander von schlippenbach trio,male
285179,earl turbinton,male
2499038,buta buta zwane,unknown
2499041,lekgabe maleka,unknown
2499042,maswaswe mothopeng,unknown
2519402,sello mothopeng,unknown
2499043,thabang masemola,unknown
954759,erotic cakes,unknown
861001,pete riley,male
582554,christopher gaddy,male
5146283,mandla mlangeni,unknown
5146288,mthunzi mvubu,unknown
5269179,siyabonga mthembu,unknown
221659,herschel dwellingham,male
635065,juan romero,male
648531,harry wilkinson,male
5860055,nic. tenbroek,unknown
7630526,pierre arese,male
1899701,the rosebud agency,female
214822,paul parker,male
286832,dontae winslow,male
345705,"g. craig ""butter"" glanville",unknown
143102,carlos gomez,male
312142,jack del rio,male
312143,josé paula,male
339502,stu katz,male
629216,the wizard,female
317981,david amaro,male
256760,bunny gould,unknown
527198,charles tunnell,male
322523,dick hart,male
1234737,francisco gabarro,male
544126,kelly isaacs,female
322511,nigel carter,male
256584,joseph orange,male
304504,edmund coxon,male
805388,george trebar,male
368361,nathan gershman,male
816700,christian reim,male
560387,ditlef eckhoff,male
905748,frøydis ree hauge,female
905747,hans knudsen,male
560384,jarl johansen,male
866156,kåre furuholmen,male
816666,tom karlsen,male
612292,tore nilsen,male
341536,jack graham,male
406517,william a. howell,male
2035783,ahmed yetman,male
1101996,mike hamway,male
1101998,naim karacand,male
2726485,alison bjorkedal,female
2021887,jan karlin,male
482738,jeff von der schmidt,male
2726483,jim foschia,male
1824367,larry kaplan,male
481968,lorenz gamma,male
322908,peter jacobson,male
2943743,tom peters,male
5261800,amane suganami,unknown
2095575,barbara bartz,female
6493436,jake long,male
6800031,johanna burnheart,female
6800029,madi aafke luimstra,male
6800030,maria zofia osuchowska,female
5261804,shirley tetteh,female
6264093,tim doyle,male
5467639,tom oldfield,male
6006335,yahael camara-onono,unknown
1714052,doug ramsey,male
2995690,chris illingworth,male
1948169,rob turner,male
374341,eiji,male
5937688,wenig-lamonica associates,unknown
3733967,yamaha music foundation,unknown
361030,ekkehard fintl,male
1264503,tom halvorsen,male
8031291,bob king,male
1041487,kenneth jenkins,male
309767,kenneth nash,male
2083242,stanley nash,male
2772180,the abc messenger delivery man,female
941338,tony sidney,male
1432986,antonín matzner,male
352389,vlado čech,male
307863,the sy oliver choir,female
881096,nick tagg,male
1954481,sandro kancheli,male
832526,chiea,unknown
252031,odun,unknown
488731,johnny dyani quartet,male
943229,anthony r. walmsley,male
1259711,franco del prete,male
274392,beverly lauridsen,female
653752,carol buck,female
1423728,anouar brahem trio,male
2413660,ferro piludu,unknown
3464319,yussef dayes,unknown
9104602,keith winter,male
770584,anita livstrand,female
411421,jörgen adolfsson,male
635829,mattias helldén,male
734747,sigge krantz,male
493879,tommy adolfsson,male
5748630,maurice montoya music agency,male
0,miharayasuhiro,unknown
598104,abdellah ahkaraz,male
598114,abdellatif abdellaoui,male
598100,fatima labied,female
598113,fatna ifis,unknown
598116,hafida ghania,female
598108,hassan machoure,male
598107,j'mia ghania,unknown
598112,khadija ghania,female
5521574,maâlem mokhtar gania,unknown
598096,malika ghania,female
598102,mina ahkaraz,female
598095,mohamed abdellaoui,male
598109,mohamed boujmia,male
598097,mohamed outanine,male
598115,saida battach,female
598098,zaida ghania,female
784549,claude deron,male
7583474,debrah correll,female
1493350,kanya kazama,female
362926,myra kestenbaum,female
298002,rollice dale,unknown
1634294,george jeffers,male
284115,joel kaye,male
284117,marilyn jackson,female
284113,norman pride,male
1846501,a.d. design,unknown
425957,leah ananda,female
922063,bruce moore,male
247496,henry grimes trio,male
343982,tom price,male
12639239,linda manzer,female
2317449,elvin jones/jimmy garrison sextet,male
458000,diane wilson,female
553474,irene datcher,female
721092,zenobia conkerite,female
93015,damian korner,male
867286,doug bogie,male
339160,cootie chesterfield,unknown
5511938,lam,male
2834645,krzysztof dys,male
265435,last exit,unknown
322410,clive thacker,male
1047200,robert whitley,male
708332,roger sanders,male
600898,bruce johnstone,male
340872,albertine robinson,female
340868,henry hull,male
340861,james ware,male
340878,michael ridley,male
340862,nene defense,unknown
340882,ollie anderson,unknown
340879,waheeda massey,unknown
497429,carole mukogawa,female
368808,john rosenberg,male
348887,john thomas,male
373293,ron moss,male
401732,stuart blumberg,male
2491633,danny johnson,male
321942,jane robertson,female
1652903,derek jewell,male
322462,ken shaw,male
280957,roger sellers,male
6923171,"israel suárez ""piraña""",male
301139,chapman roberts,unknown
301137,joshie armstrong,unknown
301140,wilmer wise,male
301143,yolande bavan,female
347509,norman fearrington,male
908065,lonesome dragon,unknown
264566,daniel ben zebulon,male
223375,roger glenn,male
722807,bob warner,male
4994850,craig hansen,male
362930,janice gower,female
326266,karen jones,female
362929,marilyn baker,female
1063964,ron strauss,male
379084,thomas buffum,male
487643,nan newton,female
652415,ernie hood,male
894124,louie bellson orchestra,male
252986,bill tole,male
252989,jack arnold,male
252994,jim mulidore,male
253001,john audino,male
815340,marvin israel,male
268721,james branch,male
3421259,choux suzuki,unknown
1742979,masakazu goto,male
1125686,susumu ohno,male
5761151,yoshinobu maruyama,male
1096638,andre cunha,male
7933553,clovis pereira filho,male
1096640,david chew,male
4959403,elias hanzer,male
7440346,emilia valova,female
7577315,lisiane de los santos,unknown
249832,nic jodoin,male
7440351,nikolay sapoundjiev,male
7518631,samuel passos,male
1487852,ubirata rodrigues,unknown
7440347,victor botene,male
7440349,wagner rodrigues,male
10093081,william isaac,male
216253,colin green,male
502439,richard williams,male
260259,andi pupato,male
273923,bill hood,male
1385826,paulinho magalhães,unknown
430690,warren klein,male
1168298,mal waldron trio,unknown
336816,lou klass,male
362936,ronald folsom,male
362927,william henderson,male
371250,jan garbarek quartet,male
631648,bill murphy,male
370164,peter wetherbee,male
2257507,studio t,unknown
1415325,tracy mcknight,female
355582,sam herman,male
466373,albert nicholson,male
8073058,michael cameron,male
569097,davinder vikhyah singh,male
337598,jan garbarek group,male
3268584,akenya seymour,unknown
7328241,craig hanson,male
10949462,daniel villarreal,male
13410963,kuma dog,unknown
333873,nick broste,male
2710111,rob frye,male
1467671,brötzmann / van hove / bennink,unknown
256280,art tripp,male
6473987,jonathan meyer,male
1063169,abdoulaye n'gom,unknown
608539,billy ingram,male
1063168,john evens,male
694240,phillip westmoreland,male
1063180,rayman eldrige,unknown
327263,zak diouf,male
5726208,rolf e. schade,male
3400443,jan wahlqvist,male
432211,tomas hallonsten,male
441610,the cecil taylor quartet,female
1397820,corrina silvester,unknown
5913294,fartun tahir,unknown
5638536,naadia sheriff,unknown
4650133,thomas moffett,male
4257274,tommy paxton-beesley,male
1566346,miles davis + 19,male
974617,katt hernandez,unknown
1010349,jacek szabrański,male
1490457,karolina rec,female
1461821,maciej szczepański,male
5008261,maciej zwierzchowski,male
3954730,michał kaczorek,male
597519,piotr łukaszewski,male
3954729,rafał błaszczak,male
5008262,tomasz wielechowski,male
1027391,augusta lee collins,female
1075977,kimathi asante,unknown
1075976,mark anthony williams,male
4863102,jakub kurek,male
3448890,marcin rak,male
5324494,olaf węgier,male
3328634,paweł stachowiak,male
2771097,spisek jednego,unknown
887623,obdewl'l x,unknown
949360,haazz & company,unknown
1542049,henk j. elzinga,male
736721,peter bennink,male
3001314,peter evans quintet,male
2193357,carlos homs,male
1101997,jack ghanaim,male
1155792,naim karakand,male
215073,ben dixon,male
2280809,cecil brooks,male
2280810,dave davis,male
2280808,dave hotep,male
1492131,james stewart,male
7126662,tara middleton,female
2280807,"wayne anthony smith, jr.",male
327265,baba duru,male
8317554,amalie stalheim,female
4083009,daniel gahrton,male
4396589,elsa bergman,female
7250369,juan romero,male
831178,maria bertel,female
1130155,tobias wiklund,male
525221,billy greene,male
660759,jimmy stewart,male
