did,mid,name,year,gender,country
223956,637388,Roger Anfinsen,,1,Chicago
256727,400951,Marilyn Mazur,1955,2,Denmark
256730,445818,Rainer Brüninghaus,1949,1,Germany
125660,373283,Kevin Killen,1959,1,United Kingdom
518876,847484,Steve Cardenas,1974,1,United States
3861214,1168648,Matthias Lindermayr,1987,1,Germany
3861215,1258840,Monika Roscher,1984,2,Germany
289505,694719,Rudy Collins,1934,1,United States
518881,618292,Gérard de Haro,,1,France
256737,1556775,Samarai Celestial,1954,1,United States
486122,296970,Sylvin Marc,1949,1,France
322286,910636,Yvonne Lanauze,1925,2,United States
223989,409424,Teppo Mäkynen,1974,1,Finland
289532,337849,Larry Grenadier,1966,1,United States
1370881,2310316,Justin Dillard,,1,United States
387849,1065268,Brooklyn Youth Chorus,1992,,United States
387846,462067,Gaylord Birch,1946,1,United States
322315,4304,Annie Ross,1930,2,United Kingdom
3369743,1597300,Etienne Abelin,1972,1,Switzerland
355089,342293,Chris Wood,1969,1,United States
256786,632230,Devin Sarno,1966,1,United States
31500,269571,The Har‐You Percussion Group,,,United States
322328,270833,Joya Sherrill,1924,2,United States
1010462,1837312,Igor Horoshevsky,,1,United States
846626,633061,Paul Bley Quintet,,,United States
322343,309794,Ola Brunkert,1946,1,Sweden
617265,2445096,Bill Smith,1938,1,Comox Valley Regional District
322366,552973,Philippe Geiss,1961,1,France
617291,147829,Ana Mazzotti,1950,2,Brazil
322401,309822,Malando Gassama,1946,1,Sweden
420710,678154,Alex Kazanegras,,1,United States
158566,105903,Patrick Moraz,1948,1,Switzerland
322415,1023702,Dave MacRae,1940,1,New Zealand
781170,5505,The Heath Brothers,1975,,United States
256884,238118,Antônio Adolfo,1947,1,Brazil
322421,386550,Jimmy Johnson,1943,1,United States
3959670,1594266,Elliot Galvin,1991,1,London
1141623,873194,Mariam Wallentin,1982,2,Sweden
1141624,587298,Andreas Werliin,1982,1,Sweden
322422,379285,James Mitchell,1931,1,United States
519032,302355,Jakob Skøtt,1980,1,Denmark
453504,376366,Sabine van Baaren,1960,,Netherlands
1534856,680698,Antti Sarpila,1964,1,Finland
617364,863553,Donald Robinson,,1,United States
1600410,1248859,Гунеш,1970,,Turkmenistan
322461,1328561,Bob Bertles,,1,Australia
1076130,981933,Lázaro Ordóñez Enriquez,,1,Cuba
224166,401118,Claytoven Richardson,1956,1,United States
289706,986445,Antonio “Moogie” Canázio,,1,Brazil
355252,44499,Opa,,,Uruguay
1371065,147194,Arne Domnérus,1924,1,Sweden
322493,982127,Billy Puett,,1,United States
289728,316001,Tord Gustavsen,1970,1,Norway
289729,316002,Harald Johnsen,1970,1,Norway
289733,15006,Paul Buckmaster,1946,1,England
551880,704348,Jaromír Helešic,,1,Czechia
256969,930914,Wim Essed,,1,Netherlands
256972,60537,Jan Akkerman,1946,1,Netherlands
322512,881950,David Horler,1943,1,Germany
322517,238750,Alan Civil,1929,1,United Kingdom
322519,489938,John Wilbraham,1944,1,United Kingdom
158680,491001,Billy McGee,,1,United Kingdom
322526,1566016,Fred Alexander,,1,United Kingdom
322529,961188,Ray Premru,1934,1,United States
1207274,2146929,The Bill Dixon Orchestra,,,United States
257008,11523,Joe Farrell,1937,1,United States
289787,300970,"Darek ""Oles"" Oleszkiewicz",1963,1,Poland
289790,184476,Geri Allen,1957,2,United States
257025,5521,Jim Hall,1930,1,United States
289793,315995,Anders Jormin,1957,1,Sweden
257028,214085,Sonny Clark,1931,1,United States
1764362,387372,John Perry,,1,United Kingdom
7072778,1963851,Ebi Soda,,,Brighton
1862675,1990087,Abdoulaye Diabaté,,1,Senegal
322590,513082,Peter Freeman,1965,1,United States
420896,444277,Andrew Picken,,1,United States
60450,23489,The Crusaders,1971,,United States
60451,33071,Joe Sample,1939,1,United States
60453,64828,Wilton Felder,1940,1,United States
60454,480227,Stix Hooper,1938,1,United States
158759,7523,Shankar,1950,1,India
486435,126221,Fred Lane,1953,1,United States
781371,289074,Peter Martin,1970,1,United States
1076290,2581576,Uppsala,1976,,France
388163,315774,Ray Pizzi,1943,1,United States
4451397,1943856,LmbrJck_T,1984,1,United States
224329,4510,André Previn,1929,1,United States
814155,35053,則竹裕之,1964,1,Japan
552016,1130519,Bill Elton,,1,United States
1567826,674915,Vijay Iyer Trio,,,United States
322644,477247,Vanessa Freebairn–Smith,,2,United States
355413,37736,Trygve Seim,1971,1,Norway
355416,686840,Tero Saarti,1971,1,Finland
355418,499872,Iro Haarla,1956,2,Finland
257115,14907,Ben Webster,1909,1,United States
257120,10474,Al Di Meola,1954,1,United States
355429,478497,Joshua Redman Elastic Band,,,United States
650343,435678,Ronnie Mathews,1935,1,United States
1862773,1064030,Paul F. Cohen,1938,1,United States
289912,580126,Åke Linton,,1,Sweden
388217,1712783,Carl Burnett,1941,1,United States
388218,70415,Idris Muhammad,1939,1,United States
388215,669929,Cliff Heather,,1,United States
3140734,977068,Tomasz Stańko New York Quartet,2012,,United States
650367,1417837,Ah Ling Neu,,2,Japan
289925,856090,Ralf Gustke,1964,1,Germany
388234,382338,Tom Swift,,1,United States
322703,391344,Mike Napolitano,,1,United States
322705,283882,Pat Sansone,1969,1,United States
322706,70375,Andrew Bird’s Bowl of Fire,1997,,United States
322707,915827,Jack Fine,1928,1,United States
519313,1029670,Art Johnson,1945,1,United States
27803,21063,Branford Marsalis,1960,1,United States
289960,46945,Jacques Loussier,1934,1,France
388272,5412,Joanne Brackeen,1936,2,United States
126134,400973,Paul Pesco,1959,1,United States
322753,322101,Adele Sebastian,1956,2,United States
126153,105713,Harry Beckett,1935,1,United Kingdom
27849,68858,Deepak Ram,,1,St. Louis
453850,753986,John LaPorta,1920,1,United States
322780,705752,Bobby Lamb,1931,,Ireland
322781,1172240,Alan Branscombe,1936,1,United Kingdom
322783,805530,Ari Brown,1944,1,United States
453855,366513,Bob Neloms,1942,1,United States
453857,753985,Sticks Evans,1923,1,United States
257250,167651,Curtis Fuller,1932,1,United States
257251,109620,Philly Joe Jones,1923,1,United States
322787,385936,Dave Chambers,,,United Kingdom
912611,1373673,Hugo Gneipelt,,1,Germany
453854,753992,Hobart Dotson,1922,1,United States
322786,1682758,The Mike Westbrook Concert Band,,,United Kingdom
2026738,900491,LaMont Johnson,1941,1,United States
355571,1010470,Phillip Guilbeau,,1,United States
355573,529451,John Hunt,,1,United States
1993976,2480525,James Russell,,1,United Kingdom
224506,38551,Ornette Coleman,1930,1,United States
355580,962579,Haywood Henry,1913,1,United States
1764604,1504239,Godwin Louis,,1,United States
355581,158395,Harry Betts,1922,1,United States
60682,384954,Casey Rice,,1,Melbourne
1207566,149452,Chet Baker Trio,,,United States
322834,1499965,Eddie Harvey,1925,1,United Kingdom
388371,403419,Jan Erik Kongshaug,1944,1,Norway
683285,794554,Zé Menezes,1921,1,Brazil
257304,198130,Jim Pepper,1941,1,United States
257306,315993,Jon Christensen,1943,1,Norway
257307,345302,Bobo Stenson,1944,1,Sweden
257308,446527,Palle Danielsson,1946,1,Sweden
322843,1485659,Tony Duran,1945,1,United States
355616,1971313,Christina Martinez,,2,Sweden
355613,1971084,Bo Östen Svensson,,1,Sweden
355614,1971311,Peter Perlowsky,,1,Sweden
355626,1971312,Margarita Martinez,,2,Sweden
355627,1574894,Conny Lundström,,1,Sweden
1010989,5385,"Kenny Drew, Jr.",1958,1,United States
355629,1971308,Ali Lundbohm,1942,1,Sweden
585011,1998345,Bill Correa,,1,United States
355639,908251,Tommy Koverhult,1945,1,Sweden
355641,1971309,Per Arne Almeflo,,1,Sweden
355643,15648,Wlodek Gulgowski,1944,1,Sweden
355648,297384,Christer Boustedt,1939,1,Sweden
60742,141857,Lol Coxhill,1932,1,United Kingdom
257353,3459,Earl Hines,1903,1,United States
27986,2815,Sérgio Mendes,1941,1,Brazil
27990,5381,“Brother” Jack McDuff,1926,1,United States
27991,23252,Antônio Carlos Jobim,1927,1,Brazil
257371,215488,Evan Lurie,1954,1,United States
257372,463273,E.J. Rodriguez,,1,United States
257374,427068,Dougie Bowne,,1,New York
519520,552583,Clifford Carter,1952,1,United States
257377,346670,Curtis Fowlkes,1950,1,United States
355682,1642161,Willem van Manen,1940,1,Netherlands
355683,831380,Arjen Gorter,1948,1,Netherlands
355684,583202,Willem Breuker,1944,1,Netherlands
322918,460408,Daniel Humair,1938,1,Switzerland
2911590,1283821,Infinite Spirit Music,,,United States
814439,968253,Didier Havet,1964,1,France
1011051,1119093,Jim Odgren,,1,United States
847213,1322693,Neil Strauch,,1,United States
257393,277929,Hugh Lawson,1935,1,United States
257394,364411,Louis Hayes,1937,1,United States
2289014,1131528,Rejoicer,,1,Los Angeles
486778,322857,Rick Cox,,1,United States
257415,387820,Henry Spinetti,1951,1,United Kingdom
585099,1014003,Hal Gordon,,1,United States
257420,203292,Kudsi Erguner,1952,1,Türkiye
257421,8851,Peter Erskine,1954,1,United States
355726,457802,Bulgarian Symphony Orchestra,,,Bulgaria
257430,110594,David Binney,1961,1,United States
257435,607085,Scott Colley,1963,1,United States
257441,493727,Furio Di Castri,1955,1,Italy
519586,501465,Oliver Jackson,1933,1,United States
60849,184881,Pekka Airaksinen,1945,1,Finland
257464,312,Chet Atkins,1924,1,United States
323001,33954,Si Zentner,1917,1,United States
4320699,1225423,Monobody,,,Chicago
224705,500525,Martin Brandlmayr,1971,,Austria
1404372,630242,Land of Kush,,,Montréal
716245,1344724,Jon Sønstebø,,1,Norway
290268,1006362,Rayford Griffin,1958,1,United States
1404382,1206557,Marie Davidson,1987,2,Canada
1404383,1329666,Jason Sharp,,1,Canada
1404385,1232127,Xarah Dion,1984,2,Canada
93674,324717,Craig Peyton,1953,1,United States
880111,1150557,板橋文夫,1949,1,Japan
357290,479565,Eeva Salminen,,1,Finland
60921,390067,Chris Wood,,,Germany
323068,272493,Buster Cooper,1929,1,United States
323069,261905,Mercer Ellington,1919,1,United States
323071,272117,Herbie Jones,1926,1,United States
323088,76408,Pierre Moerlen’s Gong,1978,,France
552469,527541,Louis Thomas Hardin,1916,1,United States
290329,586622,Ray White,,1,United States
290330,31858,Chad Wackerman,1960,1,United States
1044002,684011,Gassan Mamedov,1956,1,Turkmenistan
454179,478895,John Sherba,1954,1,United States
355879,2392636,Gonda Sextet,,,Hungary
454184,478896,Hank Dutt,1952,1,United States
323121,845845,Pamela Sklar,,2,United States
323124,1007163,John Moses,,1,United States
323125,78630,Conrad Herwig,1959,1,United States
4484668,1849473,Jason Morales,,1,United States
781884,1165081,Bill Laurance,,1,London
1535553,545386,Transit Express,,,France
290370,385997,Howard Johnson,1941,1,United States
290371,487678,Will Boulware,,1,United States
1764935,1281888,Christian Lillinger,1984,1,Germany
2223695,1835262,Joey Peebles,1988,1,United States
93775,33661,Murray Head,1946,1,United Kingdom
257618,740420,Frode Gjerstad,1948,1,Norway
2223698,1643323,Dan Oestreicher,1982,1,New Orleans
2223700,1835269,Clarence Slaughter,1989,1,United States
486998,132158,Herbie Nichols,1919,1,United States
6975063,1790617,SEED Ensemble,2016,,London
224855,245349,Kurt Munkacsi,,1,United States
323164,843340,Melvin Lastie,1930,1,United States
323163,958337,Martin Banks,1936,1,United States
2158174,678891,Marlene,1960,2,Japan
421476,439797,Jon Thorne,1967,1,United Kingdom
192112,462066,Leon Ndugu Chancler,1952,1,United States
93813,46484,Samantha,1948,2,Belgium
1273461,518796,Adam Schroeder,1978,,Los Angeles
257663,77944,Michael Bublé,1975,1,Canada
257674,330554,Greg Mathieson,1950,1,United States
913035,334450,Trio Mediæval,1997,,Norway
683666,926310,Dino Herrmann,,1,United States
290456,544594,Laura Seaton,,2,United States
257690,565855,Claude Salmiéri,1959,1,France
257691,416388,Jean-Pierre Coco,,1,France
257693,561355,Ronnie Burrage,1959,1,United States
257694,1148241,John Purcell,1952,1,United States
2649758,1426796,Kate Miguda,,2,Scotland
1371809,1447118,Renée Jolles,,2,United States
356004,5540,Tommy Eyre,1949,1,United Kingdom
2813606,1489548,Francesca Ter‐Berg,1985,2,London
323246,535597,Howard Riley,1943,1,United Kingdom
323259,70083,Antonio Hart,1968,1,United States
323260,508622,Earl Gardner,1950,1,United States
323261,281782,Alex Sipiagin,1967,1,Russia
290494,367068,菊地成孔,1963,1,Japan
323262,348145,Duane Eubanks,1969,1,United States
323263,332298,Mark Gross,1966,,United States
290493,333315,勝井祐二,1964,1,Japan
356029,266872,Tom Lazarus,,1,United States
1243085,846076,Ross Edwin Barbour,1928,1,United States
388815,14616,鷺巣詩郎,1957,1,Japan
356052,992256,Charlie Conrad,,1,United States
93909,237441,Richard Hewson,1943,1,United Kingdom
290520,765487,Pete Cosey,1943,1,United States
28376,120191,16-17,1983,,Basel
1961706,724664,Povarovo,,,Russia
290545,684037,Michael Bland,1969,1,United States
290546,442761,Brian Lynch,1956,1,United States
487166,185957,Krzesimir Dębski,1953,1,Poland
323333,486572,福村博,1949,1,Japan
552717,176127,William Russo,1928,1,United States
552725,940709,Bob Gioga,1905,1,United States
1109783,897744,Onno Govaert,1987,1,Amsterdam
552728,633119,Claude Williamson,1926,1,United States
159513,398193,Dave Kent,,1,United States
945945,2407809,Angelo Arienti,,1,Italy
552735,940707,Vinnie Dean,1929,1,United States
487206,1416212,Paweł Perliński,,1,Poland
3501867,1672548,Niki Dolp,1985,1,Austria
552748,974477,Ralph Blaze,1922,1,United States
487219,387098,Walt Dickerson,1931,1,United States
5599030,1854752,Josh Johnson,,1,United States
257846,392955,Audrey Riley,,2,United Kingdom
421691,2943,Charles Mingus,1922,1,United States
290622,138578,Derek Wadsworth,1939,1,United Kingdom
2027327,433984,Jorge Taveras,1945,1,Dominican Republic
7958340,2237701,Ife Ogunjobi,,1,United Kingdom
257871,630014,Dave Bailey,1926,1,United States
6778705,1750367,Anna Butterss,,2,Los Angeles
6778708,1750364,Joel Ross,,1,United States
7696217,1796892,Neptunian Maximalism,2018,,Belgium
6975325,2173743,Joe Bristow,,1,London
585579,558451,山下勉,1947,1,Japan
323435,1152985,板倉文,1957,1,Japan
257902,5251,Poncho Sanchez,1951,1,United States
585604,925102,Ozan Öner,,1,Türkiye
323461,491216,Bob Simpson,,1,United States
323462,1128756,Jimmy Cheatham,1924,1,United States
356231,390746,Tim May,,1,United States
323464,38905,渡辺貞夫,1933,1,Japan
323465,462081,Victor Pantoja,,1,United States
454537,113233,Busi Mhlongo,1947,2,South Africa
2355087,529002,Linda May Han Oh,1984,2,Australia
814994,1660104,Carmine Lauri,1971,1,Malta
487315,2349488,Howard Riley Trio,,,United Kingdom
487331,1063619,Donald Gamble,,1,United Kingdom
257964,328124,Neco,1932,1,Brazil
1306541,996402,Kathleen Lenski,,2,United States
257966,144283,Wilson das Neves,1936,1,Brazil
257972,697957,Rubens Bassini,1933,1,United States
1175483,1545807,Zdeněk Fišer,,1,Czechia
421826,1563373,Pasquale Bardaro,,1,Italy
4288458,1390767,Arthur Hnatek,1990,1,Switzerland
1994701,636869,Sven Grot,,1,Hamburg
552915,757818,Joseph Singer,1909,1,United States
552917,437872,Cees See,1934,1,Netherlands
28630,100962,Táta Vega,1951,2,United States
258007,99594,Sy Oliver,1910,1,United States
258009,33955,Cozy Cole,1909,1,United States
552922,936948,村岡健,1941,1,Japan
487390,370454,Don Cobb,,1,United States
552935,868377,Bubi Chen,1938,1,Indonesia
552937,926490,Alfredo Bessa,1933,1,Brazil
552939,868379,Benny Mustafa,1939,1,Indonesia
258036,240789,Alan Shorter,1932,1,United States
946166,891300,Jon Irabagon,1979,1,United States
2322426,155675,Alex Skolnick Trio,2001,,United States
323580,107166,Jack Wilkins,1944,1,United States
487427,298499,Andy Taub,,1,United States
323587,239782,Ira Sullivan,1931,1,United States
356357,1615701,Michael Session,,1,United States
454664,502420,Omar Clay,1935,1,United States
1142794,814030,Mariel Roberts,,2,United States
978964,1453234,Michael Cameron,1959,1,United States
323607,52017,Bob Malach,1954,1,United States
5009435,1347298,Nomade Orquestra,2012,,Brazil
978975,1311181,Daniel Druckman,,1,United States
716834,595974,吉野金次,1948,1,Japan
258087,414919,Ray Copeland,1926,1,United States
258088,105085,Gigi Gryce,1925,1,United States
28711,7315,Mike Ladd,,1,Paris
61487,228663,Jay Berliner,1940,1,United States
356400,267098,Eddie Preston,1925,1,United States
356399,1028394,Elayne Jones,1928,2,United States
487473,77592,Janis Siegel,1952,2,United States
946229,906561,Tó Trips,1966,,Portugal
258110,307700,Don Grolnick,1947,1,United States
258114,381659,Rick Marotta,1948,1,United States
258118,108609,Steve Gadd,1945,1,United States
258119,11584,Larry Carlton,1948,1,United States
389193,385564,Kenny Ascher,1944,1,United States
389974,1341830,福本佳仁,1961,1,Japan
323659,1139728,Rashid Bakr,1943,1,United States
2519117,1023316,Roberto Vizcaíno,1959,1,Cuba
258127,356276,Alan Silva,1939,1,United States
258128,329203,Bill Dixon,1925,1,United States
258129,361087,Jimmy Lyons,1931,1,United States
258130,355614,Henry Grimes,1935,1,United States
258131,183589,Brett Garsed,1963,,Australia
684116,1042371,Ed Kelly,1935,1,Oakland
356437,1275022,Richard Aplanalp,,1,United States
1110104,1039130,Martin Stupka,1981,1,Czechia
487515,755176,Tommy Campbell,1957,1,United States
356444,236475,Kenny Dennis,1930,1,United States
1110111,1265974,Anna Viechtl,,2,Germany
356448,382356,Buddy Childers,1926,1,United States
1110115,1265968,Oliver Roth,1977,1,Switzerland
356443,983318,Jerry Rusch,1943,1,United States
1110117,1689206,Isabelle Klemt,,2,Germany
356450,977136,Larry McGuire,,1,United States
1110119,1265966,Daniel Glatzel,1984,1,Germany
1110120,1265975,Kalle Zeier,,1,Germany
585833,469239,Philippe Teissier du Cros,,1,France
3797110,1282205,Julien Desprez,1984,1,France
28795,153,Prince,1958,1,United States
225402,72409,Sun City Girls,1981,,United States
3633278,1518094,Lisa Grip,1988,2,Sweden
61566,435107,Stan Loubières,,1,United Kingdom
979072,1059877,Ronald Jannelli,,1,United States
487566,833436,Abdul Wadud,1947,1,United States
61584,48242,Andrew Hill,1931,1,United States
61585,16218,Cannonball Adderley,1928,1,United States
356498,434083,"Alberto ""Virgilio"" Valdés",,1,Cuba
1241232,808884,Guðmundur Steingrímsson,1929,1,Iceland
356500,981865,Amadito Valdés,1946,1,Cuba
356501,434082,Carlos González,,1,Cuba
61587,5451,Howard Roberts,1929,1,United States
323733,436950,Maurice Murphy,1935,1,United Kingdom
61588,30323,Lou Rawls,1933,1,United States
356505,1678079,Carlos Puisseaux,,1,Cuba
454809,544376,栄田嘉彦,,1,Japan
5828774,1923012,木村仁哉,,1,Japan
5828776,2581233,相川瞳,1984,2,Japan
290986,383832,Jim Hughart,1936,1,United States
848055,777226,Blake Mills,1986,1,United States
323769,64216,Gloria Wood,1923,2,United States
749761,1566685,Berlinde Deman,1982,2,Belgium
291015,122123,Orlando Julius,1943,1,Nigeria
356554,1546806,Wayne Harris,,1,United States
356556,1058022,Robert Northern,1934,1,United States
356568,598392,Sal Mosca,1927,1,United States
487644,1278480,Moki Cherry,1943,2,Sweden
323805,499987,Brynjar Hoff,1940,1,Norway
28903,43023,Omar Faruk Tekbilek,1951,1,Türkiye
7270633,1821603,De Lorians,2016,,Tokyo
1831145,373911,Stephen Byram,1952,1,New York
258298,226630,Vince Guaraldi,1928,1,United States
5206266,1096282,Too Many Zooz,2014,,United States
159998,152995,Lonnie Liston Smith & The Cosmic Echoes,,,United States
7270658,1975871,Sven Wunder,,1,Stockholm
4419843,2504431,minna,1993,5,Finland
94487,72675,Bălănescu Quartet,1987,,Romania
160050,4533,Melvin Van Peebles,1932,1,United States
258364,743566,Alex Blake,1951,1,United States
258368,366506,Mauricio Smith,1931,1,Panama
258370,568840,Guilherme Franco,1946,1,Brazil
258371,621759,Charles Sullivan,1944,1,United States
1765699,519151,CHON,2008,,United States
258392,3823,Zakir Hussain,1951,1,India
29019,77442,Steps Ahead,1979,,United States
913758,1478662,Sonny Truitt,,1,United States
618860,444144,Kevin Haynes,,1,United Kingdom
323953,421440,Ulf Wakenius,1958,1,Sweden
487804,1063370,Joe Strings,1980,,Japan
1569152,305184,Виктор Зинчук,1958,1,Russia
258433,33371,Lester Young,1909,1,United States
455046,510625,Brian Vibberts,,1,United States
1143180,1163521,Gaz Hughes,,1,Manchester
1143181,680542,Nat Birchall,1957,1,United Kingdom
1143182,1163519,Adam Fairhall,,1,Manchester
1143183,1163378,Brendan Williams,,1,Manchester
487820,376569,太田惠資,1956,,Japan
225684,638048,João Bosco de Oliveira,1952,1,Brazil
323989,4230,Billy May & His Orchestra,,,United States
61848,35292,Tony Esposito,1950,1,Italy
258458,267271,Jimmy Woode,1926,1,United States
258459,36761,Roy Eldridge,1911,1,United States
258460,43683,Johnny Hodges,1907,1,United States
258461,304233,Milt Hinton,1910,1,United States
946590,560485,Amalgam,1968,,United Kingdom
258462,422825,Mundell Lowe,1922,1,United States
258464,16528,Billy Strayhorn,1915,1,United States
258465,267272,Sam Woodyard,1925,1,United States
258466,267106,Harold Ashby,1925,1,United States
258467,554144,Alvin Stoller,1925,1,United States
258463,284526,Vic Dickenson,1906,1,United States
258469,35532,Harry “Sweets” Edison,1915,1,United States
324020,449669,Roman Bunka,1951,1,Germany
324021,690200,高瀬アキ,1948,2,Berlin
258487,1357543,Hans Jansen,,1,Netherlands
750013,101240,Attention Deficit,,,United States
586176,972705,Barbara Thomason,,2,United States
258508,123003,Buddy Lucas,1914,1,United States
258509,147419,Sonny Red,1932,1,United States
258511,561352,Cecil McBee,1935,1,United States
618965,1060923,Mike Pride,1979,1,United States
291286,214682,McCoy Tyner Trio,,,United States
324082,487953,Gene Jackson,1961,1,United States
324085,776871,高橋ゲタ夫,1954,1,Japan
356859,781418,Ray Brown,,1,United States
324091,441600,Tony Kadleck,,1,United States
979467,884074,Steve Lehman,1978,1,United States
291343,377503,Marko Manninen,,1,Finland
291344,377498,Erno Haukkala,,1,Finland
979477,421532,Prelapse,,,United States
291350,1054333,Olli Kari,,1,Finland
291351,200703,Uzva,1994,,Finland
422427,248949,Jamie Stewart,1972,1,United States
455203,140239,John Jenkins,1931,1,United States
422437,283775,Greg Saunier,1969,1,United States
324147,1075574,Gboyega Adelaja,,1,Nigeria
29238,377459,Nigel Wright,1955,1,United Kingdom
389687,349231,Keefus Ciancia,1972,1,United States
1077818,215390,Ed Bickert,1932,1,Canada
258622,142602,Jess Roden,1947,1,United Kingdom
553544,589490,Corinne Drewery,1959,2,United Kingdom
1831503,506887,Matthew Cooper,,1,United Kingdom
356947,770968,Amy Hershberger,,2,United States
455255,5306,Hal Galper,1938,1,United States
356952,449686,Cécilia Tsan,,2,United States
6353495,1288282,Kavita Shah,,2,New York
127582,992130,Rex Rideout,,1,United States
324192,926116,八木伸郎,1952,1,Japan
324193,47985,本多俊之,1957,1,Japan
193124,123673,The Flying Luttenbachers,1991,,United States
258663,87868,Larry Goldings,1968,1,United States
455272,504607,Eiríkur Orri Ólafsson,,1,Iceland
1077872,1141601,Mathias Koch,1981,1,Austria
62065,1277885,Robertinho Silva,1941,1,Brazil
62066,179939,The Kenny Clarke - Francy Boland Big Band,1960,,Europe
750198,455785,Jon Sass,1961,1,Wien
94843,5333,Niacin,1996,,United States
258684,263169,Russell Procope,1908,1,United States
94844,219655,Steve Morse,1954,1,United States
356990,563644,Alan Glass,,1,United States
258686,739651,"Irving ""Babe"" Russin",1911,1,United States
258689,22415,Gene Krupa,1909,1,Illinois
389761,966483,Terry Adams,,,San Francisco
258692,448116,Vido Musso,1913,1,United States
324229,549982,Matana Roberts,1978,2,United States
586375,1732686,Martin Fierro,1942,1,United States
258696,168936,Cootie Williams,1910,1,United States
4944523,1553683,Lauren Cauley,,2,United States
258701,5449,Benny Carter,1907,1,United States
258702,4512,Jo Jones,1911,1,United States
258705,261868,Lawrence Brown,1907,1,United States
258707,526294,Hymie Shertzer,1909,1,United States
258709,49467,Billy Kyle,1914,1,United States
258710,486951,Eddie Barefield,1909,1,United States
389792,477523,Julie Andrews,,2,United Kingdom
389793,938286,Iain Dixon,,1,United Kingdom
29358,30493,Suzanne Palmer,,2,United States
1864384,1347703,Roberto Bonati,,1,Italy
1536705,1551464,Surya,1977,,France
357059,986816,Garrett List,1943,1,United States
324293,987554,Kamasi Washington,1981,1,United States
553678,986475,Bidinho,,1,Brazil
2159315,1127458,Adrianne Wininsky,,2,United Kingdom
357075,1191809,Randy Peyton,,1,United States
2421463,1171316,是方博邦,1955,1,Japan
94940,38246,Michael Sembello,1954,1,United States
1700573,1134701,鈴木弘,1933,1,United States
4092639,1590168,Mikael Saastamoinen,,1,Helsinki
520931,1039322,Ron Davis,,1,United States
553706,726705,Harold M. Jones,,1,United States
94955,342552,Jörg Follert,,1,Germany
258802,45628,Richard Galliano,1950,1,France
357116,695202,Randy Goodrum,1947,1,United States
1209100,753566,Alonzo Levister,1925,1,United States
914188,694710,Bilal Abdurrahman,1928,1,United States
946961,625089,Vincent Peirani,1980,1,France
3306265,1279782,Kosuke Mine Quintet,,,Japan
298940,639826,Nils-Bertil Dahlander,1928,1,Sweden
324398,258582,Jody Linscott,,2,United Kingdom
619318,974886,Ken Hitchcock,1956,1,United States
619331,359058,Deepika Thathaal,1977,2,Norway
1340226,209499,Lettuce,1992,,United States
258903,3427,Anita O’Day,1919,2,United States
258906,572604,Jim Stern,,1,United States
750425,1614672,Geraldo Auriani,,1,Brazil
160601,557977,Lonnie Jordan,1948,1,United States
258910,592882,Clifford Adams,1952,1,United States
258911,1474004,Dave Hubbard,,1,Maryland
324455,677504,Fabrizio Bosso,1973,1,Italy
324456,775439,Cristina Zavalloni,1973,2,Italy
324457,446715,Rosario Giuliani,1967,1,Italy
95088,5436,Ron Carter,1937,1,United States
95089,59750,Lester Bowie,1941,1,United States
717682,640393,Brandee Younger,1983,2,United States
95092,22126,Joshua Redman,1969,1,United States
914294,943714,Nailor Proveta,,1,Brazil
619377,811516,Roland Prince,1946,1,United States
553845,1367794,Peter Sundell,,,Sweden
1504123,1168843,Gustl Mayer,1936,1,Germany
2028403,943679,Tane Kannisto,1963,1,Finland
258942,8850,John Abercrombie,1944,1,United States
488318,706924,数原晋,1946,1,Japan
4158340,1353266,Jasper Høiby,1977,1,Copenhagen
455564,1620813,Jennifer DeVore,,2,United States
324494,34821,Ketil Bjørnstad,1952,1,Norway
1766287,632918,Ondřej Pivec,1984,1,Czechia
258961,353104,Jacquire King,1967,1,United States
291730,284539,Cortex,1974,,France
291731,22112,Henri Texier,1945,1,France
750482,675478,Stephanie Cummins,,2,United States
521115,430808,Cory Lerios,1951,1,United States
291750,665791,Deantoni Parks,1977,1,United States
160680,1114173,Hilary Jeffery,1971,1,Berlin
226224,384963,Hank Cicalo,1932,1,United States
488376,465622,Jorge Strunz,,1,United States
324538,509513,Eddie McFadden,1928,1,United States
488380,1021705,Hector Andrade,,1,United States
324534,720600,George Chisholm,1915,1,United Kingdom
914363,1027720,Joe Fiedler,1965,1,United States
4322243,2025143,Erik Kimestad Pedersen,,1,Denmark
7173070,1710495,Ana Frango Elétrico,1997,2,Brazil
324571,594739,Arnie Lawrence,1938,1,United States
324572,851036,Ernest Hayes,1929,1,United States
291820,302528,Pinchface,,1,United States
5010422,436791,The Poll Winners,,,United States
160758,382617,James White,1953,1,United States
4420607,2399824,Nêgah Santos,,2,Brazil
259074,81995,Jimmy Giuffre,1921,1,United States
259076,5443,Frank Foster,1928,1,United States
259078,131052,Al Haig,1924,1,United States
259079,46922,Harold Land,1928,1,United States
488456,585752,Doug Moffet,,1,United States
259081,105086,Herb Geller,1928,1,United States
259082,10220,Clifford Brown,1930,1,United States
259083,816271,Richie Powell,1931,1,United States
193549,9430,Hariprasad Chaurasia,1938,1,India
259086,22169,Lennie Tristano,1919,1,United States
259088,554146,Billy Bauer,1915,1,United States
259089,390104,Warne Marsh,1927,1,United States
