243898,Frank Olinsky,,1,United States
375784,Teemu Mattsson,1975,1,Finland
432830,Andy West,1954,1,United States
372562,Alex Cline,1956,1,United States
63541,Johnny Clegg,1953,1,South Africa
294223,Bill Callahan,1966,1,United States
63046,MFSB,,,United States
805235,Bob Flanigan,1926,1,United States
340443,Christian Mevs,,1,Germany
3126,Jah Wobble,1958,1,United Kingdom
5400,Hank Jones,1918,1,United States
3457,Art Tatum,1909,1,United States
47956,Buck Clayton,1911,1,United States
43685,Flip Phillips,1915,1,United States
367639,Peter Asher,1944,1,United Kingdom
626178,浅川マキ,1942,2,Japan
772478,Richie Morales,,1,United States
33855,Mahalia Jackson,1911,2,United States
4382,Alberta Hunter,1895,2,United States
109712,Charlie Shavers,1920,1,United States
1161730,Wolfgang Burde,1930,1,Germany
395018,Ray Staff,,1,United Kingdom
66597,John McEntire,1970,1,United States
11567,Jim O’Rourke,1969,1,United States
336469,Elliot Scheiner,1947,1,United States
687513,伊集加代,1937,2,Japan
1266531,Gigi Berendt,,2,Germany
526098,Russell Kearney,,1,Bristol
222575,Bill Plummer,1938,1,United States
457161,Blood Sweat Drum'n'Bass Big Band,2001,,Denmark
293091,Mac Rebennack,1940,1,United States
1289890,Sangeeta Bandyopadhyay,,2,India
1594376,Adham Zidan,,1,Cairo
10279,Walter Wanderley,1932,1,Brazil
5437,Cal Tjader,1925,1,United States
24053,Nicola Conte,1964,1,Italy
1602479,Bradley Grant,,1,United Kingdom
56534,Marcos Valle,1943,1,Brazil
39033,Edu Lobo,1943,1,Brazil
570476,Aaron Parks,1983,1,United States
1352201,Allen Farmelo,,1,United States
2002398,Paweł Bartnik,,1,Poland
442731,Yurai,,2,United States
2476380,John Jackson,,1,United Kingdom
1713225,Eberhard Panne,1940,1,Germany
409450,Tom Morris,,1,United States
863281,Ernst Glerum,1955,1,Netherlands
1641,Herbie Hancock,1940,1,United States
1247231,Melissa Aldana,1988,2,Chile
1351,Money Mark,1960,1,United States
21283,Damon Albarn,1968,1,United Kingdom
1611427,Lester Smith,,1,Chicago
1074196,Kenny Rice,,1,United States
1040478,Giacomo Pellicciotti,,1,Italy
1196624,Tommy Goldschmidt,1949,1,Germany
651021,Neal Creque,1940,1,United States
171734,Naná Vasconcelos,1944,1,Brazil
984249,Norberto Apellaniz,,1,United States
646232,David Rosenboom,1947,1,United States
962549,Joe Reisman,1924,1,United States
367417,Brad Warnaar,1950,1,United States
800998,Phil Moore,1918,1,United States
1758500,Michael Aaberg,,1,United States
751773,Roy Kohara,,1,United States
177692,Bobby Broom,1961,1,United States
1711079,Alberto Martinez,,1,United States
1140265,Jörgen Renhorn,,1,Sweden
1048288,Todd Gallopo,,1,United States
1598665,Richard Misrach,1949,1,United States
1655717,Caspar Sutton-Jones,,1,United Kingdom
1563235,Hareton Salvanini,1945,1,Brazil
32842,Dave Pell,1925,1,United States
171945,"Paul Jackson, Jr.",1959,1,United States
547436,Noel Kupersmith,,1,Chicago
7371,Teddy Edwards,1924,1,United States
196655,Andreas Kauffelt,,1,Germany
716310,Taito Vainio,1935,1,Finland
161207,Amilton Godoy,1941,1,Brazil
1582037,Ulrich Eichberger,,1,Germany
1323821,Matt Roberts,,1,United Kingdom
372924,Preston Glass,1960,1,United States
314252,Phil Kaye,,1,United States
1019931,Nils Winther,,1,Denmark
1377087,Peter Corriston,,1,United States
2134451,M. Jarrault,,,France
276780,Mick Harris,1967,1,United Kingdom
1493057,Oscar Jerome,,1,United Kingdom
1010593,Émile Parisien,1982,1,France
1070408,James Kwaku Morton,,1,Ghana
1070406,Richard Neesai Botchway,,1,Ghana
1070409,Nat Hammond,,1,Ghana
958900,Tomasz Ziętek,,1,Poland
10230,DJ Shadow,1972,1,United States
385896,Naomi Star,,2,United States
1475712,Rolf Liese,,1,Germany
577411,Michael McCoy,,1,United States
920932,Arthur Doyle Plus 4,,,United States
356223,Eric Leeds,1952,1,United States
1396657,吉成伸幸,,1,Japan
652610,Petter Eldh,1983,1,Sweden
1451586,James Francies,,1,United States
449833,Marcus Strickland,1979,1,United States
1692352,Walter J. Blanton,,1,United States
387031,Robert Read,,1,United States
858263,Andy Pearce,,1,United Kingdom
2135005,Dirk Bogaert,,1,Belgium
814655,José Antonio Álvarez Alija,,1,Spain
981434,Valentin Ceccaldi,1989,1,France
823667,Warren Wolf,1979,1,Baltimore
461265,Vicente Archer,,1,United States
506653,Donald Palmer,1930,1,United States
1751316,Philippe Baden Powell,1978,1,France
1722243,Robert Stringer,,1,United States
540663,Gary Windo,1941,1,United Kingdom
141852,Richard Sinclair,1948,,United Kingdom
49986,Mongezi Feza,1945,1,South Africa
858887,Alfreda Benge,1940,2,United Kingdom
100836,Madeleine Peyroux,1974,2,United States
1076488,Jørgen Leth,1937,1,Denmark
372629,Oliver Wood,,1,United States
1357269,Lewis Heriz,,1,United Kingdom
34679,Joe Henry,1960,1,United States
11547,Tortoise,1990,,United States
976721,Jaribu Shahid,1955,1,United States
928531,Louis Cole,,1,United States
1825668,丸茂和泉,,,Japan
23960,Michael Brecker,1949,1,United States
246331,Anthony Jackson,1952,1,United States
385591,Harry Lookofsky,1913,1,United States
117614,Eric Gale,1938,1,United States
1855953,Leif Allansson,,1,Sweden
1017021,Eric Liljestrand,,1,United States
1423947,Giulio Carmassi,1981,1,Italy
386174,Bob Cranshaw,1932,1,United States
246031,Billy Higgins,1936,1,United States
36157,Hank Mobley,1930,1,United States
51394,Cedar Walton,1934,1,United States
384652,Reggie Workman,1937,1,United States
1791147,Lisa Alvarado,1981,2,Chicago
44496,Elvin Jones,1927,1,United States
22077,Earl Klugh,1953,1,United States
384591,Russell Elevado,1966,1,United States
570644,Darryl Brown,,1,United States
486698,Harold Jones,1940,1,United States
988155,"Harry ""H.T."" Saunders",,1,United States
179785,André Arpino,,1,France
64825,Saul Williams,1972,1,United States
107856,Mel Brown,1939,1,United States
910076,Ove Karlsson,,1,Sweden
731161,Roland Keijser,1944,1,Sweden
735642,Tord Bengtsson,1950,1,Sweden
421641,Bosse Skoglund,1936,1,Sweden
113707,O’Donel Levy,1945,1,Baltimore
88971,Thom Yorke,1968,1,Oxford
910075,Torsten Eckerman,1945,1,Sweden
