;Rank;Artist;Album;Date;Genres;RYM Rating;Ratings;Reviews
483;484;Masada;ג (Gimel);18 March 1995;Avant-Garde Jazz;3.73;371;4
484;485;Sonny Clark;Sonny's Crib;March 1958;Hard Bop;3.73;346;4
485;486;McCoy Tyner;Song of the New World;July 1973;Spiritual Jazz;3.74;260;5
486;487;Mal Waldron;Up Popped the Devil;1974;Modal Jazz, Free Jazz;3.73;278;3
487;488;Duke Ellington and His Orchestra;Ellington Indigos;1958;Big Band;3.73;321;10
488;489; Mulatu Astatke [ሙላቱ አስታጥቄ];Mulatu of Ethiopia;1972;Ethio-Jazz;3.70;1,571;15
489;490;Al Di Meola;Casino;25 February 1978;Jazz Fusion;3.70;952;15
490;491;Sloche;Stadaconé;September 1976;Progressive Rock, Jazz Fusion;3.71;378;12
491;492;Eberhard Weber;Yellow Fields;January 1976;Jazz Fusion, ECM Style Jazz;3.71;587;7
492;493;Tomasz Stanko Septet;Litania: Music of Krzysztof Komeda;1 September 1997;ECM Style Jazz;3.71;574;10
493;494;Pat Metheny;As Falls Wichita, So Falls Wichita Falls;27 April 1981;ECM Style Jazz;3.70;1,172;28
494;495;Vince Guaraldi Trio;Jazz Impressions of Black Orpheus;18 April 1962;Cool Jazz;3.71;528;7
495;496;Archie Shepp;Yasmina, a Black Woman;1969;Avant-Garde Jazz;3.72;442;7
496;497;Zbigniew Namysłowski Quartet;Zbigniew Namysłowski Quartet;1966;Post-Bop;3.73;311;1
497;498;Herbie Hancock;Takin' Off;October 1962;Post-Bop, Modal Jazz;3.69;2,080;32
498;499;Return to Forever;Hymn of the Seventh Galaxy;November 1973;Jazz Fusion, Jazz-Rock;3.70;1,197;26
499;500;Count Basie;April in Paris;February 1957;Big Band, Swing;3.71;661;19
500;501;Bobby Hutcherson;Head On;November 1971;Post-Bop, Jazz Fusion;3.71;474;12
