concert_mjf,concert_name,participant_names,wd_time,location_name,genre_name
http://www.wikidata.org/entity/Q99342057,Jeff Beck concert,"Jeff Beck,Jennifer Batten,Andy Gangadeen,Randy Hope-Taylor",2001-07-21T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99342057,Jeff Beck concert,"Jeff Beck,Jennifer Batten,Andy Gangadeen,Randy Hope-Taylor",2001-07-21T00:00:00Z,Auditorium Stravinski,jazz fusion
http://www.wikidata.org/entity/Q99398965,Etienne de Crecy concert,Étienne de Crécy,2001-07-21T00:00:00Z,Miles Davis Hall,dance music
http://www.wikidata.org/entity/Q99342042,Sting concert,"Manu Katché,Sting,Chris Botti,Jason Rebello,Ben Butler,Russ David,Kipper",2001-07-21T00:00:00Z,Auditorium Stravinski,jazz
http://www.wikidata.org/entity/Q99342042,Sting concert,"Manu Katché,Sting,Chris Botti,Jason Rebello,Ben Butler,Russ David,Kipper",2001-07-21T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99342042,Sting concert,"Manu Katché,Sting,Chris Botti,Jason Rebello,Ben Butler,Russ David,Kipper",2001-07-21T00:00:00Z,Auditorium Stravinski,pop music
http://www.wikidata.org/entity/Q99199613,"Keith Jarrett, Gary Peacock & Jack DeJohnette concert performed during Montreux Jazz Festival the 2001-07-22","Keith Jarrett,Jack DeJohnette,Gary Peacock",2001-07-22T00:00:00Z,Auditorium Stravinski,jazz
http://www.wikidata.org/entity/Q99341310,Chris Rea concert,"Claude Nobs,Chris Rea,Sylvin Marc,Martin Ditcham,Robert Ahwai,Ed Hession",2002-07-05T00:00:00Z,Auditorium Stravinski,blues
http://www.wikidata.org/entity/Q99341310,Chris Rea concert,"Claude Nobs,Chris Rea,Sylvin Marc,Martin Ditcham,Robert Ahwai,Ed Hession",2002-07-05T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99341299,Buddy Guy concert,"Frank Blinkal,Jason Moynihan,Anthohy Zmagni,Buddy Guy,Musa Kaleem,Jerry Porter",2002-07-05T00:00:00Z,Auditorium Stravinski,blues
http://www.wikidata.org/entity/Q99341973,Heroes Of Kingston concert,"Alton Ellis,Dennis Alcapone,Michael Prophet,Ward,Derek Johnson,Don Chandler,Henry Hodler,Ray Carless,Lionel Anderson",2002-07-05T00:00:00Z,Miles Davis Hall,reggae
http://www.wikidata.org/entity/Q99341948,Capleton & The Davis House Crew concert,"Capleton,Bongo Herman,Ian Forrester,Gerald Thomas,Jah Thunder,Garfield Gabbay,Norman Brammer",2002-07-05T00:00:00Z,Miles Davis Hall,reggae
http://www.wikidata.org/entity/Q99341289,Rat Dog concert,"Bob Weir,Rob Wasserman,Jay Lane,Jeff Chimenti,Mark Karan,Kenny Brooks",2002-07-05T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99341961,Junior Reid & The One Blood Band concert,"Roger Grant,Everton Wilson,Owen Mardner,Roy Lascelles,Janet Denton",2002-07-05T00:00:00Z,Miles Davis Hall,reggae
http://www.wikidata.org/entity/Q99199421,Chris Kleeman & Bob Stannard concert performed during Montreux Jazz Festival the 2002-07-06,,2002-07-06T00:00:00Z,Auditorium Stravinski,rhythm and blues
http://www.wikidata.org/entity/Q99341904,Bilal concert,"Bilal,Robert Glasper,Leron Thomas,Candice Anderson,Lamont Calwell,Deon ""finesse"" Miller,Steven MacKie",2002-07-06T00:00:00Z,Miles Davis Hall,soul music
http://www.wikidata.org/entity/Q99341904,Bilal concert,"Bilal,Robert Glasper,Leron Thomas,Candice Anderson,Lamont Calwell,Deon ""finesse"" Miller,Steven MacKie",2002-07-06T00:00:00Z,Miles Davis Hall,hip hop
http://www.wikidata.org/entity/Q99341936,Michael Franti & Spearhead concert,"Michael Franti,Dave Shul,Manas Itiene,Carl Young,Wood Rowe Farguheson, Jr.,Kevin Choice",2002-07-06T00:00:00Z,Miles Davis Hall,reggae
http://www.wikidata.org/entity/Q99341936,Michael Franti & Spearhead concert,"Michael Franti,Dave Shul,Manas Itiene,Carl Young,Wood Rowe Farguheson, Jr.,Kevin Choice",2002-07-06T00:00:00Z,Miles Davis Hall,alternative hip hop
http://www.wikidata.org/entity/Q99341922,Rahzel concert,"Rahzel,DJ JS-1,Ajile Turner",2002-07-06T00:00:00Z,Miles Davis Hall,rap
http://www.wikidata.org/entity/Q99341279,B.B. King concert,"Claude Nobs,B.B. King,Joe Sample,Lil' Son Jackson,James ""Boogaloo"" Bolden,Walter King,Stanley Abernathy,Charles Dennis,Calep Emphrey, Jr.,Toney Jame,Bob Stannard,Michael Doster,Chris Kleeman",2002-07-06T00:00:00Z,Auditorium Stravinski,blues
http://www.wikidata.org/entity/Q99341269,Isaac Hayes concert,"Gerald Jackson,James Robertson,Frederick Sayers,Benjamin Flint,Damien Savage,William Mitchell,Isaac Hayes,Charles Pitts,Samantha May",2002-07-06T00:00:00Z,Auditorium Stravinski,soul music
http://www.wikidata.org/entity/Q99341269,Isaac Hayes concert,"Gerald Jackson,James Robertson,Frederick Sayers,Benjamin Flint,Damien Savage,William Mitchell,Isaac Hayes,Charles Pitts,Samantha May",2002-07-06T00:00:00Z,Auditorium Stravinski,funk
http://www.wikidata.org/entity/Q99341269,Isaac Hayes concert,"James Robertson,Frederick Sayers,Benjamin Flint,Damien Savage,William Mitchell,Isaac Hayes,Charles Pitts,Samantha May,Gerald Jackson",2002-07-06T00:00:00Z,Auditorium Stravinski,disco
http://www.wikidata.org/entity/Q99197079,Bob Stannard & Chris Kleeman concert performed during Montreux Jazz Festival the 2002-07-06,"Bob Stannard,Chris Kleeman",2002-07-06T00:00:00Z,Auditorium Stravinski,blues
http://www.wikidata.org/entity/Q99341890,Common concert,"Common,Andre ""DJ Dummy"" Smith,Kenyetta Snyder,Mike Jolicoeur",2002-07-06T00:00:00Z,Miles Davis Hall,rap
http://www.wikidata.org/entity/Q99341890,Common concert,"Common,Andre ""DJ Dummy"" Smith,Kenyetta Snyder,Mike Jolicoeur",2002-07-06T00:00:00Z,Miles Davis Hall,soul music
http://www.wikidata.org/entity/Q99341260,Da Univerzal Playaz concert,"David A. Stewart,Nadz Seid,Ingo Kaiser,Harry Zawrel,Max Braun,Gary ""Mudbone"" Cooper,Paul Holyroyde",2002-07-07T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99341260,Da Univerzal Playaz concert,"David A. Stewart,Nadz Seid,Ingo Kaiser,Harry Zawrel,Max Braun,Gary ""Mudbone"" Cooper,Paul Holyroyde",2002-07-07T00:00:00Z,Auditorium Stravinski,rhythm and blues
http://www.wikidata.org/entity/Q99341260,Da Univerzal Playaz concert,"David A. Stewart,Nadz Seid,Ingo Kaiser,Harry Zawrel,Max Braun,Gary ""Mudbone"" Cooper,Paul Holyroyde",2002-07-07T00:00:00Z,Auditorium Stravinski,hip hop
http://www.wikidata.org/entity/Q99399420,Joe Satriani concert,"Joe Satriani,Matt Bissonette,Galen Henson,Jeff Campitelli",2002-07-07T00:00:00Z,Auditorium Stravinski,hard rock
http://www.wikidata.org/entity/Q99341844,Soulfly concert,"Max Cavalera,Roy Mayorga,Cello Dias,Mike Doling",2002-07-07T00:00:00Z,Miles Davis Hall,death metal
http://www.wikidata.org/entity/Q99399349,Kotaro Oshio concert,Kotaro Oshio,2002-07-07T00:00:00Z,Auditorium Stravinski,rock music
http://www.wikidata.org/entity/Q99399349,Kotaro Oshio concert,Kotaro Oshio,2002-07-07T00:00:00Z,Auditorium Stravinski,funk
http://www.wikidata.org/entity/Q99399349,Kotaro Oshio concert,Kotaro Oshio,2002-07-07T00:00:00Z,Auditorium Stravinski,traditional folk music
http://www.wikidata.org/entity/Q99341869,Watcha concert,"Frédéric Duquesne,Julien ""Pendule"" Grunberg,Butcho ""Bob"" Vukovic,Jacques ""Keuj"" Sahuguedej",2002-07-07T00:00:00Z,Miles Davis Hall,heavy metal
http://www.wikidata.org/entity/Q99341817,Slayer concert,"Kerry King,Tom Araya,Dave Lombardo,Jeff Hannenman",2002-07-07T00:00:00Z,Miles Davis Hall,heavy metal
http://www.wikidata.org/entity/Q99341250,Bush concert,"Gavin Rossdale,Alexander David Puttnam,Robin Goodridge,Gavin Xtraynor",2002-07-07T00:00:00Z,Auditorium Stravinski,grunge
http://www.wikidata.org/entity/Q99341241,Paul Simon concert,"Paul Simon,Steve Gadd,Jamey Haddad,Mark Stewart,Tony Cedras,Bakithi Kumalo,Vincent Nguini,Alain Mallet,Jay Ashby,Graham Hawthorne,Steve Sheehan,Jim Hynes",2002-07-08T00:00:00Z,Auditorium Stravinski,pop music
http://www.wikidata.org/entity/Q99341241,Paul Simon concert,"Paul Simon,Steve Gadd,Jamey Haddad,Mark Stewart,Tony Cedras,Bakithi Kumalo,Vincent Nguini,Alain Mallet,Jay Ashby,Graham Hawthorne,Steve Sheehan,Jim Hynes",2002-07-08T00:00:00Z,Auditorium Stravinski,traditional folk music
http://www.wikidata.org/entity/Q99341799,The Notwist concert,"Markus Acher,Console,Micha Acher,Saam Schlamminger,Ulrich Wangenheim,Gerhart Gschloessl,Max Ehwald,Mecki Messerschmid,Stephan Schreiber",2002-07-08T00:00:00Z,Miles Davis Hall,indie rock
http://www.wikidata.org/entity/Q99341799,The Notwist concert,"Markus Acher,Console,Micha Acher,Saam Schlamminger,Ulrich Wangenheim,Gerhart Gschloessl,Max Ehwald,Mecki Messerschmid,Stephan Schreiber",2002-07-08T00:00:00Z,Miles Davis Hall,electronica
http://www.wikidata.org/entity/Q99341782,Muse concert,"Matt Bellamy,Dominic Howard,Chris Wolstenholme",2002-07-08T00:00:00Z,Miles Davis Hall,progressive rock
http://www.wikidata.org/entity/Q99341782,Muse concert,"Matt Bellamy,Dominic Howard,Chris Wolstenholme",2002-07-08T00:00:00Z,Miles Davis Hall,hard rock
http://www.wikidata.org/entity/Q99399586,Jamiroquai concert,"Sola Akingbola,Dee Lewis,Nick Fyffe,Derrick McKenzie,Jay Kay,Matt Johnson,Rob Harris,Simon Carter,Hazel Fernandes",2002-07-09T00:00:00Z,Auditorium Stravinski,jazz fusion
http://www.wikidata.org/entity/Q99399586,Jamiroquai concert,"Sola Akingbola,Dee Lewis,Nick Fyffe,Derrick McKenzie,Jay Kay,Matt Johnson,Rob Harris,Simon Carter,Hazel Fernandes",2002-07-09T00:00:00Z,Auditorium Stravinski,funk
http://www.wikidata.org/entity/Q99399586,Jamiroquai concert,"Sola Akingbola,Dee Lewis,Nick Fyffe,Derrick McKenzie,Jay Kay,Matt Johnson,Rob Harris,Simon Carter,Hazel Fernandes",2002-07-09T00:00:00Z,Auditorium Stravinski,acid jazz
http://www.wikidata.org/entity/Q99341740,MT Sims concert,"Matt Sims,Lisa Eaton,Erin Giraud",2002-07-09T00:00:00Z,Miles Davis Hall,electronic music
http://www.wikidata.org/entity/Q99341716,Miss Kittin & The Hacker & Vitalic concert,"Miss Kittin,The Hacker,Vitalic",2002-07-09T00:00:00Z,Miles Davis Hall,techno
http://www.wikidata.org/entity/Q99341686,Lambchop concert,"Kurt Wagner,William Tyler,Tony Crow,Paul Nieohaus,Samuel Baker,Alexander McManus,Matthew Swanson",2002-07-10T00:00:00Z,Miles Davis Hall,rock music
http://www.wikidata.org/entity/Q99341686,Lambchop concert,"Kurt Wagner,William Tyler,Tony Crow,Paul Nieohaus,Samuel Baker,Alexander McManus,Matthew Swanson",2002-07-10T00:00:00Z,Miles Davis Hall,country music
http://www.wikidata.org/entity/Q99341686,Lambchop concert,"Kurt Wagner,William Tyler,Tony Crow,Paul Nieohaus,Samuel Baker,Alexander McManus,Matthew Swanson",2002-07-10T00:00:00Z,Miles Davis Hall,indie pop
http://www.wikidata.org/entity/Q99341229,Mohair concert,"Tim Slade,Tom Billington,Pete Baker,Alex Richards",2002-07-10T00:00:00Z,Auditorium Stravinski,indie rock
http://www.wikidata.org/entity/Q99341228,Candy Dulfer & Funky Stuff concert,"Candy Dulfer,Cyril Directie,Thomas Bank,Ulco Bed,Roger Happel,Manuel Hugas,Monique Baker,Peter Lieberom,Jan Van Duikeren",2002-07-10T00:00:00Z,Auditorium Stravinski,funk
