darian sahanaja;pop music,rock music
scott montgomery bennett;pop music,rock music
walusko nick michail;pop music,rock music
probyn gregory;pop music,rock music
robert vincent lizik;pop music,rock music
taylor mills;pop music,rock music
paul william mertens;pop music,rock music
james t. hines;pop music,rock music
nelson edward bragg;pop music,rock music
senn florian;rock music
stauffacher david;rock music
trefzeger gilbert;rock music
laura pausini;pop music,music of Latin America,rock music
zucchetti bruno;pop music,music of Latin America,rock music
giangabriele fersini;pop music,music of Latin America,rock music
paolo romano carta;pop music,music of Latin America,rock music
cesare chiodo;pop music,music of Latin America,rock music
roberta granà;pop music,music of Latin America,rock music
zappamiglio barbara;pop music,music of Latin America,rock music
golino alfredo;pop music,music of Latin America,rock music
eicca toppinen;symphonic metal
paavo lötjönen;symphonic metal
perttu kivilaaskso;symphonic metal
antero "mr. cool" manninen;symphonic metal
mikko sirén;symphonic metal
alice cooper;hard rock,progressive rock,heavy metal
ryan roxie;hard rock,progressive rock,heavy metal
damon johnson;hard rock,progressive rock,heavy metal
chuck garric;hard rock,progressive rock,heavy metal
eric singer;hard rock,progressive rock,heavy metal
calico cooper;hard rock,progressive rock,heavy metal
jay anderson;cool jazz,post-bop,jazz fusion,jazz
adam nussbaum;cool jazz,post-bop,jazz fusion
gil goldstein;post-bop,big band,rhythm and blues,pop music,cool jazz,jazz fusion,blues,acid jazz,crossover jazz,jazz
kenya hathaway;crossover jazz,rhythm and blues,jazz-funk
seaton jr oscar;crossover jazz,rhythm and blues,jazz-funk
roberta flack;soul music,rhythm and blues,pop music,jazz,contemporary R&B
sherrod barnes;pop music,soul music,jazz
shelton becton;pop music,soul music,jazz,contemporary R&B
ricardo jordan;soul music,pop music,jazz-funk,crossover jazz,jazz,contemporary R&B
arturo tappin;pop music,soul music,jazz,contemporary R&B
tony terry;pop music,soul music,jazz
sparks ii bobby;post-bop,jazz fusion,funk
keith anderson;post-bop,soul music,pop music,jazz fusion,funk,jazz-funk,hard bop,rock music
poogie bell;post-bop,jazz fusion,funk,jazz-funk,jazz,contemporary R&B
epting doug;post-bop,jazz fusion,funk
william holloman;soul music,funk,big band
john ramm;soul music,funk,big band
milton barnes;soul music,funk,big band
boney james;post-bop,big band,soul music,jazz fusion,funk,crossover jazz
ital dave;pop music,hip hop culture,contemporary R&B
frank tontoh;pop music,indie folk,hip hop culture,contemporary R&B
lennox cameron;pop music,hip hop culture,contemporary R&B
sharleen linton;pop music,hip hop culture,contemporary R&B
chris ballin;pop music,hip hop culture,contemporary R&B
jean-paul "bluey" maunick;contemporary R&B,rhythm and blues,jazz-funk,acid jazz
maysa leak;soul music,rhythm and blues,jazz-funk,acid jazz,contemporary R&B
imaani;contemporary R&B,jazz-funk,acid jazz
tony momrelle;contemporary R&B,jazz-funk,acid jazz
gail evans;contemporary R&B,jazz-funk,acid jazz
matt cooper;contemporary R&B,jazz-funk,acid jazz
sidney gauld;contemporary R&B,jazz-funk,acid jazz
andy ross;hip hop culture,rhythm and blues,funk,jazz-funk,acid jazz,contemporary R&B
tony remy;soul music,rhythm and blues,jazz fusion,jazz-funk,acid jazz,contemporary R&B
hylton francis;contemporary R&B,jazz-funk,acid jazz
richard bailey;soul music,rhythm and blues,jazz fusion,jazz-funk,acid jazz,rock music,contemporary R&B
nikoletta szoke;jazz
robert lakatos;jazz
joseph horvath;jazz
mohay andrew;jazz
paolo conte;Latin jazz,Gypsy jazz,pop music,blues,swing music,jazz
daniele di gregorio;Gypsy jazz,pop music,blues,swing music,jazz
jino touche;Gypsy jazz,pop music,blues,swing music,jazz
daniele dall'omo;Gypsy jazz,pop music,blues,swing music,jazz
massimo pitzianti;Gypsy jazz,pop music,blues,swing music,jazz
claudio chiara;blues,jazz,Gypsy jazz
lucio caliendo;blues,jazz,Gypsy jazz
luca velotti;Gypsy jazz,pop music,blues,swing music,jazz
stroer ernst;jazz fusion,jazz-funk,jazz
lettner christian;jazz fusion,jazz-funk,jazz
patrick scales;hip hop culture,jazz fusion,funk,jazz-funk,jazz
roberto di gioia;jazz fusion,jazz-funk,jazz
majid bekkas;jazz fusion,jazz-funk,jazz
peter o'mara;jazz fusion,jazz-funk,jazz
stanley clarke;post-bop,jazz fusion,jazz-funk,crossover jazz,jazz
phillip davis;jazz fusion,jazz
ronald bruner;jazz fusion,jazz-funk,jazz,acid jazz
wycliffe gordon;blues,Dixieland jazz,jazz
evan christopher;Dixieland jazz
eddy davis;Dixieland jazz
sowkes conal;Dixieland jazz
robin aspland;post-bop,soul music,rhythm and blues,folk rock,gospel music,jazz fusion,blues,jazz
wilkinson neal;traditional folk music,soul music,rhythm and blues,folk rock,pop music,blues,rock music
richard nelson;rhythm and blues,folk rock
tony fitzgibbon;traditional folk music,soul music,rhythm and blues,folk rock,blues,rock music
karen hamill;traditional folk music,soul music,rhythm and blues,folk rock,blues,rock music
janeen daly;traditional folk music,soul music,rhythm and blues,folk rock,blues,rock music
crawford bell;rhythm and blues,folk rock
bruce flowers;jazz fusion,jazz
lake gene;jazz fusion,jazz
richard patterson;jazz fusion,jazz-funk,jazz
turano joseph;soul music,jazz
w. michael turner, jr.;gospel music,rhythm and blues
calvin turner;gospel music,neo soul,rhythm and blues
andrew turner;gospel music,rhythm and blues
clarence wesley langston;gospel music,rhythm and blues
till brönner;soul music,rhythm and blues,a cappella,lounge music,funk,jazz
leijonhufvud johan;lounge music,jazz
daniel karlsson;lounge music,jazz
christian von kaphengst;lounge music,jazz
roland peil;lounge music,jazz
wolfgang haffner;big band,soul music,lounge music,jazz-funk,funk,swing music,crossover jazz,jazz
curtis stigers;soul music,jazz,big band
keith hall;soul music,jazz
philip palombi;soul music,jazz
matthew fries;soul music,jazz
anthony wilson;jazz
jeff hamilton;post-bop,jazz
john clayton;post-bop,big band,soul music,swing music,jazz
dollar brand;bebop,post-bop,jazz fusion,hard bop,jazz
tim garland;jazz fusion,classical music
marcus gilmore;jazz fusion,classical music
hans glawischnig;jazz fusion,classical music
harold lopez nussa;bebop,post-bop,Latin jazz
omara portuondo;music of Latin America,Latin jazz
robertico garcia;music of Latin America,Latin jazz
liang chaing;music of Latin America,Latin jazz
coayo andres;music of Latin America,Latin jazz
jorge chicoy;jazz fusion,music of Latin America,Latin jazz,Afro-Cuban jazz
emilio morales;music of Latin America,Latin jazz
garcia fabián;music of Latin America,Latin jazz
valdés osiris;music of Latin America,Latin jazz
vistel columbie rodolfo;music of Latin America,Latin jazz
randy newman;pop music,rock music,blues
north bill richard james;blues,traditional folk music
michel legrand;big band,jazz
emmanuel bex;jazz
stéphane guillaume;jazz
aldo romano;jazz
bihl agnès;jazz
arthur h;alternative rock,indie pop,jazz,avant-garde music
bernard lavilliers;jazz
bob james;post-bop,cool jazz,jazz fusion,jazz-funk,crossover jazz
nathan east;bebop,post-bop,big band,hip hop culture,soul music,rhythm and blues,gospel music,cool jazz,pop music,jazz fusion,blues,jazz-funk,vocal music,swing music,hard bop,crossover jazz,rock music,jazz
richie barshay;Latin jazz,jazz fusion,bossa nova,jazz-funk,jazz
lionel loueke;bebop,post-bop,free jazz,jazz fusion,jazz-funk,jazz
lili haydn;jazz fusion,jazz-funk,jazz
davell crawford;soul music,blues,Dixieland jazz
bobby sparks, ii;post-bop,jazz fusion,jazz-funk,soul music
donovan;psychedelic rock,folk rock
stewart lawrence;psychedelic rock,folk rock
tom mason;psychedelic rock,folk rock
sam mayfield;gospel music,soul music,rhythm and blues,blues
moyes lucas;soul music,rhythm and blues,blues,jazz
guitar jack;soul music,rhythm and blues,blues
stony dixon;soul music,rhythm and blues,blues
moretto daniel;soul music,rhythm and blues,blues
carle vickers;gospel music,soul music,rhythm and blues,blues
lempkins joshua;soul music,rhythm and blues,blues
reese kiana;soul music,rhythm and blues,blues
farruquito;flamenco,music of Latin America
farruco;flamenco,jazz
villar juan;flamenco
el canastero;flamenco
vizarraga maria;flamenco
vicenti romain;flamenco
diego el cigala;flamenco
suarez sabú;flamenco
diego del morao;flamenco
jaime calabuch;flamenco
gilad hekselman;post-bop,crossover jazz
robaire dave;post-bop,crossover jazz
ferenc nemeth;post-bop,crossover jazz,jazz fusion,world music
paco de lucía;flamenco,jazz
niño josele;flamenco
la tana;flamenco
montse cortes;flamenco
perez alain;flamenco
antonio serrano;flamenco,jazz
billy kilson;post-bop,crossover jazz,jazz fusion,jazz-funk,vocal music,easy listening,jazz
billy childs;bebop,easy listening,hard bop,jazz
mark whitfield;hip hop culture,soul music,jazz fusion,jazz-funk,hard bop,easy listening,jazz
ripton (eek-a-mouse) hylton;reggae
mickey tuff;reggae
ronnie (cho cho) braham;reggae
noel (asher) barnes;reggae
vincent (vinnie) pryce;reggae
andrew griffiths;reggae
sticko;reggae
prince buster;ska,reggae
delroy williams;ska,reggae
unknown (trumpet, delroy williams junction);ska,reggae
unknown (sax 1, delroy williams junction);ska,reggae
unknown (sax 2, delroy williams junction);ska,reggae
unknown (trombone, delroy williams junction);ska,reggae
unknown (keyboards, delroy williams junction);ska,reggae
unknown (bass, delroy williams junction);ska,reggae
unknown (guitar, delroy williams junction);ska,reggae
unknown (drums, delroy williams junction);ska,reggae
brother ali;hip hop culture,alternative hip hop
ant;hip hop culture,alternative hip hop
sean daley;alternative hip hop
danger mouse;hip hop culture,rhythm and blues,indie rock,neo soul,blues,indie pop,rock music
cee lo green;neo soul,hip hop culture,rhythm and blues,rock music
chris vrenna;neo soul,rhythm and blues
chris williams;neo soul,rhythm and blues
zac rae;neo soul,rhythm and blues
clint walsh;neo soul,hip hop culture,rhythm and blues,rock music
kotono sato;soul music,rhythm and blues,alternative rock,neo soul,funk
joanna allen;neo soul,rhythm and blues
una pallister;neo soul,rhythm and blues
richards llinos;neo soul,rhythm and blues
menta williams;neo soul,hip hop culture,rhythm and blues,rock music
holly palmer;soul music,rhythm and blues,pop music,neo soul,electronica
sheresse ballard;neo soul,rhythm and blues
alec ounsworth;alternative rock,indie rock
lee sargent;alternative rock,indie rock
robbie guertin;alternative rock,indie rock
tyler sargent;alternative rock,indie rock
sean greenhalgh;alternative rock,indie rock
adam green;electronic music,rhythm and blues,indie folk,folk rock,pop music
stephen mertens;indie folk,folk rock
parker kindred;indie folk,folk rock
josh hager;indie folk,folk rock
nate brown;indie folk,folk rock
myres dan;indie folk,folk rock
murcof;jazz
erik truffaz;post-bop,hip hop culture,crossover jazz,music of Brazil,pop music,jazz fusion,funk,acid jazz,electronica,indie pop,jazz,classical music
hildur arsaelsdottir;pop music,ambient music,indie rock
sigfusdottir maria huld markan;pop music,ambient music,indie rock
edda rún ólafsdóttir;pop music,ambient music,indie rock
solrun sumarlidardottir;pop music,ambient music,indie rock
georg "goggi" hólm;pop music,ambient music,indie rock
orri pall dyrason;pop music,ambient music,indie rock
olafsson eirikur orri;pop music,ambient music,indie rock
jonsson helgi hrafn;pop music,ambient music,indie rock
ingi gardar erlendsson;pop music,ambient music,indie rock
samuelsson samuel;pop music,ambient music,indie rock
snorri sigurdarson;pop music,ambient music,indie rock
stephen "stef" carpenter;alternative rock,heavy metal
chino moreno;alternative rock,heavy metal
chi cheng;alternative rock,heavy metal
frank delgado;alternative rock,heavy metal
abe cunningham;alternative rock,heavy metal
e;alternative rock,grunge,progressive rock,indie rock
the chet;alternative rock,grunge,progressive rock,indie rock
krazy al;alternative rock,grunge,indie rock
derek "knuckles" brown;alternative rock,grunge,progressive rock,indie rock
tracy chapman;traditional folk music,indie rock,folk rock,indie folk,pop music,blues
joe gore;pop music,indie rock,folk rock
quinn smith;pop music,indie rock,folk rock
kiki ebsen;pop music,indie rock,folk rock
ricardo villalobos;techno
zip;techno
richie hawtin;techno
dandy jack;techno
moritz von oswald;techno
mark enestus;techno
martin luther;neo soul,hip hop culture,rock music
niki glaspie;neo soul,hip hop culture,rock music
pete kuzma;neo soul,rhythm and blues
wes mingus;neo soul,rhythm and blues
steve mckee;neo soul,rhythm and blues,funk
whitfield conley;neo soul,rhythm and blues
hicks ericka;neo soul,rhythm and blues
phat kat;hip hop culture,alternative hip hop
r.l. "t3" altman iii;hip hop culture,alternative hip hop
baatin;hip hop culture,alternative hip hop
phillips peter (peter rock);hip hop culture,alternative hip hop
umberto (dj dez) hernandez;hip hop culture,alternative hip hop
omari jones;hip hop culture,alternative hip hop
kid koala;electronic music,trip hop
dj qbert;hip hop culture,breakbeat
amon tobin;electronic music,trip hop
david walters;electronic music,traditional folk music
philippe cohen solal;downtempo,electronic music
christoph h. müller;downtempo,electronic music
zanelli lalo;downtempo,electronic music
vilallonga christina;downtempo,electronic music
sciarretta luciano;downtempo,electronic music
pujado m. andrea;downtempo,electronic music
orivel lise;downtempo,electronic music
christophe morin;downtempo,electronic music
bethel adele;pop music,indie rock
scott paterson;pop music,garage rock,indie rock
ailidh lennon;pop music,indie rock
morrissey;indie rock
boz boorer;indie rock
gary day;indie rock
jesse tobias;indie rock
michael farrell;alternative rock,pop music,indie rock
matt walker;indie rock
marc huyghens;alternative rock,indie rock
pierre jacqmin;alternative rock,indie rock
jean-marc butty;alternative rock,indie rock
schreurs christian;alternative rock,indie rock
klaas janzoons;alternative rock,progressive rock,indie rock
mauro pawlowski;alternative rock,progressive rock,indie rock
gevaert alan;alternative rock,progressive rock,indie rock
stephane misseghers;alternative rock,progressive rock,indie rock
kaidi tatham;electronic music,hip hop culture,jazz-funk,funk,electronica,contemporary R&B
daz-i-kue;electronic music,funk,electronica,contemporary R&B
jason "motet" hicks;electronic music,funk,electronica,contemporary R&B
yola;electronic music,funk,electronica,contemporary R&B
vasanth hannah;electronic music,funk,electronica,contemporary R&B
zingmark magnus;downtempo,jazz,acid jazz
simonsson oscar;downtempo,jazz,acid jazz
karl frid;downtempo,jazz,acid jazz
stahl mattias;downtempo,jazz,acid jazz
shacho;jazz
zombie tabu;jazz
motoharu;jazz
josei;jazz
goldman akita;jazz
midorin;jazz
thomas neil;electronic music,jazz,house music
dave okumu;electronic music,house music,alternative rock,indie pop,jazz,avant-garde music
finn peters;electronic music,jazz,house music
peter wraight;electronic music,jazz,house music
nicolas ker;electronic music,indie rock
villebrun nicolas;electronic music,indie rock
laurent bardainne;electronic music,indie rock
roulin arnaud;electronic music,indie rock
kreist;electronic music,psychedelic rock,new wave,rock music
steve kohler;electronic music,psychedelic rock,new wave,rock music
vulzor;electronic music,psychedelic rock,new wave,rock music
julian casablancas;garage rock,new wave,indie rock
nikolai fraiture;garage rock,new wave,indie rock
albert hammond, jr.;garage rock,new wave,indie rock,reggae
fabrizio "fab" moretti;garage rock,new wave,indie rock
nick valensi;garage rock,new wave,indie rock
nathan fake;electronic music,minimalist music
vincent oliver;electronic music,minimalist music
mathew jonson;electronic music,minimalist music
tate danuel;electronic music,minimalist music
tyger dhula;electronic music,minimalist music
james holden;electronic music,minimalist music
vince vonlanthen;jazz fusion,rhythm and blues
paolo nutini;big band,soul music,rhythm and blues,folk rock,pop music,alternative rock,jazz fusion,blues,funk,rock music,jazz
ben e. king;jazz fusion,rhythm and blues,funk,soul music
jerry jemmott;jazz fusion,rhythm and blues,soul music
matt cowan;funk,disco
moretti dan;funk,disco
steve jankowski;funk,disco
barry johnson;funk,disco
marcelo d2;hip hop culture
sapucahy layse;hip hop culture
venon renato;hip hop culture
vaz alexander;hip hop culture
pablo marcelo lapidusas;hip hop culture
lourenco almeida;hip hop culture
mauro berman;hip hop culture
ramos alisson;hip hop culture
sapucahy leandro;hip hop culture
fernando da silva pereira;hip hop culture
chaka khan;bebop,post-bop,big band,hip hop culture,soul music,rhythm and blues,disco,gospel music,pop music,jazz fusion,jazz-funk,funk,acid jazz,blues,crossover jazz,rock music,jazz,contemporary R&B
sergio mendes;music of Brazil,bossa nova,Latin jazz
mendes gracinha;music of Brazil,bossa nova,Latin jazz
michael shapiro;music of Brazil,bossa nova,Latin jazz
yutaka del rosario carlos;music of Brazil,bossa nova,Latin jazz
dawn bishop-woullard;music of Brazil,bossa nova,Latin jazz
pimenta kleber jorge;music of Brazil,bossa nova,Latin jazz
nobre leonardo;music of Brazil,bossa nova,Latin jazz
nailton b dos santos;music of Brazil,bossa nova,Latin jazz
krishna booker;music of Brazil,bossa nova,Latin jazz
leela james;neo soul,contemporary R&B
rubenstein hanan;neo soul,contemporary R&B
ralph kearns;neo soul,contemporary R&B
steve "soup" white;neo soul,contemporary R&B
christopher rabu saab;neo soul,contemporary R&B
vaughn elisabeth;neo soul,contemporary R&B
rudy bird;neo soul,contemporary R&B
james emphrey junior;rhythm and blues,blues
tomey james;rhythm and blues,blues
nicolas france;traditional folk music,rhythm and blues,jazz
de oliveira bosco;traditional folk music,rhythm and blues,jazz
robert del naja;downtempo,progressive rock,ambient music,trip hop
marshall grant;downtempo,ambient music,trip hop
small andrew;downtempo,ambient music,trip hop
winston blissett;downtempo,progressive rock,ambient music,trip hop
angelo bruschini;downtempo,progressive rock,ambient music,trip hop
hart arden;downtempo,ambient music,trip hop
miller deborah;downtempo,ambient music,trip hop
damon reece;downtempo,progressive rock,ambient music,trip hop
elizabeth fraser;downtempo,ambient music,trip hop
raul midón;traditional folk music,flamenco,rhythm and blues,jazz
steve lewinson;soul music,disco,pop music,funk,contemporary R&B
dee johnson;bebop,big band,soul music,pop music,crossover jazz
simon p. winiger;alternative rock,hip hop culture,funk
chris raxx;alternative rock,hip hop culture,funk
manoo winiger;alternative rock,hip hop culture,funk
naggy;alternative rock,hip hop culture,funk
beenio;alternative rock,hip hop culture,funk
kay rauber;alternative rock,hip hop culture,funk
benjamin stalder;alternative rock,hip hop culture,funk
paul walsh;alternative rock,indie rock
sam garland;gospel music,alternative rock,country music,indie rock
oglesby darragh;alternative rock,indie rock
paul o'hara;alternative rock,indie rock
o'neill bernard;alternative rock,indie rock
eamonn barrett;alternative rock,indie rock
ney matogrosso;música popular brasileira,rock music,music of Brazil,folk rock
silveira ricardo;música popular brasileira,music of Brazil
marcello goncalves;música popular brasileira,music of Brazil
zé paulo becker;música popular brasileira,music of Brazil
pedro joia;música popular brasileira,music of Brazil
maria rita;música popular brasileira,bossa nova
teixeira cuca;música popular brasileira,bossa nova
sylvio mazzuca jr.;música popular brasileira,bossa nova
tiago costa;música popular brasileira,bossa nova
lua da;música popular brasileira,bossa nova
machado ivan;música popular brasileira,samba,music of Brazil
jose horta;música popular brasileira,samba,music of Brazil
claudio barros;música popular brasileira,samba,music of Brazil
oviedo brito;música popular brasileira,samba,music of Brazil
patricia da hora;música popular brasileira,samba,music of Brazil
victor neto;música popular brasileira,samba,music of Brazil
paulinho black;música popular brasileira,samba,music of Brazil
leci brandao;música popular brasileira,samba,music of Brazil
quinto emerson de paula;música popular brasileira,samba,music of Brazil
jaguar;música popular brasileira,samba,music of Brazil
mutti mikael;música popular brasileira,music of Africa,music of Latin America,music of Brazil,blues,samba
toni duarte;música popular brasileira,samba,music of Brazil
costa boghan;música popular brasileira,music of Africa,music of Latin America,music of Brazil,blues,samba
leo bit bit;música popular brasileira,music of Africa,music of Latin America,music of Brazil,blues,samba
batista alex;música popular brasileira,samba,music of Brazil
teoria joao;música popular brasileira,samba,music of Brazil
rainer kruppe;música popular brasileira,samba,music of Brazil
rodriguo galvao;música popular brasileira,samba,music of Brazil
oliveira ana;música popular brasileira,samba,music of Brazil
cris bellare;música popular brasileira,music of Africa,music of Latin America,music of Brazil,blues,samba
paulo caldas;música popular brasileira,pop music,samba,music of Brazil
santana adson;música popular brasileira,samba,music of Brazil
wallace jorge;música popular brasileira,samba,music of Brazil
orlando costa;música popular brasileira,samba,music of Brazil,folk rock
borges adilmar;música popular brasileira,samba,music of Brazil
luciano silva;música popular brasileira,samba,music of Brazil
amaral allan;música popular brasileira,samba,music of Brazil
gil bem;music of Brazil,música popular brasileira,bossa nova,reggae
tommy anthony;music of Africa,music of Latin America,reggae,psychedelic rock,music of Brazil,world music,blues,funk,rock music,jazz
armando peraza;music of Africa,music of Latin America,reggae,soul music,psychedelic rock,music of Brazil,Latin jazz,world music,jazz fusion,blues,funk,rock music,jazz
oliveira aninha;music of Africa,music of Latin America,blues,music of Brazil
elbermario rodrigues barbosa;music of Africa,music of Latin America,blues,music of Brazil
ismaël lô;music of Africa,music of Latin America,blues,music of Brazil
mory kanté;music of Africa,music of Latin America,music of Brazil,pop music,blues,rock music
diabaté abdoulaye;music of Africa,music of Latin America,blues,music of Brazil
djeli moussa diawara;music of Africa,music of Latin America,blues,music of Brazil
moussa cissokho;music of Africa,music of Latin America,Afrobeat,traditional folk music,music of Brazil,blues
maestu anthony;soul music,funk,blues
michael shrieve;soul music,pop music,funk,blues,new wave
aaron neville;soul music,funk,blues,jazz,contemporary R&B
art neville;soul music,funk,blues,jazz,contemporary R&B
charles neville;soul music,funk,blues,jazz,contemporary R&B
cyril neville;soul music,funk,blues,jazz,contemporary R&B
ivan neville;soul music,funk,blues
makuni fukuda;soul music,funk,blues
nick daniels;soul music,funk,blues
willie green;soul music,funk,blues,jazz,contemporary R&B
james walsh;indie pop,indie rock
james stelfox;indie rock
abe laboriel, jr.;bebop,post-bop,soul music,pop music,acid jazz,rock music,jazz
emilio castillo;soul music,jazz-funk,funk,jazz
stephen kupka;soul music,jazz-funk,funk,jazz
david garibaldi;soul music,funk,jazz-funk
francis "rocco" prestia;soul music,funk,jazz-funk
bruce conte;soul music,funk
roger smith;soul music,funk
mike bogart;soul music,jazz-funk,funk,jazz
adolfo acosta;soul music,jazz-funk,funk,jazz
larry braggs;soul music,jazz-funk,funk,jazz
tom politzer;soul music,jazz-funk,funk,jazz
beverley knight;big band,reggae,psychedelic rock,rhythm and blues,soul music,world music,funk,blues,jazz,contemporary R&B
eagle eye cherry;reggae,psychedelic rock,world music,funk,blues,jazz
draco rosa;reggae,psychedelic rock,world music,funk,blues,jazz
sissiko mama;reggae,psychedelic rock,world music,funk,blues,jazz
i wayne;reggae
sheldon facey;reggae
ansell collins;ska,reggae
tanagari manning;reggae
white courtland;reggae
pele howard david;reggae
montique manning aubrery;reggae
nina karle;reggae
williams carlton;reggae
jason henrequez;contemporary R&B,hip hop culture,dancehall
laurel "bird" baillie;contemporary R&B,hip hop culture,dancehall
rupert bent;contemporary R&B,hip hop culture,dancehall
mcintyer andrew;contemporary R&B,hip hop culture,dancehall
shaun anderson;contemporary R&B,hip hop culture,dancehall
daley ayun;contemporary R&B,hip hop culture,dancehall
rodney javen;contemporary R&B,hip hop culture,dancehall
steve lee;hard rock,heavy metal
leo leoni;hard rock,psychedelic rock,heavy metal
marc lynn;hard rock,psychedelic rock,heavy metal
hena habegger;hard rock,heavy metal
scherer freddy;hard rock,heavy metal
nicolò fragile;hard rock,heavy metal
iggy pop;hard rock,punk rock,garage rock
ron asheton;hard rock,punk rock,garage rock
scott asheton;hard rock,punk rock,garage rock
mike watt;hard rock,punk rock,garage rock
steve mackay;hard rock,punk rock,garage rock
ols beach;indie rock
rob lucas;indie rock
melvin duffy;indie rock
marolany marie-line;music of Africa
habib ndiaye;music of Africa
paul thierry oliveira;music of Africa
aw abdoulaye;music of Africa
el hadji malick diouf;music of Africa
pathe dieng;music of Africa
ernie hammes;music of Africa,jazz
idris muhammad;music of Africa,jazz
james cammack;music of Africa,jazz
wolfgang muthspiel;music of Africa,post-bop,crossover jazz,jazz
threadgill pyeng;music of Africa,jazz
moncef genoud;music of Africa,jazz
david-ivar herman düne;folk rock
néman herman düne;folk rock
doctor lori schönberg;folk rock
ben;folk rock
damon albarn;alternative rock,hip hop culture,trip hop
paul simonon;alternative rock,progressive rock
simon tong;alternative rock
mike smith;alternative rock,hip hop culture,trip hop
isabelle dunn;alternative rock
antonia pagulatos;alternative rock,soul music,rhythm and blues,funk
stella page;alternative rock,soul music,rhythm and blues,funk
khodur eslam;alternative rock
saskia laroo;jazz fusion,rapping
warren byrd;jazz fusion,rapping
zoran jager;jazz fusion,rapping
ninvalle elmer;jazz fusion,rapping
steven bergwertt;jazz fusion,rapping
nana barimah;jazz fusion,rapping
robin koerts;jazz fusion,rapping
voutev vassil;jazz fusion,rapping
simpson india;soul music
shannon sanders;soul music
doss ametria;soul music
matthew johnson;pop music,soul music
chris johnson;soul music
powell joel;soul music
blue miller;soul music
chantae cann;soul music
john legend;pop music,neo soul,soul music
allen "al geez" arthur;soul music
flueck christoph;soul music
goode aaron;soul music,rhythm and blues
matthew hobley;soul music
eugene roberts;pop music,neo soul,soul music
vaughn stephens;soul music
steve tirpak;soul music
valleau joshua;soul music
watkins tara;soul music
kenneth wright;soul music
george gruntz;cool jazz,post-bop,big band,jazz
volinez arie;big band
marvin stamm;cool jazz,big band,crossover jazz,jazz fusion
alex sipiagin;big band
tatum greenblatt;big band
jack walrath;bebop,post-bop,big band,free jazz,cool jazz
david bargeron;swing music,cool jazz,big band
gary valente;big band
rené mosele;big band
earl mcintyre;cool jazz,big band,jazz
chris hunter;swing music,post-bop,big band
sal giorgianni;cool jazz,big band
larry schneider;cool jazz,post-bop,big band,jazz fusion
adrian pflugshaupt;big band,swing music,crossover jazz,jazz,contemporary R&B
howard johnson;bebop,big band,soul music,rhythm and blues,cool jazz,jazz fusion,blues,jazz,Afro-Cuban jazz
emma gaze;indie rock
verity susman;indie rock
rosamund murray;indie rock
mia clarke;indie rock
mike d;hip hop culture,rock music
adam yauch;hip hop culture,rock music
ad-rock;hip hop culture,rock music
mix master mike;hip hop culture,rock music
money mark;hip hop culture,rock music
alfredo ortiz;hip hop culture,rock music
fauve;pop music,indie pop,traditional folk music,classical music
raphelson;pop music,classical music
sophie hunger;post-bop,traditional folk music,folk rock,pop music,jazz fusion,blues,indie pop,classical music
john parish;pop music,folk rock,alternative rock,classical music
alberto malo;pop music,traditional folk music,classical music
fleutelot bruno;pop music,classical music
guillaune conne;pop music,classical music
matt swanson;folk rock
ryan norris;folk rock
scott martin;folk rock
rufus wainwright;pop music,indie rock
carmen camerieri;pop music
jeff hill;pop music
petruzelli anthony jack;pop music
schwadron louis;pop music
will vinson;pop music
nagoya kimiyoshi;ska
masahiko kitahara;ska
tatsuyuki hiyamuta;ska
toshiki gamo;ska
yanaka atsushi;ska
tsuyoshi kawakami;ska,jazz
omori hajime;ska
yuichi oki;ska
motegi kin-ichi;ska
takashi kato;ska
moses davis;reggae
paul green;reggae
nigel staff;reggae
ricardo davis;reggae
trevor bonnick;reggae
donovan belnavis;reggae
ras michael;reggae
alex walker;reggae
mckenzie adrian;reggae
valet frédéric;rock music
valet gilles;rock music
roch daniel;rock music
fabien dupuis;rock music
pop levi;alternative rock
muscatelli luke;alternative rock
simonsen marius;alternative rock
francis hime;bossa nova,samba
israel dantas;bossa nova,música popular brasileira,samba
marcio mallard;bossa nova,música popular brasileira,samba,music of Brazil
romulo de gomes;bossa nova,samba
carlos bala;bossa nova,música popular brasileira,samba,music of Brazil
romulo gomes;bossa nova,música popular brasileira,samba
jake hertzog;jazz,contemporary R&B
zachary mangan;jazz,contemporary R&B
takashi sugawa;jazz,contemporary R&B
terrier alex;jazz,contemporary R&B
robben ford;soul music,cool jazz,jazz fusion,blues,jazz-funk,country music,crossover jazz,rock music,jazz
travis carlton;rock music
toss panos;rock music
john medeski;jazz fusion
billy martin;jazz fusion
chris wood;jazz fusion
roger hodgson;pop music,rock music
macdonald aaron;pop music,rock music
mick jones;hard rock
kelly hansen;hard rock
jason bonham;hard rock,blues
jeff jacobs;hard rock
tom gimbel;hard rock
jeff pilson;hard rock
troy jamerson;hip hop culture
larissa conner;hip hop culture
randolph lanesha;hip hop culture
thomkins dameon;hip hop culture
hodge brandon;hip hop culture
mcqueen jermaine;hip hop culture
jeff gitelman;hip hop culture,jazz,contemporary R&B
rza;hip hop culture
ghostface killah;hip hop culture
inspectah deck;hip hop culture
raekwon;hip hop culture
u-god;hip hop culture
masta killa;hip hop culture
method man;hip hop culture
cappadonna;hip hop culture
gza;hip hop culture
mathematics;hip hop culture
peter tomas paul von poehl;traditional folk music
