2655055,3869,3.74,11 July 2000
5095125,3873,3.47,1987
2349379,3874,3.53,20 July 2004
10364811,3876,3.47,10 February 2017
3254106,3879,3.43,1970
4768433,3880,3.43,30 July 2013
1490091,3881,3.47,1997
494282,3882,3.67,1998
389036,3883,3.45,6 March 1989
6058559,3885,3.55,16 September 2014
1949004,3897,3.48,March 1981
1729837,3902,3.4,17 February 2004
2207266,3912,3.54,1966
10129505,3913,3.58,21 February 1992
4246769,3918,3.69,1959
4425028,3929,3.71,1963
2669449,3936,3.55,June 2000
3707417,3939,3.42,9 March 2018
15941763,3940,3.56,November 1957
1242394,3941,3.68,1979
3011222,3942,3.62,1959
650160,3946,3.49,25 May 1979
463701,3957,3.71,1965
2644289,3960,3.61,1973
1311110,3963,3.78,1957
6913004,3964,3.08,1955
622997,3966,3.26,22 February 1999
1619547,3972,3.57,1969
14639310,3975,3.4,25 October 2019
2945732,3980,3.71,1970
2669487,3982,3.09,October 1948
453003,3987,3.65,1977
2790843,3988,3.5,30 September 2008
12532239,3997,3.08,14 September 2018
6345801,3999,3.43,21 September 1978
1421508,4013,3.57,1977
8111640,4016,3.57,12 February 2016
16225338,4018,3.29,30 September 2022
13492074,4021,3.72,2003
9461674,4023,3.53,2000
317667,4024,3.39,15 October 2001
3565068,4025,3.59,25 April 2000
24264125,4033,3.55,28 October 2022
1410120,4035,3.6,21 June 2005
325785,4036,3.62,31 July 2001
1564302,4038,3.48,April 1975
3069182,4041,3.42,1978
5988940,4042,3.56,17 June 2014
1468422,4043,3.45,April 1982
830458,4052,3.4,1976
3879172,4056,3.55,1971
2019307,4061,3.75,1968
18109759,4068,3.18,21 August 2020
3232363,4070,3.35,1970
2525489,4071,3.49,1955
1130620,4078,3.46,22 October 2007
1863745,4081,3.53,1998
4327791,4082,3.58,1979
1529177,4092,3.4,1992
3128574,4097,3.31,1 October 2011
6059716,4103,3.16,25 March 2014
10805340,4105,3.54,1 September 2017
2500372,4117,3.63,1956
419467,4123,3.2,1979
12966218,4124,3.21,2017
1528502,4125,3.31,1977
7607222,4132,3.42,March 1988
13391412,4146,3.49,11 March 2019
4529523,4153,3.43,1985
6584490,4154,3.46,21 January 2022
678286,4159,3.55,18 March 2002
16107057,4162,3.4,16 October 2020
4500690,4168,3.76,1959
2732922,4169,2.97,28 February 2005
2841636,4170,3.31,1986
3352257,4172,3.68,May 1961
5076891,4173,3.67,1967
1153212,4175,3.43,1996
2620630,4180,3.59,1977
243232,4188,3.73,2003
16139659,4189,3.36,7 February 2012
5120181,4190,3.7,July 1969
2434295,4192,3.61,1963
4184092,4193,3.77,1 July 1998
1598225,4197,3.72,1980
12497028,4199,3.36,1971
969390,4206,3.57,1955
15168900,4207,3.72,1 April 2016
3368147,4209,3.79,1962
2297154,4212,3.77,1962
8818027,4215,3.46,16 June 2015
1334794,4216,3.75,December 1957
3202853,4227,3.35,27 September 2011
14853076,4232,3.62,1956
15285814,4240,3.49,8 May 2020
1615478,4241,3.53,17 July 2006
6225887,4247,2.53,24 October 2011
2610558,4257,3.55,1958
1872963,4267,3.52,12 May 2009
1512658,4270,3.34,18 July 2008
2790843,4274,3.75,4 August 2009
9698222,4287,3.55,1971
3552903,4292,3.54,1975
6913004,4295,2.99,1955
3131590,4296,3.41,1956
970469,4299,3.66,1975
514063,4304,3.69,1968
5702625,4306,3.98,1968
7652353,4307,3.36,22 October 2002
4013809,4308,3.41,1950
1958501,4314,3.67,1957
1648243,4315,3.73,1971
1412278,4321,3.57,4 August 1964
5430563,4322,3.7,1966
858532,4330,3.52,1971
4392825,4331,3.52,5 May 1971
1118628,4336,3.5,1955
1487476,4338,3.47,1971
3773643,4339,3.63,1963
7472728,4345,3.55,7 September 2015
7014389,4350,3.66,23 September 2003
11861144,4353,3.29,20 April 2018
3421727,4354,3.51,1964
1334615,4360,3.39,6 January 1986
582435,4366,3.62,1958
1658807,4370,3.46,1970
428945,4373,3.35,February 1974
1650293,4375,3.63,August 1970
3870912,4381,3.33,28 August 2012
2324490,4383,3.47,August 1967
18533209,4388,3.97,11 December 2020
2777291,4389,3.55,24 April 2010
1013101,4394,3.63,1973
4036208,4395,3.81,1956
8043689,4404,3.36,29 January 2016
613727,4409,3.71,2001
1695620,4410,3.42,1996
5884151,4420,3.49,March 1942
2461118,4421,3.51,1956
15664740,4424,3.41,11 December 2020
1014632,4427,3.48,1970
5097355,4429,3.6,May 1956
597602,4430,3.54,18 August 1998
9905390,4432,3.47,8 August 1995
23565209,4439,3.54,29 October 2021
3008230,4440,3.56,14 June 2011
640691,4441,3.58,1966
884338,4444,3.48,1968
4085631,4448,3.56,27 November 2012
1243435,4455,3.57,1966
16966686,4470,3.55,5 February 2021
8951405,4478,3.41,12 May 2017
2218592,4480,3.46,1 February 2000
93691,4487,3.21,8 August 2000
1209547,4491,3.83,29 March 1993
2120856,4498,3.69,1995
23254337,4499,3.35,6 May 2022
2963178,4501,3.78,1976
1350770,4507,3.71,1960
367123,4508,3.75,10 March 1998
5215637,4510,3.33,19 February 2008
1645761,4515,3.53,August 1981
3093917,4530,3.37,1 September 2011
3207691,4532,3.55,16 February 1999
1567745,4533,3.59,1963
14271588,4536,3.47,1 November 2019
4199918,4538,3.51,1973
891836,4541,3.15,17 May 1965
1483395,4551,3.77,1974
8050549,4562,3.41,9 June 1998
1462986,4563,3.7,1999
1638117,4566,3.46,1968
21055372,4573,3.57,1996
12967172,4576,3.72,5 October 2018
1135662,4586,3.46,1972
691733,4591,3.48,30 August 2005
9233508,4594,3.61,1980
758787,4599,3.7,1959
1276245,4605,3.81,13 February 1996
1866912,4606,3.77,17 September 2002
464365,4607,3.81,June 1969
333102,4615,3.2,22 February 2005
428682,4616,3.45,1990
3860574,4620,3.94,1979
1366821,4621,3.41,16 September 1976
6832937,4625,3.44,4 April 1995
1266612,4631,3.7,2002
580398,4637,3.5,1981
28280527,4638,3.87,15 September 2023
5078092,4654,2.64,May 1988
23386052,4657,3.55,23 May 2022
2231712,4659,3.05,1967
1225740,4660,3.22,1983
1887837,4662,3.66,22 June 2007
1609233,4665,3.46,1975
442035,4673,3.62,1995
13964540,4676,3.91,21 June 2019
2680957,4677,3.5,January 1965
4556696,4679,3.61,1957
4963973,4683,3.67,1986
26710925,4691,3.21,7 April 2023
15664740,4694,3.35,6 August 2021
2676432,4696,3.49,25 January 2011
3587181,4697,3.63,1965
2326789,4699,3.78,1956
488821,4700,3.48,1973
3369792,4703,3.56,1969
2259028,4708,3.83,30 August 1986
1662613,4710,3.7,1960
40753,4711,3.39,1984
818248,4717,3.46,1982
2489512,4718,3.47,1957
13124259,4720,3.46,1994
10495401,4725,3.27,30 June 2017
15769545,4731,3.35,1978
7921573,4734,3.75,5 September 1978
2723426,4735,3.53,19 October 1995
1928767,4737,3.22,8 January 2008
6033762,4739,3.43,1954
5807477,4740,3.4,20 October 2003
1291223,4750,3.56,1991
16613643,4757,3.77,18 September 2020
1116919,4762,3.58,1997
1042458,4764,3.32,1954
1295511,4765,3.61,1995
5767120,4769,3.74,23 November 2012
2277297,4772,3.61,1961
9201239,4777,3.38,14 October 2016
15344462,4781,3.56,28 May 2020
13022046,4784,3.2,2 February 2019
15596582,4791,2.71,23 November 2015
419583,4793,3.52,15 September 2003
3534299,4796,3.59,1981
1804589,4799,3.62,March 1976
19546087,4806,3.45,10 January 2020
13957591,4810,3.7,26 April 2019
714000,4814,3.44,1963
1856478,4815,3.6,1977
11196319,4817,3.53,1 April 2008
1249467,4819,3.69,1996
7063300,4821,3.37,2015
3009685,4827,3.63,1959
1113889,4828,3.29,10 July 2007
377309,4829,3.37,2001
1681584,4832,3.56,1979
12779642,4840,3.67,1963
12685255,4841,3.45,12 November 2018
1309408,4854,3.56,24 October 1995
6447940,4856,3.62,1976
11782468,4857,3.71,February 2000
2389236,4858,3.06,August 1960
799069,4862,3.64,August 1999
1463762,4871,3.38,September 1974
100228,4877,3.48,1980
1228125,4878,3.69,25 April 1995
3405165,4880,3.44,1964
475757,4886,3.35,1997
25536259,4893,3.53,October 1983
5702625,4894,3.68,1968
7330444,4896,3.52,April 1940
6349090,4897,3.7,6 September 2000
2084641,4900,3.55,October 1960
22860257,4903,3.51,8 April 2022
1257820,4909,3.46,1975
1093665,4912,3.61,13 November 2001
2358828,4916,3.64,15 August 2000
12932753,4920,3.47,2 November 2018
10866619,4922,3.03,27 June 2016
533631,4934,3.7,2000
1101315,4935,3.73,1970
2518806,4940,3.67,1977
1664794,4947,3.56,1973
1242802,4950,3.58,1973
372385,4952,3.72,1965
5097355,4953,3.68,1993
1473693,4958,3.62,1995
7773024,4969,3.35,17 November 2014
4766886,4976,2.72,23 July 2013
4652425,4979,3.61,1963
3960363,4981,3.55,May 1959
3218976,4985,3.4,25 February 2011
2616600,4987,3.24,November 1962
1696766,4989,3.4,1957
15086674,4990,3.47,17 January 2020
18321454,4994,3.66,1 March 2019
5187991,4995,3.74,2013
28388224,4998,3.44,28 July 2023
3263351,5002,3.66,1965
6395075,5004,3.72,January 1957
5988883,5006,3.4,April 1971
11207632,5017,3.59,1976
532535,5021,3.49,2000
3966253,5023,3.55,1955
1109874,5026,3.86,1996
9681423,5037,3.6,21 January 2007
