id;genres
30774;Folk,R&B/Soul & blues,Jazz
30775;Folk,R&B/Soul & blues,Jazz
30777;Folk,R&B/Soul & blues,Jazz
30778;Folk,R&B/Soul & blues,Jazz
30779;Folk,R&B/Soul & blues,Jazz
30781;Folk,R&B/Soul & blues,Jazz
30782;Folk,R&B/Soul & blues,Jazz
30784;Folk,R&B/Soul & blues,Jazz
30785;Folk,R&B/Soul & blues,Jazz
1093;Rock/Metal,R&B/Soul & blues,Jazz
1100;Rock/Metal,R&B/Soul & blues,Jazz
1101;Rock/Metal,R&B/Soul & blues,Jazz
1102;Rock/Metal,R&B/Soul & blues,Jazz
1103;Rock/Metal,R&B/Soul & blues,Jazz
7401;Rock/Metal,R&B/Soul & blues
8794;Rock/Metal,R&B/Soul & blues
10015;Rock/Metal,R&B/Soul & blues
10029;Rock/Metal,R&B/Soul & blues
845;Folk,Other,Rock/Metal,Pop,R&B/Soul & blues,Hip-Hop/Rap,Classical/Contemporary,World Music,Jazz
1515;Folk,Rock/Metal,R&B/Soul & blues
24328;R&B/Soul & blues
30808;R&B/Soul & blues
30809;Rock/Metal,R&B/Soul & blues
30810;R&B/Soul & blues
8678;Folk,Rock/Metal
30863;Folk
1034;Rock/Metal
6828;Rock/Metal
9394;Rock/Metal,R&B/Soul & blues,Jazz
30868;Rock/Metal
3845;Pop,World Music,Other
19263;Pop,World Music,Other
19266;Pop,World Music,Other
19270;Pop,World Music,Other
19271;Pop,World Music,Other
30906;Pop,World Music,Other
30909;Pop,World Music,Other
30910;Pop,World Music,Other
30911;Pop,World Music,Other
30912;Pop,World Music,Other
225;R&B/Soul & blues,Jazz
2892;R&B/Soul & blues,Jazz
5107;Pop,Rock/Metal,R&B/Soul & blues,Jazz
5202;Hip-Hop/Rap,R&B/Soul & blues,Jazz
16155;R&B/Soul & blues,Jazz
19114;World Music,R&B/Soul & blues,Jazz
21843;R&B/Soul & blues,Jazz
30920;R&B/Soul & blues,Jazz
30921;R&B/Soul & blues,Jazz
30923;R&B/Soul & blues,Jazz
30924;R&B/Soul & blues,Jazz
30926;R&B/Soul & blues,Jazz
30928;R&B/Soul & blues,Jazz
5156;Electronic/Dance,Folk,Rock/Metal,R&B/Soul & blues,Pop,Jazz
5270;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
5271;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
10103;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
10104;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
10106;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
10108;Pop,Electronic/Dance,R&B/Soul & blues,Jazz
30942;Pop,Electronic/Dance,R&B/Soul & blues
3935;World Music,Jazz
3937;World Music,Jazz
3943;World Music
3952;World Music
6103;World Music
6106;World Music
6108;World Music
7502;World Music
19418;World Music
19422;World Music
30992;World Music
30997;World Music
31001;World Music
1870;World Music,Rock/Metal,Other
8935;World Music,Rock/Metal,Other
8938;World Music,Rock/Metal,Other
22937;World Music,Rock/Metal,Other
31018;World Music,Rock/Metal
31019;World Music,Rock/Metal
31020;World Music,Rock/Metal
31021;World Music,Rock/Metal
2192;World Music,Jazz
30984;World Music
30987;World Music
30989;World Music
30991;World Music
30993;World Music
30994;World Music
30996;World Music
30998;World Music
31000;World Music
31003;World Music
31005;World Music
31008;World Music
31010;World Music
31011;World Music
3961;World Music
3964;World Music
16441;World Music
23809;World Music,Rock/Metal
28314;World Music
31062;World Music
31063;World Music
31079;World Music
31094;World Music
31093;World Music
31091;World Music
31090;World Music
31089;World Music
31088;World Music
31085;World Music
31084;World Music
31081;World Music
3973;World Music,Pop,Jazz
31077;World Music
31074;World Music
31073;World Music
31071;World Music
31060;World Music
29874;World Music
12932;World Music,Jazz
5002;World Music
4998;World Music
28230;World Music
28305;World Music
28310;World Music
31107;World Music
31109;World Music
31111;World Music
31112;World Music
31113;World Music
31114;World Music
31115;World Music
31116;World Music
2856;Jazz
2872;Jazz
2874;Jazz
31140;Jazz
1107;Pop,Hip-Hop/Rap,R&B/Soul & blues,Jazz
1621;Pop,R&B/Soul & blues,Jazz
24123;Pop,R&B/Soul & blues,Jazz
31165;Pop,Jazz
31166;Pop,Jazz
1135;R&B/Soul & blues,Jazz
1137;R&B/Soul & blues,Jazz
1138;R&B/Soul & blues,Jazz
1541;R&B/Soul & blues,Jazz
13292;R&B/Soul & blues,Jazz
19738;R&B/Soul & blues,Jazz
1635;Pop,World Music,Jazz
31220;Pop,World Music,Jazz
31229;Pop,World Music,Jazz
31231;Pop,World Music,Jazz
31232;Pop,World Music,Jazz
31234;Pop,World Music,Jazz
31235;Pop,World Music,Jazz
31236;Pop,World Music,Jazz
31237;Pop,World Music,Jazz
31238;Pop,World Music,Jazz
31240;Pop,World Music,Jazz
31242;Pop,World Music,Jazz
1538;Pop,Rock/Metal,R&B/Soul & blues,Jazz
12031;Pop,Rock/Metal,R&B/Soul & blues
31261;Pop,Rock/Metal,R&B/Soul & blues
31263;Pop,Rock/Metal,R&B/Soul & blues
31265;Pop,Rock/Metal,R&B/Soul & blues
31266;Pop,Rock/Metal,R&B/Soul & blues
31267;Pop,Rock/Metal,R&B/Soul & blues
1833;World Music,Jazz
1838;World Music,Jazz
1840;World Music,Jazz
1842;World Music,Jazz
1845;World Music,Jazz
1849;World Music,Jazz
2782;World Music,Jazz
10556;World Music,Jazz
28006;World Music,Jazz
31279;World Music,Jazz
2645;Jazz
5971;Pop,Rock/Metal,Jazz,Other
6698;World Music,Jazz
8102;Jazz
13824;Jazz
31335;World Music
31343;World Music
31344;World Music
31345;World Music
31346;World Music
31347;World Music
31348;World Music
31349;World Music
31350;World Music
31351;World Music
31353;World Music
31354;World Music
31355;World Music
31356;World Music
31363;World Music
31364;World Music
31365;World Music
31366;World Music
31367;World Music
31368;World Music
31369;World Music
31370;World Music
107;World Music,Jazz
31358;World Music
31373;World Music
31375;World Music
31376;World Music
31377;World Music
31378;World Music
6228;Folk,Rock/Metal,R&B/Soul & blues,World Music,Jazz
33635;World Music,R&B/Soul & blues
6240;Folk,Rock/Metal,R&B/Soul & blues,World Music,Jazz
33637;World Music,R&B/Soul & blues
33638;World Music,R&B/Soul & blues
33639;World Music,R&B/Soul & blues
33640;World Music,R&B/Soul & blues
33641;World Music,R&B/Soul & blues
14657;World Music,Rock/Metal,R&B/Soul & blues,Jazz
7646;Pop,Rock/Metal
7654;Pop,Rock/Metal
7655;Pop,Hip-Hop/Rap,Rock/Metal,R&B/Soul & blues
7657;Pop,Rock/Metal
31425;Pop,Rock/Metal
2319;Rock/Metal,R&B/Soul & blues
2323;Rock/Metal,R&B/Soul & blues,Jazz
2337;Rock/Metal,R&B/Soul & blues
2338;Rock/Metal,R&B/Soul & blues
26109;Rock/Metal
33636;Rock/Metal
2148;Rock/Metal,R&B/Soul & blues
31408;Rock/Metal
31412;Rock/Metal
31413;Rock/Metal
22387;Classical/Contemporary,Jazz
58081;Jazz
9890;Classical/Contemporary,Jazz
58083;Jazz
58084;Jazz
58085;Jazz
58086;Jazz
7160;Jazz
7914;Jazz
17236;Jazz
517;Pop,Electronic/Dance,Rock/Metal,Jazz
58099;Jazz
58100;Jazz
58101;Jazz
58102;Jazz
58103;Jazz
90;Folk,Rock/Metal,World Music,Pop,Jazz
10877;Pop,World Music,Rock/Metal,Jazz
23743;Pop,World Music,Rock/Metal,Jazz
58114;Pop,Jazz
25337;Pop,R&B/Soul & blues,Jazz
58116;Pop,Jazz
58117;Pop,Jazz
58118;Pop,Jazz
58119;Pop,Jazz
58120;Pop,Jazz
58121;Pop,Jazz
58122;Pop,Jazz
58123;Pop,Jazz
58124;Pop,Jazz
58125;Pop,Jazz
23433;Hip-Hop/Rap,Jazz
28810;Jazz
22009;World Music,Jazz
58107;Jazz
58104;Jazz
31414;World Music
31443;World Music
31444;World Music
27820;World Music
31445;World Music
31410;World Music
31447;World Music
31396;Electronic/Dance
31397;Electronic/Dance
31398;Electronic/Dance
31400;Electronic/Dance
31401;Electronic/Dance
31402;Electronic/Dance
31403;Electronic/Dance
31404;Electronic/Dance
31406;Electronic/Dance
31438;Electronic/Dance,Hip-Hop/Rap
31439;Electronic/Dance,Hip-Hop/Rap
31441;Electronic/Dance,Hip-Hop/Rap
6889;Hip-Hop/Rap,Rock/Metal,Electronic/Dance
31472;Hip-Hop/Rap,Rock/Metal
31474;Hip-Hop/Rap,Rock/Metal
31475;Hip-Hop/Rap,Rock/Metal
31476;Hip-Hop/Rap,Rock/Metal
27612;Electronic/Dance,Hip-Hop/Rap
27622;Electronic/Dance,Hip-Hop/Rap
27643;Electronic/Dance,Hip-Hop/Rap
27651;Electronic/Dance,Hip-Hop/Rap
31457;Electronic/Dance,Hip-Hop/Rap
31458;Electronic/Dance,Hip-Hop/Rap
31465;Electronic/Dance,Hip-Hop/Rap
30261;Electronic/Dance,R&B/Soul & blues
31517;Electronic/Dance,R&B/Soul & blues
31519;Electronic/Dance,R&B/Soul & blues
31539;Electronic/Dance,R&B/Soul & blues
31545;Electronic/Dance,R&B/Soul & blues
5895;Folk,R&B/Soul & blues,Jazz
5896;Folk,R&B/Soul & blues,Jazz
5899;Folk,R&B/Soul & blues,Jazz
5902;Folk,R&B/Soul & blues,Jazz
5903;Folk,R&B/Soul & blues,Jazz
24306;R&B/Soul & blues,Jazz
28944;R&B/Soul & blues,Jazz
3032;Other,Rock/Metal,R&B/Soul & blues,Pop,Jazz
7282;Pop,Folk,R&B/Soul & blues,Jazz
8181;Hip-Hop/Rap,R&B/Soul & blues,Jazz
26155;Pop,R&B/Soul & blues,Jazz
31528;R&B/Soul & blues,Jazz
31529;R&B/Soul & blues,Jazz
31533;R&B/Soul & blues,Jazz
31534;R&B/Soul & blues,Jazz
31535;R&B/Soul & blues,Jazz
31537;R&B/Soul & blues,Jazz
31548;World Music,Jazz
31551;World Music,Jazz
31553;World Music,Jazz
31555;World Music,Jazz
31557;World Music,Jazz
31552;Jazz
31554;Jazz
31562;Jazz
1372;Rock/Metal,R&B/Soul & blues,Hip-Hop/Rap,Classical/Contemporary,World Music,Jazz
31603;World Music,Hip-Hop/Rap
31634;World Music,Hip-Hop/Rap
31638;World Music,Hip-Hop/Rap
31640;World Music,Hip-Hop/Rap
31643;World Music,Hip-Hop/Rap
31644;World Music,Hip-Hop/Rap
31645;World Music,Hip-Hop/Rap
31646;World Music,Hip-Hop/Rap
31622;World Music
31625;World Music
31627;World Music
31629;World Music
31630;World Music
31633;World Music,Electronic/Dance,Jazz
31635;World Music,Electronic/Dance,Jazz
31637;World Music,Electronic/Dance,Jazz
31639;World Music,Electronic/Dance,Jazz
31641;World Music,Electronic/Dance,Jazz
31631;World Music,Electronic/Dance,Jazz
485;Pop,Rock/Metal
11181;Pop,Rock/Metal
20679;Pop,Rock/Metal,Jazz
23363;Electronic/Dance,Rock/Metal,R&B/Soul & blues,Pop,Jazz
31682;Pop,Rock/Metal
31686;Pop,Rock/Metal
31665;Pop,World Music
31666;Pop,World Music
31667;Pop,World Music
31668;Pop,World Music
31669;Pop,World Music
31670;Pop,World Music
31671;Pop,World Music
31672;Pop,World Music
338;Electronic/Dance
2523;Pop,Electronic/Dance,Rock/Metal
2533;Pop,Electronic/Dance,Rock/Metal
9288;Pop,Electronic/Dance,Rock/Metal
26467;Electronic/Dance,R&B/Soul & blues,Jazz
31679;Electronic/Dance
31683;Electronic/Dance
31722;World Music,Electronic/Dance
31728;World Music,Electronic/Dance
31741;World Music,Electronic/Dance
31743;World Music,Electronic/Dance
31744;World Music,Electronic/Dance
31726;Rock/Metal
31698;Rock/Metal
31706;Rock/Metal
31699;Rock/Metal
31703;Rock/Metal
31730;Rock/Metal
31731;Rock/Metal
9172;Pop,Electronic/Dance,Rock/Metal,Other
9174;Pop,Electronic/Dance,Rock/Metal,Other
9175;Pop,Electronic/Dance,Rock/Metal,Other
31714;Pop,Electronic/Dance,Other
31716;Pop,Electronic/Dance,Other
28557;Classical/Contemporary
28560;Classical/Contemporary
28561;Classical/Contemporary
31739;Classical/Contemporary
31748;Classical/Contemporary
31753;Classical/Contemporary
31754;Classical/Contemporary
31755;Classical/Contemporary
31758;Pop,Electronic/Dance,World Music
31779;Pop,Electronic/Dance,World Music
31781;Pop,Electronic/Dance,World Music
5549;Pop,Rock/Metal
31729;Rock/Metal
31740;Rock/Metal
31742;Rock/Metal
31746;Rock/Metal
5408;Pop,Electronic/Dance,Rock/Metal
5412;Pop,Electronic/Dance,Rock/Metal
31757;Electronic/Dance,Rock/Metal
31761;Electronic/Dance,Rock/Metal
10741;World Music,Electronic/Dance,Rock/Metal
27595;Electronic/Dance,Other,Classical/Contemporary,World Music,Jazz
31806;World Music
31812;World Music
31814;World Music
5402;World Music,Electronic/Dance,Jazz
31805;World Music,Electronic/Dance
31822;World Music,Electronic/Dance
31824;World Music,Electronic/Dance
31826;World Music,Electronic/Dance
31827;World Music,Electronic/Dance
31798;World Music,Electronic/Dance
31800;World Music,Electronic/Dance
31801;World Music,Electronic/Dance
31802;World Music,Electronic/Dance
28924;Hip-Hop/Rap,Electronic/Dance,R&B/Soul & blues,Jazz
31880;Hip-Hop/Rap,R&B/Soul & blues,Jazz
31881;Hip-Hop/Rap,R&B/Soul & blues,Jazz
5611;Electronic/Dance,Jazz
10831;Electronic/Dance,Jazz
31851;Electronic/Dance
5590;Folk,Rock/Metal
31929;Folk
9521;Rock/Metal
31925;Rock/Metal
31926;Rock/Metal
31928;Rock/Metal
31963;Rock/Metal
31969;Rock/Metal
31971;Rock/Metal
31973;Rock/Metal
31974;Rock/Metal
31976;Rock/Metal
31972;Pop,Rock/Metal
31975;Pop,Rock/Metal
31986;Pop,Rock/Metal
31987;Pop,Rock/Metal
31989;Pop,Rock/Metal
6813;Folk,Rock/Metal
31990;Rock/Metal
31991;Rock/Metal
31993;Rock/Metal
31995;Rock/Metal
32029;Electronic/Dance,Hip-Hop/Rap
16803;Jazz
18074;Jazz
31996;Jazz
32007;Jazz
32009;Jazz
32011;Jazz
32012;Jazz
8597;Hip-Hop/Rap,Jazz
12036;Jazz
22307;Jazz
32023;Jazz
32024;Jazz
32042;Jazz
32050;Jazz
32057;Jazz
32058;Jazz
32063;Jazz
32065;Jazz
32015;World Music,Electronic/Dance
32020;World Music,Electronic/Dance
